sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
0.2548449856535408,0.2534693999570637,-82.18736071902094,-0.008088694373820317,156.99756661141873,91.0,1.7252479847408653,11.666081378759701,0.5164835164835165,50.95931861945428,-36.205739671131596,3628,151.0,0.0,22.81761006289308,0.00422416220782878,31.243996,-12.68115,0.8925666
