sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair,entry_notional_count,entry_notional_cap_hits,entry_notional_below_min,entry_notional_avg,entry_notional_p50,entry_notional_min,entry_notional_max
1.126044282573258,0.6460629703793827,-868.7971440154506,-0.521068650158324,456.18825885681144,226.0,2.018532118835449,62.056212082305265,0.5088495575221239,310.8192797821248,-356.84526467323303,7427,58.0,438.6534652709961,61.891666666666666,0.006499267144951014,219.72061,-214.86432,3.7950304,7427.0,0.0,0.0,17.89121218704834,16.341468811035156,14.999999046325684,22.977685928344727
