tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
ex04,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex04,3.30130834843902,1207.9278298510435,-302.88366364408284,0.13098237600932025,4304,58,158.2172572016716
ex04,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex04,2.984314113840573,1036.963828017615,-308.7190842018463,0.2612507697351068,4304,58,270.9075982570648
ex06,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex06,4.112444603934301,1694.6747361343405,-372.5695637036115,0.10290947872287395,4482,58,174.39809370040894
ex06,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex06,3.7856031866744315,1486.5503099646885,-369.9784206133336,0.20056837662945062,4482,58,298.1549824476242
ex08,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex08,4.347608484121389,2153.7583445101045,-424.1818856834434,0.08771153355894462,4602,58,188.90944731235504
ex08,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex08,4.043359133375769,1908.5670885222498,-418.1135809253901,0.16886050155862356,4602,58,322.281595826149
ex10,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex10,3.6653712342467513,1536.1082981675645,-396.3208317682729,0.11372768748615703,4673,58,174.69804447889328
ex10,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex10,3.3443503037781195,1329.212024434586,-387.6477057489101,0.22427341761956127,4673,58,298.1069234609604
ex12,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex12,3.5043837066990737,1428.313724122694,-405.03232594853034,0.12407416392818163,4747,58,177.21683114767075
ex12,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_ex12,3.177091110925166,1225.9988091597916,-395.8013892036979,0.24658252357017668,4747,58,302.30988025665283
