pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
BTCDAI-BTCEUR,02/01-05/31,-0.8386955261230469,0.2769578993320465,16,-0.05241847038269043,8,24,2881,0.42308926582336426,-0.6679918169975281,
KCSUSDT-KDAUSDT,02/01-05/31,-1.272550106048584,0.028514333069324493,4,-0.318137526512146,0,8,2881,0.0,-0.6665663719177246,
ATOMUSDT-KDAUSDT,02/01-05/31,-0.11725254356861115,0.22490184009075165,18,-0.006514030043035746,10,26,2881,0.503418505191803,-0.22436664998531342,
COMPUSDT-GTAIUSDT,02/01-05/31,-0.621496856212616,0.2812013328075409,23,-0.027021601796150208,9,37,2881,0.2913067638874054,-0.442183256149292,
FILUSDC-GTAIUSDT,02/01-05/31,0.1148059070110321,0.04373835027217865,7,0.016400843858718872,5,9,2881,0.598844051361084,-0.6995370984077454,
DOTUSDC-KDAUSDT,02/01-05/31,0.30475616455078125,0.40259844064712524,26,0.01172139123082161,13,39,2881,0.2606346309185028,-0.2813800871372223,
ETHUSDC-ETHUSDT,02/01-05/31,-0.24862360954284668,0.2402624487876892,14,-0.01775882951915264,0,28,2881,0.0,-0.032025501132011414,
FILUSDT-GTAIUSDT,02/01-05/31,-1.2555100917816162,0.06271593272686005,8,-0.15693876147270203,1,15,2881,0.21830599009990692,-0.4968651533126831,
DOTUSDT-KDAUSDT,02/01-05/31,0.22858361899852753,0.37933439016342163,24,0.00952431745827198,12,36,2881,0.22814273834228516,-0.23353901505470276,
ETCUSDT-JUVUSDT,02/01-05/31,-0.480807900428772,0.3844352960586548,34,-0.01414140872657299,13,55,2881,0.7756589651107788,-0.7935473322868347,
DOTUSDC-FTTUSDT,02/01-05/31,0.445385217666626,0.12191500514745712,5,0.08907704055309296,4,6,2881,0.2620180547237396,-0.32165661454200745,
GALFTUSDT-HBARUSDT,02/01-05/31,-4.640254974365234,0.4015047550201416,8,-0.5800318717956543,3,13,2881,2.6514575481414795,-3.576923370361328,
FILUSDC-JUVUSDT,02/01-05/31,0.17778991162776947,0.2239965796470642,27,0.006584811490029097,14,40,2881,0.7954953908920288,-0.7386499643325806,
DOTUSDT-FTTUSDT,02/01-05/31,0.4930001497268677,0.12270762026309967,5,0.09860002994537354,4,6,2881,0.26326608657836914,-0.33902785181999207,
FILUSDT-JUVUSDT,02/01-05/31,-0.5228980183601379,0.20839235186576843,26,-0.020111462101340294,12,40,2881,0.9084234237670898,-0.53605717420578,
AXSUSDT-KUBUSDT,02/01-05/31,1.6089341640472412,0.04369419813156128,4,0.4022335410118103,3,5,2881,0.9514192342758179,-0.19202837347984314,
HNTUSDT-INTERUSDT,02/01-05/31,0.20770695805549622,0.13031534850597382,12,0.01730891317129135,8,16,2881,0.21071551740169525,-0.3070206940174103,
ATOMUSDT-GODSUSDT,02/01-05/31,-0.606564998626709,0.2857169806957245,17,-0.035680294036865234,6,28,2881,0.5217977166175842,-0.4907818138599396,
CYBERUSDT-FIDAUSDT,02/01-05/31,1.3775861263275146,0.17439280450344086,23,0.059895049780607224,14,32,2881,1.3381197452545166,-1.03612220287323,
ATOMUSDT-KCALUSDT,02/01-05/31,0.8476499319076538,0.3067375421524048,19,0.044613152742385864,12,26,2881,0.6611276865005493,-0.4227847158908844,
BTCDAI-BTCEUR,03/02-06/30,5.66667366027832,0.5419114828109741,24,0.23611140251159668,11,37,2881,2.342155694961548,-0.6181488037109375,
ATOMUSDT-GODSUSDT,03/02-06/30,-12.00759506225586,3.2682015895843506,34,-0.35316455364227295,13,55,2881,0.40838322043418884,-3.424311876296997,
CITYUSDT-KASTAUSDT,03/02-06/30,-9.486797332763672,3.1634573936462402,30,-0.3162265717983246,11,49,2881,2.547869920730591,-3.4878311157226562,
ETHUSDC-ETHUSDT,03/02-06/30,-0.3805481493473053,0.43619823455810547,8,-0.04756851866841316,2,14,2881,0.04350525885820389,-0.05063086003065109,
ATOMUSDT-KDAUSDT,03/02-06/30,3.548401355743408,1.932727575302124,24,0.14785005152225494,15,33,2881,1.9985482692718506,-1.0797408819198608,
AFCUSDT-C98USDT,03/02-06/30,-0.250136137008667,0.8320401310920715,22,-0.011369824409484863,10,34,2881,1.4363185167312622,-2.59014892578125,
CYBERUSDT-FIDAUSDT,03/02-06/30,1.4420948028564453,0.14229464530944824,4,0.36052370071411133,3,5,2881,0.7726295590400696,-0.18820245563983917,
GALFTUSDT-GRTUSDT,03/02-06/30,1.1513800621032715,1.0221762657165527,33,0.0348903052508831,11,55,2881,0.7263444662094116,-0.6252331137657166,
AFCUSDT-CITYUSDT,03/02-06/30,5.679973602294922,0.6380211114883423,18,0.31555408239364624,10,26,2881,1.7697607278823853,-1.5128848552703857,
HNTUSDT-INTERUSDT,03/02-06/30,9.194260597229004,0.2829110622406006,3,3.064753532409668,2,4,2881,9.104459762573242,-1.067256212234497,
APEXUSDT-KASTAUSDT,03/02-06/30,-2.6133933067321777,3.061230182647705,33,-0.07919373363256454,18,48,2881,1.9979314804077148,-1.5061450004577637,
AXLUSDT-FILUSDC,03/02-06/30,-0.03415781259536743,0.7599968910217285,17,-0.0020092830527573824,9,25,2881,1.0537651777267456,-1.058578372001648,
FILUSDT-JUVUSDT,03/02-06/30,-2.0107040405273438,1.140742540359497,20,-0.10053519904613495,10,30,2881,5.588053226470947,-4.28454065322876,
CAKEUSDT-FIDAUSDT,03/02-06/30,4.849276542663574,0.7879114151000977,33,0.14694777131080627,19,47,2881,6.180997371673584,-2.762812614440918,
FILUSDC-JUVUSDT,03/02-06/30,7.134101867675781,1.3766980171203613,23,0.31017833948135376,11,35,2881,8.735309600830078,-3.659684419631958,
DYDXUSDT-KCALUSDT,03/02-06/30,6.177934169769287,2.4717350006103516,28,0.22064051032066345,16,40,2881,6.459220886230469,-1.5318334102630615,
FILUSDC-GTAIUSDT,03/02-06/30,-2.042330265045166,0.25160789489746094,4,-0.5105825662612915,1,7,2881,1.0317578315734863,-2.0766804218292236,
FTTUSDT-KSMUSDT,03/02-06/30,-0.8899005055427551,0.8501335382461548,27,-0.03295927867293358,12,42,2881,1.7253297567367554,-2.0786306858062744,
FILUSDT-GTAIUSDT,03/02-06/30,-2.4785499572753906,0.32222968339920044,5,-0.49570998549461365,2,8,2881,0.6944596171379089,-1.967940330505371,
