pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCDAI-BTCEUR,02/01-05/31,10.727386,1.3456623554229736,84,0.12770697,63,104,2881,0.9960096,-0.66553473
KCSUSDT-KDAUSDT,02/01-05/31,1.5548477,0.45667481422424316,43,0.03615925,19,67,2881,1.4094367,-0.8822051
ATOMUSDT-KDAUSDT,02/01-05/31,6.943941,0.721023678779602,61,0.113835104,33,88,2881,2.8615994,-1.438774
FTTUSDT-GSWIFTUSDT,02/01-05/31,-5.0857463,1.1175775527954102,45,-0.11301658,20,69,2881,0.9259173,-3.7117062
FLOWUSDT-JUVUSDT,02/01-05/31,1.2622972,0.332672655582428,46,0.027441243,20,72,2881,0.87926936,-0.7242304
AFCUSDT-CITYUSDT,02/01-05/31,8.017666,0.5725020170211792,55,0.14577575,38,71,2881,2.2178419,-5.9256067
DMAILUSDT-GMTUSDT,02/01-05/31,-1.8159819,0.4532795548439026,60,-0.030266365,33,86,2881,2.7708936,-1.6961495
AGLDUSDT-HFTUSDC,02/01-05/31,0.08320689,0.8027377128601074,59,0.0014102863,31,87,2881,1.202932,-1.1541333
FIDAUSDT-KAVAUSDT,02/01-05/31,5.0718613,0.20899410545825958,60,0.084531024,36,84,2881,1.7417779,-0.49140453
CGPTUSDT-FILUSDC,02/01-05/31,1.829581,0.29320889711380005,60,0.030493017,34,85,2881,1.4951303,-1.0983216
ADAUSDT-KUBUSDT,02/01-05/31,4.0079913,0.4843955934047699,63,0.06361891,36,89,2881,1.8465303,-2.0541356
C98USDT-FILUSDT,02/01-05/31,-0.2838695,0.2972549498081207,58,-0.0048943018,31,85,2881,0.6883195,-0.44553366
ADAUSDT-APEUSDC,02/01-05/31,-1.8133339,0.4526708722114563,48,-0.03777779,24,72,2881,0.759563,-0.8641457
GMTUSDT-KAVAUSDT,02/01-05/31,3.8635361,0.3124319314956665,51,0.07575561,35,67,2881,0.5026599,-0.85108465
CHZUSDT-FILUSDC,02/01-05/31,-1.3727845,0.5614963173866272,39,-0.0351996,16,62,2881,1.0680221,-1.2710335
CHRPUSDT-DMAILUSDT,02/01-05/31,6.4320955,0.7662082314491272,60,0.10720159,39,80,2881,3.932085,-5.0491157
IZIUSDT-KCALUSDT,02/01-05/31,15.016455,0.6313392519950867,41,0.366255,24,58,2881,5.573554,-1.597372
COMPUSDT-GTAIUSDT,02/01-05/31,-5.0274525,0.7084634304046631,54,-0.09310097,26,82,2881,2.1175623,-1.8494275
FILUSDC-GTAIUSDT,02/01-05/31,12.405332,0.2835077941417694,35,0.35443804,21,49,2881,3.3188465,-1.1620528
DOTUSDC-KDAUSDT,02/01-05/31,-3.7685227,1.0094034671783447,62,-0.060782626,30,94,2881,1.0545477,-1.2951462
GALFTUSDT-GRTUSDT,02/01-05/31,-12.64118,1.7239840030670166,45,-0.2809151,18,72,2881,5.9268074,-4.1963634
