tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
rg0p5to1p5,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5,4.572264955885392,2463.524210899661,-536.9894782238407,0.08274651469117911,4659,58,203.8480423092842
rg0p5to1p5,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5,4.277204006562261,2196.5158855829213,-525.8645280686324,0.15835298631172012,4659,58,347.82484996318817
rg0p5to2p0,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to2p0,3.7134520790079937,1050.7170644659054,-292.7690598962363,0.11170997182249755,3699,58,117.37557366490364
rg0p5to2p0,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to2p0,3.353556351698771,909.774852787581,-295.1157091278583,0.22196046126325336,3699,58,201.9340459704399
rg0p5to3p0,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to3p0,3.8323389732161632,1096.3261711427913,-292.7690598962363,0.1078616035635969,3689,58,118.25149884819984
rg0p5to3p0,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to3p0,3.4730305518869335,953.139257834584,-295.1157091278583,0.21344294463626837,3689,58,203.44084984064102
rg0p8to1p2,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p8to1p2,2.653621971692403,1148.305794020067,-504.0061114868149,0.13887892213957892,5219,58,159.47547096014023
rg0p8to1p2,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p8to1p2,2.349431306778837,942.1881397162942,-501.9627820320893,0.287035277469338,5219,58,270.4412341117859
rg1p0to1p5,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg1p0to1p5,4.572264955885392,2463.524210899661,-536.9894782238407,0.08274651469117911,4659,58,203.8480423092842
rg1p0to1p5,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg1p0to1p5,4.277204006562261,2196.5158855829213,-525.8645280686324,0.15835298631172012,4659,58,347.82484996318817
