,PnL
2023-05-01,0.0
2023-05-02,-0.9164424501359463
2023-05-03,-17.30950121767819
2023-05-04,5.22997316531837
2023-05-05,-8.279523201286793
2023-05-06,86.53132808813825
2023-05-07,30.0050743855536
2023-05-08,-10.066167712211609
2023-05-09,18.593106420710683
2023-05-10,4.400038167834282
2023-05-11,5.647876434959471
2023-05-12,3.1452217120677233
2023-05-13,-77.87571880407631
2023-05-14,1.8065842175856233
2023-05-15,0.5977411568164825
2023-05-16,1.5503072887659073
2023-05-17,-0.43105647526681423
2023-05-18,4.838816030882299
2023-05-19,3.676659877412021
2023-05-20,3.6418034434318542
2023-05-21,-2.5731460209935904
2023-05-22,-1.023865481838584
2023-05-23,2.260383868124336
2023-05-24,2.50315198674798
2023-05-25,6.775320875458419
2023-05-26,-2.0666763642802835
2023-05-27,3.0296578630805016
2023-05-28,-12.12845029309392
2023-05-29,2.7377886325120926
2023-05-30,2.0954041592776775
2023-05-31,0.0
2023-06-01,109.63737193867564
2023-06-02,4.6539017111063
2023-06-03,-30.082022193819284
2023-06-04,-109.74014559015632
2023-06-05,-142.75026268698275
2023-06-06,23.332869360223413
2023-06-07,-6.952734247781336
2023-06-08,8.301871303934604
2023-06-09,14.017924536019564
2023-06-10,-46.57961827144027
2023-06-11,-0.6195984515361488
2023-06-12,2.6662971675395966
2023-06-13,12.181761879473925
2023-06-14,-5.44235273078084
2023-06-15,-2.6827383916825056
2023-06-16,5.9076596815139055
2023-06-17,-0.45909931883215904
2023-06-18,-2.33629328943789
2023-06-19,1.285419600084424
2023-06-20,-2.5712369373068213
2023-06-21,-8.506346495822072
2023-06-22,-29.896015610080212
2023-06-23,34.89480912871659
2023-06-24,-7.8695178758352995
2023-06-25,29.599201381206512
2023-06-26,-5.570223683491349
2023-06-27,9.489357771351933
2023-06-28,15.527366699650884
2023-06-29,-16.25097854435444
2023-06-30,-0.02535349689424038
2023-07-01,2.511093882843852
2023-07-02,4.618957603350282
2023-07-03,15.006209749728441
2023-07-04,0.4634084068238735
2023-07-05,-10.293823129031807
2023-07-06,-5.565927218645811
2023-07-07,39.88087054900825
2023-07-08,-1.377921799197793
2023-07-09,11.708685621619225
2023-07-10,-26.404278429225087
2023-07-11,-8.032352168112993
2023-07-12,-11.124176742509007
2023-07-13,-27.320536113344133
2023-07-14,-35.8528507668525
2023-07-15,4.601923001930118
2023-07-16,0.768977016210556
2023-07-17,52.57165019400418
2023-07-18,2.0310033434070647
2023-07-19,-13.436732342466712
2023-07-20,-9.073868074221537
2023-07-21,-16.01381360925734
2023-07-22,67.9523002114147
2023-07-23,124.38465676642954
2023-07-24,151.92443253844976
2023-07-25,5.897658810485154
2023-07-26,19.57551633939147
2023-07-27,2.157494693994522
2023-07-28,15.056332375388592
2023-07-29,-2.17163641192019
2023-07-30,-0.9568331837654114
2023-07-31,-23.949231017380953
2023-08-01,101.6730124950409
2023-08-02,35.8884221855551
2023-08-03,-11.134022865444422
2023-08-04,13.198191720992327
2023-08-05,-90.66003981418908
2023-08-06,-33.23863396793604
2023-08-07,17.99247371405363
2023-08-08,-2.0598436426371336
2023-08-09,0.9743824191391468
2023-08-10,18.986463936045766
2023-08-11,36.2358996514231
2023-08-12,-7.508249619975686
2023-08-13,-2.877002354711294
2023-08-14,114.39132098667324
2023-08-15,-34.589088221255224
2023-08-16,16.211580513510853
2023-08-17,5.42657199408859
2023-08-18,24.186803456395864
2023-08-19,18.501960289664567
2023-08-20,-2.33505315403454
2023-08-21,1.2081332599045709
2023-08-22,-17.553677037358284
2023-08-23,2.1665902719832957
2023-08-24,-59.36801136727445
2023-08-25,2.887205805396661
2023-08-26,0.9576008897274733
2023-08-27,69.11097282450646
2023-08-28,-1.1408837707713246
2023-08-29,-0.030313042923808098
2023-08-30,99.83200119435787
2023-08-31,-75.21458548447117
2023-09-01,-18.488480990752578
2023-09-02,-19.75045575480908
2023-09-03,-14.754682626575232
2023-09-04,29.96934186294675
2023-09-05,-9.361221641302109
2023-09-06,39.93652971833944
2023-09-07,-2.1254842467606068
2023-09-08,-11.21415152773261
2023-09-09,19.578769186511636
2023-09-10,-64.47535959631205
2023-09-11,37.06660466641188
2023-09-12,34.454725394025445
2023-09-13,-0.03181099519133568
2023-09-14,-7.522398546338081
2023-09-15,50.1014660038054
2023-09-16,7.111171022057533
2023-09-17,3.867460671812296
2023-09-18,-28.90903514996171
2023-09-19,35.42177674546838
2023-09-20,5.284172715619206
2023-09-21,9.944612748164218
2023-09-22,41.95478950254619
2023-09-23,3.795678560156375
2023-09-24,14.465441204607487
2023-09-25,49.63365823496133
2023-09-26,26.13729756558314
2023-09-27,5.329841863363981
2023-09-28,0.0
