tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
vmf101,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf101,4.347608484121389,2153.7583445101045,-424.1818856834434,0.08771153355894462,4602,58,188.90944731235504
vmf101,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf101,4.043359133375769,1908.5670885222498,-418.1135809253901,0.16886050155862356,4602,58,322.281595826149
vmf105,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf105,4.055109462788034,1899.8161418969285,-449.95908474118914,0.09889866259523579,4557,58,187.88927561044693
vmf105,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf105,3.7522693154011355,1674.7962461155257,-442.22146995418007,0.19164638107867946,4557,58,320.9686396121979
vmf110,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf110,3.6503941057666403,1362.9707677577971,-369.3225635543931,0.12183504396943592,4478,58,166.05760341882706
vmf110,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf110,3.3062319320573432,1173.8725958227296,-370.4468726697378,0.24158883821304203,4478,58,283.5945166349411
vmf115,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf115,3.892871309207266,1429.2944338365633,-341.98378522653366,0.11461846564795901,4442,58,163.82353496551514
vmf115,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf115,3.538337530855816,1237.7097178546246,-365.4559577254113,0.22612337396777418,4442,58,279.87509739398956
vmf120,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf120,3.619791767341645,1284.6029919647845,-342.3207970785443,0.12335540668832495,4409,58,158.462724506855
vmf120,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vmf120,3.2679171270361453,1103.439639425429,-365.42094800202176,0.2454119251136651,4409,58,270.797246158123
