tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
vm1004,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm1004,4.368999652966642,2181.5002269354445,-474.09950047556777,0.0874514694813353,4610,58,190.77540051937103
vm1004,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm1004,4.065716697842194,1934.2272609338397,-465.0214540610323,0.1682566840727308,4610,58,325.44666516780853
vm10045,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10045,4.377612756686727,2188.2534211437014,-473.46454526262823,0.08711747687611548,4610,58,190.63511681556702
vm10045,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10045,4.074274256863324,1940.541447837546,-464.38942052662605,0.16758646616818307,4610,58,325.2084836959839
vm1005,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm1005,4.377612756686727,2188.2534211437014,-473.46454526262823,0.08711747687611548,4610,58,190.63511681556702
vm1005,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm1005,4.074274256863324,1940.541447837546,-464.38942052662605,0.16758646616818307,4610,58,325.2084836959839
vm10055,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055,4.379776344160132,2190.0171243353543,-473.46454526262823,0.08713801313656241,4610,58,190.83374094963074
vm10055,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055,4.076234326149898,1942.0458437378402,-464.38942052662605,0.16762662576242965,4610,58,325.53859186172485
vm1006,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm1006,4.36282995436012,2175.019435763723,-473.17296856368193,0.08766216152830118,4608,58,190.66690510511398
vm1006,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm1006,4.059318362069047,1928.1170184169314,-464.1059248399106,0.16869301019940544,4608,58,325.2598638534546
