,PnL
2024-01-01,0.0
2024-01-02,-52.996072511188686
2024-01-03,-86.91046618204564
2024-01-04,23.889262860640883
2024-01-05,59.82179886382073
2024-01-06,-6.335223391652107
2024-01-07,-19.25113534810953
2024-01-08,-5.884762596338987
2024-01-09,12.239419057965279
2024-01-10,-5.470076130935922
2024-01-11,18.676545122638345
2024-01-12,14.49093734798953
2024-01-13,37.20644739829004
2024-01-14,2.506733190268278
2024-01-15,13.728343261638656
2024-01-16,9.447529967874289
2024-01-17,-24.725559467449784
2024-01-18,-4.9189568953588605
2024-01-19,0.592173142824322
2024-01-20,20.880774961784482
2024-01-21,10.748448925791308
2024-01-22,5.576135693117976
2024-01-23,14.086220601573586
2024-01-24,7.392496078275144
2024-01-25,59.88543227687478
2024-01-26,20.231432296335697
2024-01-27,48.79454167559743
2024-01-28,11.797857007943094
2024-01-29,38.242254838347435
2024-01-30,8.227195093408227
2024-01-31,0.0
2024-02-01,-146.60591397807002
2024-02-02,47.39417988061905
2024-02-03,26.58271510154009
2024-02-04,-9.532385360449553
2024-02-05,10.639297418296337
2024-02-06,160.6039602579549
2024-02-07,166.40494548529387
2024-02-08,66.41078242659569
2024-02-09,-175.83403991907835
2024-02-10,53.32462181150913
2024-02-11,-26.766924907220528
2024-02-12,-20.88668238092214
2024-02-13,-27.105715293437243
2024-02-14,-2.6951120756566525
2024-02-15,-11.23092806711793
2024-02-16,-7.697223975323141
2024-02-17,16.42666927166283
2024-02-18,-11.146591442637146
2024-02-19,4.519626634195447
2024-02-20,-5.358489394187927
2024-02-21,15.506941725499928
2024-02-22,-9.039291957276873
2024-02-23,-9.374193765223026
2024-02-24,-6.537418715655804
2024-02-25,55.955559227615595
2024-02-26,-17.05365409515798
2024-02-27,5.863852623850107
2024-02-28,-0.4609743766486645
2024-02-29,-5.989799465984106
2024-03-01,0.0
2024-03-02,-4.271638639271259
2024-03-03,84.51846245676279
2024-03-04,1.6943207271397114
2024-03-05,2.4878361858427525
2024-03-06,162.3023980334401
2024-03-07,74.7925275452435
2024-03-08,-20.436520915478468
2024-03-09,-3.124166540801525
2024-03-10,-10.921871994622052
2024-03-11,21.123292714357376
2024-03-12,6.971952099353075
2024-03-13,-12.181947145611048
2024-03-14,-3.3552282750606537
2024-03-15,-3.135918214917183
2024-03-16,1.112045232206583
2024-03-17,8.965803023427725
2024-03-18,-1.400357861071825
2024-03-19,2.027857195585966
2024-03-20,70.98836565762758
2024-03-21,69.84927440062165
2024-03-22,75.72971451282501
2024-03-23,71.83500546962023
2024-03-24,-32.825271777808666
2024-03-25,-194.86003648117185
2024-03-26,-5.873904190957546
2024-03-27,-42.724341426976025
2024-03-28,51.21289220452309
2024-03-29,-50.040463890880346
2024-03-30,6.672965507954359
2024-03-31,0.0
