sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair,entry_notional_count,entry_notional_cap_hits,entry_notional_below_min,entry_notional_avg,entry_notional_p50,entry_notional_min,entry_notional_max
4.054352700159893,4.34932236014629,-458.37956974847475,-0.2917520486773799,1930.9018047653954,151.0,12.787429170631757,56.59037037441376,0.5894039735099338,217.71266998164356,-198.87572855874896,4573,58.0,319.38914728164673,38.108333333333334,0.006435844035635774,386.3381,-137.49164,16.079443,4573.0,0.0,0.0,21.341468060274707,16.9359188079834,14.999999046325684,32.48564529418945
