,PnL
2023-05-01,0.0
2023-05-02,10.15195909421891
2023-05-03,-33.24830546975136
2023-05-04,10.54102523252368
2023-05-05,-18.941512127406895
2023-05-06,44.07120077777654
2023-05-07,70.54066065326333
2023-05-08,3.0413523968309164
2023-05-09,10.1737424954772
2023-05-10,-5.048006411641836
2023-05-11,-0.8956637140363455
2023-05-12,7.515233254991472
2023-05-13,2.182880921056494
2023-05-14,-1.8445096742361784
2023-05-15,-6.5577590798493475
2023-05-16,4.652322829235345
2023-05-17,-4.940615663304925
2023-05-18,-3.516250335611403
2023-05-19,-2.3266035988926888
2023-05-20,1.8248559227213264
2023-05-21,-0.44571039639413357
2023-05-22,6.083020881284028
2023-05-23,0.8868379982886836
2023-05-24,12.71905808779411
2023-05-25,6.303549623116851
2023-05-26,1.4478913228958845
2023-05-27,2.6187912130262703
2023-05-28,-4.9360490902327
2023-05-29,-0.13145197741687298
2023-05-30,-1.390978092327714
2023-05-31,0.0
2023-06-01,-21.056856537237763
2023-06-02,-43.93996010906994
2023-06-03,28.52646528556943
2023-06-04,87.42725060880184
2023-06-05,-35.6653361171484
2023-06-06,1.7967691160738468
2023-06-07,-9.832149429246783
2023-06-08,-87.05177304707468
2023-06-09,-2.9727233964949846
2023-06-10,-6.301571753341705
2023-06-11,-2.975379262585193
2023-06-12,3.24740843847394
2023-06-13,1.38152622198686
2023-06-14,1.7151874108240008
2023-06-15,-0.31271476298570633
2023-06-16,-1.079672621563077
2023-06-17,-4.547614401206374
2023-06-18,-2.232649392215535
2023-06-19,-3.1561889182776213
2023-06-20,1.1893440512940288
2023-06-21,-8.407387167215347
2023-06-22,33.03024003258906
2023-06-23,23.692123536020517
2023-06-24,-1.109899140894413
2023-06-25,12.128816640004516
2023-06-26,-15.647038619033992
2023-06-27,10.200118709355593
2023-06-28,10.126819484867156
2023-06-29,13.464032659307122
2023-06-30,0.0
2023-07-01,-6.506265787873417
2023-07-02,52.01221292093396
2023-07-03,-6.704683003947139
2023-07-04,28.471927298232913
2023-07-05,-16.014991049654782
2023-07-06,7.787727816030383
2023-07-07,12.815519496798515
2023-07-08,30.750609529204667
2023-07-09,-3.4327509719878435
2023-07-10,-20.672317188233137
2023-07-11,-2.7546239998191595
2023-07-12,-11.681238044053316
2023-07-13,-7.7924251484218985
2023-07-14,-33.86396740935743
2023-07-15,5.156783623620868
2023-07-16,-4.79934854246676
2023-07-17,6.933261005207896
2023-07-18,7.446343464776874
2023-07-19,-1.8213752955198288
2023-07-20,6.1234657149761915
2023-07-21,4.65576188871637
2023-07-22,86.24042736925185
2023-07-23,22.77629722445272
2023-07-24,34.54077286878601
2023-07-25,23.15814860165119
2023-07-26,1.4377779960632324
2023-07-27,-0.2555914269760251
2023-07-28,-4.409782842732966
2023-07-29,-4.340365232899785
2023-07-30,-1.1489360332489014
2023-07-31,-69.96943301334977
2023-08-01,-123.31658984464593
2023-08-02,-1.1437863167375326
2023-08-03,-21.28806721791625
2023-08-04,55.531479904428124
2023-08-05,-59.882237765938044
2023-08-06,-15.883542301133275
2023-08-07,-11.888013388030231
2023-08-08,-8.233472984284163
2023-08-09,-6.595498481765389
2023-08-10,20.517982119694352
2023-08-11,26.612889122217894
2023-08-12,-1.7953207306563854
2023-08-13,20.86920251324773
2023-08-14,-28.114234536886215
2023-08-15,-21.521989300847054
2023-08-16,5.122680302709341
2023-08-17,1.521694886032492
2023-08-18,-0.6513733540778048
2023-08-19,8.32079831630108
2023-08-20,-6.34135519945994
2023-08-21,42.052634499035776
2023-08-22,-26.591232583858073
2023-08-23,0.9892286410613451
2023-08-24,-4.591998134739697
2023-08-25,-8.601783865480684
2023-08-26,-4.005314789712429
2023-08-27,11.22248619608581
2023-08-28,-4.3678814843297005
2023-08-29,0.0
2023-08-30,18.721693131374195
2023-08-31,11.896574867656454
2023-09-01,-7.328224705532193
2023-09-02,-11.01520673930645
2023-09-03,33.516310377046466
2023-09-04,6.851254481356591
2023-09-05,11.530966516584158
2023-09-06,-0.305307574570179
2023-09-07,33.44172896002419
2023-09-08,-3.9866151679307222
2023-09-09,8.926155848428607
2023-09-10,-2.358546294271946
2023-09-11,7.189422564115375
2023-09-12,17.32140809018165
2023-09-13,24.923828218132257
2023-09-14,10.480031043291092
2023-09-15,-20.63263625651598
2023-09-16,2.5003085490316153
2023-09-17,-12.43270449154079
2023-09-18,25.212161922827363
2023-09-19,4.169817334040999
2023-09-20,-2.308975365012884
2023-09-21,-6.0685474667698145
2023-09-22,-7.678916192380711
2023-09-23,1.315380315296352
2023-09-24,-6.372858436778188
2023-09-25,17.334391666576266
2023-09-26,-3.5226030703634024
2023-09-27,4.439190668985248
2023-09-28,0.0
