sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair,entry_notional_count,entry_notional_cap_hits,entry_notional_below_min,entry_notional_avg,entry_notional_p50,entry_notional_min,entry_notional_max
2.5617839417788946,2.413813423915087,-292.2439978737384,-0.23025793921419804,716.9019940225407,151.0,4.747695324652588,38.80836935921701,0.5298013245033113,170.3074005600065,-150.79402612452395,4260,58.0,249.12105351686478,35.5,0.005892051371051719,176.56844,-65.30223,5.965138,4260.0,0.0,0.0,17.79903158469939,16.43320655822754,14.999999046325684,21.851573944091797
