pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
FTTUSDT-KSMUSDT,06/03-10/01,2.740764,1.9040250778198242,55,0.049832072,25,84,2881,9.902461,-2.4826615
CELOUSDT-ENJUSDT,06/03-10/01,-0.7368765,2.1442770957946777,56,-0.013158509,27,85,2881,4.5012016,-3.3626976
FITFIUSDT-FLOWUSDT,06/03-10/01,12.672831,1.6294139623641968,54,0.23468205,33,74,2881,2.9464095,-1.1169316
AXSUSDT-DOTUSDC,06/03-10/01,-5.4388824,2.6706466674804688,50,-0.10877765,24,76,2881,7.144158,-5.1203184
BICOUSDT-KASTAUSDT,06/03-10/01,24.965368,1.5790718793869019,47,0.53117806,27,66,2881,12.388217,-2.5601697
ERTHAUSDT-KASTAUSDT,06/03-10/01,46.1606,2.256140947341919,32,1.4425187,15,49,2881,17.265371,-11.194067
FLOWUSDT-IZIUSDT,06/03-10/01,16.798164,1.3973901271820068,42,0.3999563,18,65,2881,6.713474,-1.8858373
1INCHUSDT-ICXUSDT,06/03-10/01,-3.3851113,1.9669249057769775,49,-0.06908391,24,74,2881,3.3439577,-4.3138556
GALFTUSDT-GRTUSDT,06/03-10/01,12.20513,0.21949145197868347,31,0.39371386,22,40,2881,1.3452979,-0.66972023
1INCHUSDT-AXSUSDT,06/03-10/01,-2.213643,2.2119271755218506,56,-0.039529342,27,84,2881,2.4124649,-2.1282358
AVAUSDT-FITFIUSDT,06/03-10/01,3.5238676,2.892676830291748,50,0.07047735,22,78,2881,5.4251842,-5.1904407
CTCUSDT-GALFTUSDT,06/03-10/01,17.265987,1.5087108612060547,43,0.4015346,24,62,2881,8.573585,-5.7699842
CELOUSDT-FITFIUSDT,06/03-10/01,14.594039,1.9444952011108398,43,0.33939627,20,65,2881,7.92092,-3.7174647
ALGOUSDT-GALFTUSDT,06/03-10/01,18.887829,1.3125195503234863,37,0.51048183,15,59,2881,16.433624,-3.836783
AVAUSDT-IZIUSDT,06/03-10/01,-15.041748,2.2313742637634277,42,-0.35813686,13,71,2881,4.3463483,-2.389071
ALGOUSDT-IZIUSDT,06/03-10/01,-3.871019,1.837772011756897,37,-0.10462213,13,61,2881,3.5778205,-3.880934
AVAUSDT-FLOWUSDT,06/03-10/01,25.990534,2.8207952976226807,51,0.5096183,29,73,2881,6.5363946,-2.677898
FITFIUSDT-IZIUSDT,06/03-10/01,-0.68944967,1.6932640075683594,55,-0.012535448,31,79,2881,3.152424,-5.58796
FLOWUSDT-IZIUSDT,07/03-10/31,14.001434,1.1277036666870117,39,0.35901114,24,53,2881,4.651366,-9.969315
ERTHAUSDT-KASTAUSDT,07/03-10/31,-13.282982,1.0914125442504883,38,-0.34955215,17,58,2881,7.646989,-11.036801
GALFTUSDT-GRTUSDT,07/03-10/31,64.700424,4.169425964355469,55,1.1763713,46,64,2881,4.879482,-3.1684358
AVAUSDT-FLOWUSDT,07/03-10/31,11.88373,0.926210880279541,53,0.22422132,31,74,2881,3.6118028,-2.5138838
BICOUSDT-KASTAUSDT,07/03-10/31,25.092957,2.322352886199951,53,0.473452,28,78,2881,14.383555,-2.5511265
CELOUSDT-ENJUSDT,07/03-10/31,6.7266846,1.305863380432129,39,0.1724791,16,62,2881,3.2358017,-1.7263098
1INCHUSDT-ICXUSDT,07/03-10/31,1.8450589,1.615118384361267,53,0.03481243,29,77,2881,3.2806787,-6.167007
FITFIUSDT-FLOWUSDT,07/03-10/31,16.259344,1.3139827251434326,33,0.4927074,20,46,2881,6.3548064,-4.5462985
FITFIUSDT-IZIUSDT,07/03-10/31,-8.595904,1.379856824874878,37,-0.23232174,14,59,2881,5.5173774,-8.594448
DOTUSDC-FTTUSDT,08/02-11/30,-60.838737,49.071624755859375,48,-1.2674737,20,75,2881,6.281428,-6.5257945
1INCHUSDT-ICXUSDT,08/02-11/30,3.512827,3.452209949493408,51,0.068878956,28,73,2881,5.1148667,-2.6992738
GALFTUSDT-IZIUSDT,08/02-11/30,26.921219,1.271655559539795,30,0.897374,16,44,2881,16.155743,-9.496878
FITFIUSDT-IZIUSDT,08/02-11/30,-7.045521,2.2735755443573,35,-0.20130059,18,52,2881,6.0093374,-8.707225
GALFTUSDT-GRTUSDT,08/02-11/30,39.3097,1.0137478113174438,32,1.2284281,19,45,2881,9.526028,-2.3940887
ERTHAUSDT-IZIUSDT,08/02-11/30,27.606915,3.2684051990509033,42,0.6573075,21,63,2881,12.016594,-4.583736
CRVUSDT-DOTUSDT,08/02-11/30,-4.045063,2.677642822265625,33,-0.12257767,12,53,2881,2.0797937,-3.1445572
ERTHAUSDT-KASTAUSDT,08/02-11/30,29.263342,4.2362060546875,49,0.59721106,32,66,2881,9.834001,-4.886047
AVAUSDT-IZIUSDT,08/02-11/30,-79.68004,3.7261040210723877,35,-2.2765725,16,54,2881,11.531733,-87.01657
AVAUSDT-FLOWUSDT,08/02-11/30,-21.371946,3.6865434646606445,34,-0.62858665,14,54,2881,10.294949,-17.950218
BICOUSDT-KASTAUSDT,08/02-11/30,-12.559209,4.903011322021484,45,-0.27909353,25,65,2881,5.386476,-7.676244
CELOUSDT-ENJUSDT,08/02-11/30,1.9275131,6.635842323303223,34,0.05669156,17,51,2881,11.198318,-4.7791367
HNTUSDT-INTERUSDT,09/01-12/30,3.8440552,1.6806724071502686,31,0.12400178,19,42,2881,4.0640073,-9.31919
AFCUSDT-ANKRUSDT,09/01-12/30,32.2624,1.9847838878631592,57,0.566007,35,78,2881,6.3876543,-4.8141007
AVAUSDT-FLOWUSDT,09/01-12/30,8.292688,1.6313927173614502,53,0.15646581,32,74,2881,1.6645391,-1.9984401
APEUSDT-GODSUSDT,09/01-12/30,25.917923,1.952170968055725,42,0.6170934,24,60,2881,6.1473556,-4.0054073
AFCUSDT-CITYUSDT,09/01-12/30,33.610123,0.9439595341682434,55,0.61109316,36,74,2881,6.2010045,-2.94365
FITFIUSDT-IZIUSDT,09/01-12/30,1.4487158,1.140746831893921,38,0.0381241,16,60,2881,2.5388312,-1.7915728
FILUSDT-JUVUSDT,09/01-12/30,-26.12326,4.008634567260742,50,-0.5224652,22,77,2881,4.0664344,-5.929047
