sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair,entry_notional_count,entry_notional_cap_hits,entry_notional_below_min,entry_notional_avg,entry_notional_p50,entry_notional_min,entry_notional_max
3.689404405067093,3.6504574138578314,-447.8918683677912,-0.3337029758277756,1384.8849119806837,151.0,9.171423258150224,49.31878277815255,0.6357615894039735,390.2637293227017,-207.1376125626266,4017,58.0,243.17707327008247,33.475,0.006001966909637857,224.00418,-123.09021,11.52825,4017.0,0.0,0.0,18.372371170038246,17.80662727355957,14.999999046325684,23.729677200317383
