symbol,bars,min_ts,max_ts,turnover_sum,days_available,coverage_ratio,avg_daily_turnover_usd,days_since_last,is_leveraged,exclude_reasons
SISUSDT,26208,1672531200000,1696117500000,5164193.863593293,273.0,1.0,18916.46103880327,0.010416655092592592,false,low_turnover
DOGEUSDT,26208,1672531200000,1696117500000,1904377108.5458627,273.0,1.0,6975740.324343819,0.010416655092592592,false,""
DOGEEUR,2456,1693908000000,1696117500000,1601978.4200244988,25.583333333333332,0.09371184371184371,5868.05282060256,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
MAGICUSDT,26208,1672531200000,1696117500000,162823824.61648828,273.0,1.0,596424.2659944625,0.010416655092592592,false,""
MCRTUSDT,26208,1672531200000,1696117500000,8043067.396399624,273.0,1.0,29461.785334797158,0.010416655092592592,false,low_turnover
GALAUSDT,26208,1672531200000,1696117500000,409223270.975111,273.0,1.0,1498986.3405681723,0.010416655092592592,false,""
LRCUSDT,26208,1672531200000,1696117500000,11232637.091370998,273.0,1.0,41145.19081088278,0.010416655092592592,false,low_turnover
TELUSDT,26208,1672531200000,1696117500000,1510754.0165069995,273.0,1.0,5533.897496362635,0.010416655092592592,false,low_turnover
MNTBTC,7256,1689588000000,1696117500000,2881.914654201699,75.58333333333333,0.2768620268620269,10.556463934804757,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
SEIUSDT,4464,1692100800000,1696117500000,83118355.05812016,46.5,0.17032967032967034,304462.8390407332,0.010416655092592592,false,"short_history,low_coverage"
SUIUSDC,14448,1683115200000,1696117500000,98824263.86724839,150.5,0.5512820512820513,361993.64053937135,0.010416655092592592,false,"short_history,low_coverage"
TENETUSDT,12352,1685001600000,1696117500000,30707736.240225837,128.66666666666666,0.4713064713064713,112482.55033049757,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
APEUSDT,26208,1672531200000,1696117500000,217148715.27422047,273.0,1.0,795416.539466009,0.010416655092592592,false,""
APEXUSDC,26208,1672531200000,1696117500000,4675834.40523799,273.0,1.0,17127.598553985314,0.010416655092592592,false,low_turnover
SIDUSUSDT,26208,1672531200000,1696117500000,15692202.617538018,273.0,1.0,57480.59566863743,0.010416655092592592,false,low_turnover
ARUSDT,26208,1672531200000,1696117500000,13283375.312909013,273.0,1.0,48657.052428238145,0.010416655092592592,false,low_turnover
C98USDT,26208,1672531200000,1696117500000,14327490.460137004,273.0,1.0,52481.65003713188,0.010416655092592592,false,low_turnover
EGOUSDT,8312,1688637600000,1696117500000,25331929.861608006,86.58333333333333,0.31715506715506714,92790.951874022,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
LMWRUSDT,13200,1684238400000,1696117500000,3968292.904991001,137.5,0.5036630036630036,14535.871446853484,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
EVERUSDT,20312,1677837600000,1696117500000,65245662.44339724,211.58333333333331,0.775030525030525,238995.1005252646,0.010416655092592592,false,low_coverage
HBARUSDT,26208,1672531200000,1696117500000,79441857.31697997,273.0,1.0,290995.814347912,0.010416655092592592,false,""
LTCBTC,26208,1672531200000,1696117500000,752.1226348499989,273.0,1.0,2.7550279664835124,0.010416655092592592,false,low_turnover
LTCEUR,2548,1693825200000,1696117500000,2404924.0612080973,26.541666666666664,0.09722222222222222,8809.245645450907,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
THETAUSDT,26208,1672531200000,1696117500000,15425885.87111602,273.0,1.0,56505.07645097443,0.010416655092592592,false,low_turnover
PYUSDUSDT,1016,1695204000000,1696117500000,116209.57806199993,10.583333333333332,0.03876678876678877,425.67611011721584,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
SUIUSDT,14448,1683115200000,1696117500000,846120369.0710835,150.5,0.5512820512820513,3099342.0112493904,0.010416655092592592,false,"short_history,low_coverage"
MOVRUSDT,26208,1672531200000,1696117500000,5641024.2645829795,273.0,1.0,20663.09254426,0.010416655092592592,false,low_turnover
NYMUSDT,8216,1688724000000,1696117500000,4058364.5163700003,85.58333333333333,0.3134920634920635,14865.8040892674,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
ONEUSDT,26208,1672531200000,1696117500000,12150125.58075667,273.0,1.0,44505.95450826619,0.010416655092592592,false,low_turnover
AAVEUSDT,26208,1672531200000,1696117500000,198519066.53013638,273.0,1.0,727176.0678759575,0.010416655092592592,false,""
SNXUSDT,26208,1672531200000,1696117500000,42932836.82569811,273.0,1.0,157263.1385556707,0.010416655092592592,false,low_turnover
AVAUSDT,26208,1672531200000,1696117500000,2074691.0589309968,273.0,1.0,7599.6009484651895,0.010416655092592592,false,low_turnover
BATUSDT,26208,1672531200000,1696117500000,10682097.271196997,273.0,1.0,39128.561432956034,0.010416655092592592,false,low_turnover
USDDUSDT,26208,1672531200000,1696117500000,3297695.6322759916,273.0,1.0,12079.471180498138,0.010416655092592592,false,low_turnover
WBTCUSDT,26208,1672531200000,1696117500000,6374947.338018186,273.0,1.0,23351.455450616068,0.010416655092592592,false,low_turnover
BONKUSDT,25876,1672830000000,1696117500000,171492744.1749812,269.54166666666663,0.9873321123321124,628178.5500915062,0.010416655092592592,false,""
COMPUSDT,26208,1672531200000,1696117500000,100345270.18787031,273.0,1.0,367565.0922632612,0.010416655092592592,false,""
SANDBTC,26208,1672531200000,1696117500000,129.63442648199984,273.0,1.0,0.47485137905494446,0.010416655092592592,false,low_turnover
COTUSDT,26208,1672531200000,1696117500000,36258273.850214414,273.0,1.0,132814.18992752532,0.010416655092592592,false,low_turnover
DOTUSDT,26208,1672531200000,1696117500000,667436653.1242977,273.0,1.0,2444822.905217208,0.010416655092592592,false,""
LTCUSDC,26208,1672531200000,1696117500000,47598345.62736601,273.0,1.0,174352.91438595607,0.010416655092592592,false,low_turnover
FIDAUSDT,26208,1672531200000,1696117500000,10950056.53526501,273.0,1.0,40110.09719877293,0.010416655092592592,false,low_turnover
HOOKUSDT,26208,1672531200000,1696117500000,100694336.36441079,273.0,1.0,368843.72294655966,0.010416655092592592,false,""
KASTAUSDT,26208,1672531200000,1696117500000,25075040.191766333,273.0,1.0,91849.96407240415,0.010416655092592592,false,low_turnover
KAVAUSDT,3512,1692957600000,1696117500000,1615429.3713299988,36.58333333333333,0.134004884004884,5917.32370450549,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
TURBOSUSDT,13304,1684144800000,1696117500000,6641717.982011991,138.58333333333331,0.5076312576312576,24328.63729674722,0.010416655092592592,false,"short_history,low_coverage,low_turnover"
XTZUSDT,26208,1672531200000,1696117500000,20602672.207633883,273.0,1.0,75467.66376422667,0.010416655092592592,false,low_turnover
ZRXUSDT,26208,1672531200000,1696117500000,8271487.362620022,273.0,1.0,30298.488507765647,0.010416655092592592,false,low_turnover
NEARUSDT,26208,1672531200000,1696117500000,148412063.75019115,273.0,1.0,543633.9331508833,0.010416655092592592,false,""
ARBUSDT,18379,1679577300000,1696117500000,1241970107.4239824,191.44791666666666,0.70127442002442,4549341.0528351,0.010416655092592592,false,low_coverage
SSVUSDT,24344,1674208800000,1696117500000,13586398.445460007,253.58333333333331,0.9288766788766789,49767.02727274728,0.010416655092592592,false,low_turnover
APTUSDT,26208,1672531200000,1696117500000,1928275357.9521434,273.0,1.0,7063279.699458401,0.010416655092592592,false,""
AVAXUSDT,26208,1672531200000,1696117500000,707109128.0772442,273.0,1.0,2590143.3262902717,0.010416655092592592,false,""
USDCUSDT,26208,1672531200000,1696117500000,7888453466.588509,273.0,1.0,28895433.94354765,0.010416655092592592,false,""
CRVUSDT,26208,1672531200000,1696117500000,119231605.13826533,273.0,1.0,436745.8063672723,0.010416655092592592,false,""
DOTBTC,26208,1672531200000,1696117500000,337.95063595479974,273.0,1.0,1.2379144174168488,0.010416655092592592,false,low_turnover
DYDXUSDT,26208,1672531200000,1696117500000,547990420.9630792,273.0,1.0,2007290.9192786785,0.010416655092592592,false,""
LOOKSUSDT,26208,1672531200000,1696117500000,20294696.656265013,273.0,1.0,74339.54819144693,0.010416655092592592,false,low_turnover
LUNCUSDT,26208,1672531200000,1696117500000,109952930.15730138,273.0,1.0,402757.9859241809,0.010416655092592592,false,""
FLOKIUSDT,26208,1672531200000,1696117500000,113410847.19978824,273.0,1.0,415424.34871717304,0.010416655092592592,false,""
FLRUSDT,25328,1673323200000,1696117500000,83064467.90316315,263.8333333333333,0.9664224664224664,304265.4501947368,0.010416655092592592,false,""
FTTUSDT,26208,1672531200000,1696117500000,120641396.95857334,273.0,1.0,441909.87896913313,0.010416655092592592,false,""
GSTUSDT,26208,1672531200000,1696117500000,4424825.1805094145,273.0,1.0,16208.15084435683,0.010416655092592592,false,low_turnover
ICPUSDC,26208,1672531200000,1696117500000,5218195.85413398,273.0,1.0,19114.270527963297,0.010416655092592592,false,low_turnover
INTERUSDT,26208,1672531200000,1696117500000,12455860.926861944,273.0,1.0,45625.8642009595,0.010416655092592592,false,low_turnover
TIMEUSDT,25016,1673604000000,1696117500000,7089662.80197998,260.5833333333333,0.9545177045177046,25969.46081311348,0.010416655092592592,false,low_turnover
THNUSDT,26208,1672531200000,1696117500000,96764740.80865604,273.0,1.0,354449.6000317071,0.010416655092592592,false,""
TRVLUSDT,26208,1672531200000,1696117500000,1399833.980595843,273.0,1.0,5127.596998519572,0.010416655092592592,false,low_turnover
UNIUSDT,26208,1672531200000,1696117500000,280260462.8000147,273.0,1.0,1026595.1018315556,0.010416655092592592,false,""
