sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
0.53924762965825,0.5325661373882392,-175.185534232005,-0.016313557458260613,614.2136903904611,91.0,6.749600993301771,25.675106377508147,0.6263736263736264,113.43246610835195,-55.716793016996235,8033,348.0,0.0,22.43854748603352,0.00421675091418032,100.18468475341797,-53.71117401123047,1.6233664370355243
