sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
6.357893914850874,6.372429905925267,-129.6344607011415,-0.012762890417639504,855.7249259018135,151.0,5.667052489415984,17.847516534021437,0.5894039735099338,77.04919897590298,-45.09959077462554,25338,168.0,1156.296915948391,58.517321016166285,0.01088841201372695,167.5029,-52.545387,3.9318297
