pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCDAI-BTCEUR,02/01-05/31,8.179579,1.1949307918548584,74,0.11053485,56,91,2881,0.5663699,-0.6105379
KCSUSDT-KDAUSDT,02/01-05/31,3.509157,0.33352452516555786,32,0.109661154,17,47,2881,1.4094367,-0.88163877
ATOMUSDT-KDAUSDT,02/01-05/31,3.3312569,0.6046386957168579,51,0.06531876,25,76,2881,2.8615994,-1.3533703
FTTUSDT-GSWIFTUSDT,02/01-05/31,-8.506601,0.9209309220314026,35,-0.24304575,13,57,2881,0.8582274,-3.7117062
COMPUSDT-GTAIUSDT,02/01-05/31,-0.5064961,0.6377641558647156,47,-0.010776512,24,70,2881,2.1175623,-1.8614566
FILUSDC-GTAIUSDT,02/01-05/31,8.925008,0.20604246854782104,29,0.3077589,16,42,2881,3.3188465,-1.1620528
DOTUSDC-KDAUSDT,02/01-05/31,-2.5083318,0.7975221872329712,50,-0.050166637,24,75,2881,1.0545477,-1.2951462
GALFTUSDT-GRTUSDT,02/01-05/31,-1.6134424,1.5141154527664185,37,-0.043606553,15,59,2881,5.598672,-2.806367
ETHUSDC-ETHUSDT,02/01-05/31,-0.80331194,1.0295027494430542,57,-0.014093192,26,88,2881,0.012010051,-0.038122203
FILUSDT-GTAIUSDT,02/01-05/31,7.960947,0.24344031512737274,31,0.25680473,13,49,2881,3.0684094,-1.0494667
DOTUSDT-KDAUSDT,02/01-05/31,-3.5829074,0.8452413082122803,51,-0.07025309,22,80,2881,2.0733492,-1.302354
CITYUSDT-KASTAUSDT,02/01-05/31,-3.5445309,0.2535233497619629,35,-0.10127231,12,58,2881,2.4050756,-3.5284607
ETCUSDT-JUVUSDT,02/01-05/31,2.2462559,0.5147554874420166,55,0.040841017,31,79,2881,1.3585063,-1.5641876
DOTUSDC-FTTUSDT,02/01-05/31,-0.447551,0.7891935706138611,38,-0.011777658,15,61,2881,1.2379252,-1.1493762
GALFTUSDT-HBARUSDT,02/01-05/31,-7.930502,1.159472942352295,34,-0.23325005,13,54,2881,5.89938,-4.571889
APEXUSDT-AVAUSDT,02/01-05/31,-2.5238152,0.6921706199645996,38,-0.06641619,21,55,2881,1.5721227,-3.7450638
FILUSDC-JUVUSDT,02/01-05/31,2.8955202,0.3537135720252991,49,0.05909225,23,75,2881,1.7473357,-0.7497609
DOTUSDT-FTTUSDT,02/01-05/31,-1.4790936,0.7716515064239502,37,-0.0399755,13,61,2881,1.2381916,-1.1603763
APEXUSDT-KASTAUSDT,02/01-05/31,6.9897976,0.511690080165863,35,0.1997085,20,50,2881,2.0114017,-0.78436905
APEXUSDC-AVAUSDT,02/01-05/31,4.0114975,0.6164318919181824,31,0.12940314,16,46,2881,3.64732,-4.524377
FILUSDT-JUVUSDT,02/01-05/31,4.8473086,0.35477352142333984,54,0.089764975,27,80,2881,3.0960886,-0.75359565
AXSUSDT-KUBUSDT,02/01-05/31,1.7528199,0.3675183653831482,40,0.043820497,13,67,2881,2.1528893,-0.7885848
DYDXUSDT-KCALUSDT,02/01-05/31,0.82730913,0.3598962426185608,41,0.020178271,17,65,2881,2.055502,-1.1964258
ARTYUSDT-KDAUSDT,02/01-05/31,-4.9165554,0.7596866488456726,36,-0.13657099,6,66,2881,1.0599849,-0.7570637
HNTUSDT-INTERUSDT,02/01-05/31,-4.5796537,0.6197550296783447,47,-0.09743944,19,74,2881,0.69051397,-0.9743146
ATOMUSDT-GODSUSDT,02/01-05/31,1.3412578,0.6400390863418579,43,0.031192042,25,61,2881,2.2326496,-1.7320744
CAKEUSDT-FIDAUSDT,02/01-05/31,2.8358612,0.4104052484035492,61,0.04648953,31,91,2881,1.8473929,-0.5983656
CYBERUSDT-FIDAUSDT,02/01-05/31,2.3077023,0.35624319314956665,47,0.04910005,22,71,2881,4.365068,-1.1180489
ATOMUSDT-KCALUSDT,02/01-05/31,4.1249475,0.874191403388977,52,0.079325914,25,79,2881,2.9956968,-0.95804137
GALFTUSDT-HVHUSDT,02/01-05/31,-15.123316,1.205967903137207,32,-0.47260362,14,50,2881,6.730713,-10.386997
BTCDAI-BTCEUR,03/02-06/30,15.509338,2.4392898082733154,70,0.22156198,52,87,2881,1.5491837,-1.2610488
ATOMUSDT-GODSUSDT,03/02-06/30,-21.652517,5.163941860198975,52,-0.41639456,23,81,2881,4.3569856,-9.576065
CITYUSDT-KASTAUSDT,03/02-06/30,-10.93856,4.5486159324646,44,-0.24860363,19,69,2881,8.103329,-8.397036
FLOWUSDT-HVHUSDT,03/02-06/30,-11.059496,4.519027233123779,44,-0.2513522,24,63,2881,3.6647246,-10.58007
ETHUSDC-ETHUSDT,03/02-06/30,-3.0537264,3.0548861026763916,55,-0.0555223,14,96,2881,0.087864436,-0.08824054
ATOMUSDT-KDAUSDT,03/02-06/30,11.07547,5.085821151733398,57,0.1943065,31,82,2881,5.403633,-2.937361
AFCUSDT-C98USDT,03/02-06/30,5.3528304,1.9396435022354126,43,0.12448443,23,63,2881,4.6451855,-5.4219804
APEUSDC-HFTUSDT,03/02-06/30,12.573897,5.07261848449707,56,0.22453389,37,74,2881,3.1537585,-1.9949105
CYBERUSDT-FIDAUSDT,03/02-06/30,-3.372017,1.541506052017212,38,-0.08873729,17,59,2881,2.052806,-2.174156
GALFTUSDT-GRTUSDT,03/02-06/30,-2.015113,1.1501765251159668,40,-0.050377827,14,65,2881,2.1558948,-1.8764616
AFCUSDT-CITYUSDT,03/02-06/30,9.238353,1.7902582883834839,47,0.1965607,31,63,2881,3.0948062,-2.9419055
AGLDUSDT-HFTUSDC,03/02-06/30,-9.87023,2.7185235023498535,45,-0.21933843,17,72,2881,2.292712,-3.4480138
HNTUSDT-INTERUSDT,03/02-06/30,26.33429,3.4147262573242188,38,0.69300765,17,58,2881,18.672262,-3.6474771
APEXUSDT-KASTAUSDT,03/02-06/30,11.60376,3.4037387371063232,47,0.2468885,25,68,2881,4.5281186,-3.5066044
AXLUSDT-FILUSDC,03/02-06/30,-4.988878,2.3276901245117188,48,-0.10393495,25,71,2881,2.2582867,-5.262017
AGLDUSDT-HFTUSDT,03/02-06/30,-17.783794,2.8162388801574707,45,-0.39519542,14,76,2881,1.9855351,-3.4919946
FILUSDT-JUVUSDT,03/02-06/30,2.2943435,2.78798770904541,43,0.053356826,21,64,2881,5.815801,-4.6350474
CAKEUSDT-FIDAUSDT,03/02-06/30,29.343029,1.1094906330108643,43,0.682396,24,61,2881,10.005883,-1.1440198
AXLUSDT-FILUSDT,03/02-06/30,-2.2003,2.4144561290740967,49,-0.044904083,28,70,2881,1.6972436,-5.258882
CELOUSDT-FITFIUSDT,03/02-06/30,3.682572,6.3588972091674805,53,0.06948249,31,74,2881,4.313684,-2.0270078
FILUSDC-JUVUSDT,03/02-06/30,9.710386,2.1491737365722656,37,0.2624429,22,52,2881,4.851078,-5.1322093
DYDXUSDT-KCALUSDT,03/02-06/30,8.431429,5.829012870788574,50,0.16862857,23,77,2881,11.30849,-5.2826834
ARTYUSDT-KDAUSDT,03/02-06/30,0.21776867,0.8568791747093201,35,0.006221962,13,57,2881,5.1343656,-1.6617582
BICOUSDT-KASTAUSDT,03/02-06/30,13.328131,2.2759976387023926,36,0.37022585,20,52,2881,5.8706594,-4.2485228
FILUSDC-GTAIUSDT,03/02-06/30,-20.438892,2.119626522064209,33,-0.6193604,12,54,2881,2.590695,-4.6191745
FTTUSDT-KSMUSDT,03/02-06/30,10.648991,1.184632658958435,51,0.20880374,33,69,2881,6.9541254,-3.0029984
ARTYUSDT-GENEUSDT,03/02-06/30,-2.9898412,0.5228211879730225,35,-0.085424036,14,56,2881,2.039741,-2.25077
FILUSDT-GTAIUSDT,03/02-06/30,10.991771,2.333631992340088,31,0.35457325,12,50,2881,16.635519,-2.3876262
AFCUSDT-BICOUSDT,03/02-06/30,8.276974,1.6071828603744507,36,0.22991593,20,52,2881,4.6672006,-2.5473704
AGLDUSDT-KUBUSDT,03/02-06/30,21.292257,2.2524774074554443,42,0.5069585,25,59,2881,14.169324,-3.6801322
BTCDAI-BTCEUR,04/01-07/30,119.661316,11.028194427490234,68,1.7597252,55,80,2881,8.369327,-2.7938228
FILUSDC-JUVUSDT,04/01-07/30,17.193623,3.270538091659546,51,0.33712986,26,75,2881,8.88414,-5.0306983
DOTUSDT-KUBUSDT,04/01-07/30,14.741286,1.1855273246765137,48,0.30711013,28,67,2881,4.5394034,-3.0167174
FTTUSDT-KSMUSDT,04/01-07/30,1.0244403,1.9735682010650635,57,0.017972637,29,84,2881,9.063911,-4.405358
ETHDAI-ETHEUR,04/01-07/30,118.41972,9.653414726257324,75,1.5789297,59,91,2881,6.603692,-4.9484572
FILUSDT-JUVUSDT,04/01-07/30,40.602974,3.1772046089172363,53,0.76609385,31,74,2881,12.440075,-6.962226
DOTUSDC-KUBUSDT,04/01-07/30,6.861244,1.1680084466934204,48,0.14294259,26,69,2881,4.089804,-3.2366138
AFCUSDT-CITYUSDT,04/01-07/30,-7.434578,0.6331127285957336,43,-0.17289716,19,66,2881,3.1926398,-8.266625
AAVEUSDT-GALFTUSDT,04/01-07/30,24.868477,1.8172729015350342,39,0.63765323,17,60,2881,15.843275,-8.166235
AXSUSDT-KUBUSDT,04/01-07/30,13.776462,1.2143666744232178,50,0.27552924,27,73,2881,4.225452,-2.3503144
