adf_stat,pvalue,half_life,crossings,hurst,beta,beta_drift,pair,symbol1,symbol2,verdict,score
-5.822180553951362,4.1581992313732645e-07,33.18895540852546,218,0.37399007304695664,0.011674647068115943,0.003887500501267528,GMTUSDC/PRIMEUSDT,GMTUSDC,PRIMEUSDT,PASS,2.980558339294431
-3.809805068833543,0.002808574463650524,43.08437280483695,194,0.33612482147826944,25.811372616764757,0.0014197552837446404,SANDUSDC/DGBUSDT,SANDUSDC,DGBUSDT,PASS,2.9648154789447716
-4.078518788226394,0.0010508107510363539,23.18655759006268,245,0.2865827960903326,4.144690971998486e-05,0.017176042742899182,XECUSDT/NEXOUSDT,XECUSDT,NEXOUSDT,PASS,2.9036116787751407
-3.4889247858801458,0.008276126625231375,48.62703133259618,174,0.34840035240843215,0.036132270934434295,0.014968896125899352,DGBUSDT/SANDUSDT,DGBUSDT,SANDUSDT,PASS,2.8423942531181896
-4.168518349577049,0.0007445853174764485,30.68719390093115,233,0.3255048250709138,0.15805753538246198,0.07060455337053281,DGBUSDT/GMTUSDC,DGBUSDT,GMTUSDC,PASS,2.6395313799725715
-3.3704543878204634,0.012008273067272826,39.36176377423157,89,0.28215308182890375,0.007353997175793798,0.020189029134244363,GMTUSDC/MOVRUSDT,GMTUSDC,MOVRUSDT,PASS,2.5589721236560496
-3.333697796441527,0.013437755767879925,47.090691414830964,212,0.36529606729429953,294.11838321461113,0.06901823314652071,NEARUSDT/DGBUSDT,NEARUSDT,DGBUSDT,PASS,2.5205312765885974
-3.1780826062229104,0.021288915456425365,47.3815825616235,255,0.2816903967056681,0.004781629440449904,0.06800657648834148,GMTUSDC/LINKUSDC,GMTUSDC,LINKUSDC,PASS,2.447077962994039
-4.51474023599706,0.00018492583468178556,43.42251374874421,200,0.35478629914888127,0.05012653765540736,0.11588094417675245,SANDUSDC/PRIMEUSDT,SANDUSDC,PRIMEUSDT,PASS,2.41874602076942
-4.199674231006366,0.0006597373422411574,43.55945895707579,158,0.35225958519397904,0.001879224711971509,0.12524749814482405,DGBUSDT/PRIMEUSDT,DGBUSDT,PRIMEUSDT,PASS,2.367165135853468
-3.6452722398947657,0.00495222415644248,40.34773531099899,204,0.3690558045377725,0.3631172475040931,0.11879024242849717,NEARUSDT/MOVRUSDT,NEARUSDT,MOVRUSDT,PASS,2.3565265462930896
-3.3126883064010584,0.014320746340576281,59.18214809354781,192,0.34761478025684905,0.24028342525110022,0.001661328071037074,NEARUSDT/LINKUSDC,NEARUSDT,LINKUSDC,PASS,2.348485896239052
-5.084664381308545,1.5049317632712344e-05,20.557596873140128,274,0.2766191356513835,48.44496125105819,0.15191118148117183,NEARUSDT/GMTUSDC,NEARUSDT,GMTUSDC,PASS,2.240293599417814
-4.323651417546539,0.0004041348190911458,50.50630477820094,158,0.3985007552904813,0.6083359039532734,0.06553200209624599,PRIMEUSDT/MOVRUSDT,PRIMEUSDT,MOVRUSDT,PASS,2.1682986413278584
-5.817064435496102,4.267962737098831e-07,16.149273439425485,317,0.2710064829780106,0.22826937972114517,0.06794592352790908,GMTUSDC/SANDUSDT,GMTUSDC,SANDUSDT,PASS,2.1602661143977175
-4.059469855915212,0.0011292041930785208,62.039687595049955,190,0.40338167240378786,18.646361349458566,0.0685840748461472,PRIMEUSDT/SANDUSDT,PRIMEUSDT,SANDUSDT,PASS,2.145787583838479
-6.468790165578521,1.3837372164172129e-08,16.615386115602416,259,0.2787701687582941,4.277383366757541,0.08398217348104679,SANDUSDC/GMTUSDC,SANDUSDC,GMTUSDC,PASS,2.080088994221044
