pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
SNXUSDT-SOLOUSDT,08/02-10/31,0.41819438,0.0,14,0.029871028,4,24,2881,1.2178407,-0.7530579
CITYUSDT-DOTUSDC,08/02-10/31,-0.2881657,0.0,20,-0.014408285,8,32,2881,2.938652,-2.7281642
CITYUSDT-DOTUSDT,08/02-10/31,-0.3722893,0.0,20,-0.018614465,8,32,2881,2.9353597,-2.7791867
THETAUSDT-XRPUSDC,08/02-10/31,10.222022,0.0,16,0.6388764,10,22,2881,6.0982165,-2.5970025
THETAUSDT-XRPUSDT,08/02-10/31,8.510765,0.0,18,0.47282028,11,25,2881,5.4551115,-2.5866573
CELOUSDT-ZRXUSDT,08/02-10/31,3.2555006,0.0,2,1.6277503,2,2,2881,2.7316847,-0.015819656
HFTUSDC-MOVRUSDT,08/02-10/31,5.778208,0.0,27,0.21400769,18,36,2881,1.262853,-0.8938517
FLOWUSDT-MASKUSDT,08/02-10/31,-0.9289059,0.0,36,-0.025802942,18,54,2881,2.6273289,-2.682216
FORTUSDT-SFUNDUSDT,08/02-10/31,-3.1171362,0.0,37,-0.084246926,11,63,2881,5.9011745,-7.646804
ALGOUSDT-USTCUSDT,08/02-10/31,3.086947,0.0,12,0.25724557,9,15,2881,1.1507437,-0.6535526
ALGOUSDT-WAXPUSDT,08/02-10/31,0.0116382055,0.0,3,0.0038794018,1,5,2881,0.7061951,-0.6670066
DOGEUSDT-TELUSDT,08/02-10/31,-3.2731533,0.0,25,-0.13092613,11,39,2881,3.5606174,-7.4993114
DOGEUSDC-TELUSDT,08/02-10/31,-3.4845095,0.0,25,-0.13938038,10,40,2881,3.4998703,-6.7589216
ROSEUSDT-USTCUSDT,08/02-10/31,2.516676,0.0,10,0.2516676,5,15,2881,1.1035112,-0.775975
DOGEUSDC-ETHWUSDT,08/02-10/31,3.3946824,0.0,27,0.12572898,13,41,2881,4.845551,-6.1409955
DOGEUSDT-ETHWUSDT,08/02-10/31,3.9850745,0.0,26,0.15327209,14,38,2881,4.9843745,-5.9975953
ROSEUSDT-WAXPUSDT,08/02-10/31,2.154996,0.0,6,0.359166,4,8,2881,1.880968,-1.013106
ONEUSDT-TELUSDT,08/02-10/31,11.547758,0.0,22,0.5248981,10,34,2881,8.334573,-1.7167493
ONEUSDT-XRPUSDC,08/02-10/31,4.8645825,0.0,20,0.24322912,12,28,2881,3.1903708,-2.1140301
ONEUSDT-XRPUSDT,08/02-10/31,9.487533,0.0,21,0.45178726,13,29,2881,3.378631,-2.0028186
