pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
LUNCUSDT-QTUMUSDT,03/01-05/30,-0.43704224,0.0,2,-0.21852112,0,4,2881,0.0,-0.22502485
LUNCUSDT-UNIUSDT,03/01-05/30,1.1387044,0.0,2,0.5693522,1,3,2881,1.3211381,-0.08295789
LUNCUSDT-PERPUSDT,03/01-05/30,-3.563485,0.0,3,-1.1878283,1,5,2881,0.49791119,-3.6725554
AVAXUSDT-FTTUSDT,03/01-05/30,-3.156548,0.0,7,-0.45093542,2,12,2881,0.1541604,-0.93268186
AVAXUSDT-XTZUSDT,03/01-05/30,0.0,0.0,0,0.0,0,0,2881,0.0,0.0
AVAXUSDT-LINKUSDT,03/01-05/30,-0.18786725,0.0,3,-0.06262242,1,5,2881,0.1507333,-0.16168573
FTTUSDT-LINKUSDT,03/01-05/30,-4.9841967,0.0,7,-0.7120281,2,12,2881,0.5319208,-2.5180736
DOTUSDC-GRTUSDT,03/01-05/30,2.8241146,0.0,8,0.35301432,3,13,2881,3.6102026,-0.5004642
CAKEUSDT-MXUSDT,03/01-05/30,-0.47508982,0.0,3,-0.15836327,1,5,2881,0.38024953,-0.6749985
LDOUSDT-RUNEUSDT,03/01-05/30,-0.66378546,0.0,6,-0.11063091,3,9,2881,1.8071486,-2.8005385
LOOKSUSDT-LRCUSDT,03/01-05/30,0.0,0.0,0,0.0,0,0,2881,0.0,0.0
AGLDUSDT-DOTUSDC,03/01-05/30,1.8983841,0.0,2,0.94919205,2,2,2881,1.7221729,-0.07338945
AGLDUSDT-DOTUSDT,03/01-05/30,1.8679143,0.0,2,0.93395716,2,2,2881,1.6684743,-0.073337376
GODSUSDT-QNTUSDT,03/01-05/30,-3.2277281,0.0,8,-0.40346602,2,14,2881,0.55439746,-1.7937376
AVAUSDT-ENJUSDT,03/01-05/30,1.4739372,0.0,4,0.3684843,4,4,2881,0.6266396,-0.020888457
ICXUSDT-XLMUSDT,03/01-05/30,1.9921248,0.0,3,0.6640416,2,4,2881,2.621353,-1.0414474
ICXUSDT-XLMUSDC,03/01-05/30,2.8554492,0.0,1,2.8554492,1,1,2881,2.858072,-0.002622826
JSTUSDT-NEARUSDT,03/01-05/30,-0.20153835,0.0,9,-0.02239315,6,12,2881,0.41082588,-0.5484589
DOGEUSDT-MXUSDT,03/01-05/30,1.6432519,0.0,7,0.23475027,5,9,2881,0.9032412,-0.27940604
IZIUSDT-LRCUSDT,03/01-05/30,11.583263,0.0,13,0.89102024,9,17,2881,8.604766,-3.6894166
RVNUSDT-XEMUSDT,03/01-05/30,-0.5959091,0.0,4,-0.14897728,2,6,2881,0.57559437,-0.8202435
BTCUSDC-WBTCUSDT,03/31-06/29,-1.792042,0.0,4,-0.4480105,1,7,2881,1.0389166,-1.6552355
BTCUSDC-BTCUSDT,03/31-06/29,-0.8743696,0.0,3,-0.29145655,1,5,2881,0.05326565,-0.298431
AAVEUSDT-IMXUSDT,03/31-06/29,2.9240704,0.0,4,0.7310176,3,5,2881,1.969714,-1.1307882
ETHUSDC-ETHUSDT,03/31-06/29,0.5934319,0.0,6,0.09890532,4,8,2881,0.961304,-0.17683825
COMPUSDT-KSMUSDT,03/31-06/29,-1.1408982,0.0,5,-0.22817965,2,8,2881,2.2997165,-2.045905
QNTUSDT-UNIUSDT,03/31-06/29,4.49831,0.0,7,0.64261574,5,9,2881,4.8278656,-3.0888398
AVAXUSDT-SCRTUSDT,03/31-06/29,-0.35987097,0.0,3,-0.11995699,1,5,2881,0.46151856,-0.5999226
GMXUSDT-LINKUSDT,03/31-06/29,-0.16241193,0.0,14,-0.011600852,8,20,2881,2.4705274,-1.9927222
APEUSDT-GMTUSDT,03/31-06/29,-1.1185024,0.0,8,-0.1398128,3,13,2881,0.5001252,-0.8991088
FILUSDT-SCRTUSDT,03/31-06/29,-0.17242768,0.0,5,-0.034485538,3,7,2881,0.55332863,-0.7452154
ATOMUSDT-ENJUSDT,03/31-06/29,-9.041328,0.0,7,-1.2916183,2,12,2881,0.13635522,-4.3183064
DOTUSDC-EGLDUSDT,03/31-06/29,1.5344696,0.0,4,0.3836174,3,5,2881,1.2263588,-0.5241386
ICPUSDT-WOOUSDT,03/31-06/29,0.49981114,0.0,7,0.07140159,5,9,2881,0.44744998,-0.65147215
DOTUSDC-SANDUSDC,03/31-06/29,2.3126466,0.0,4,0.57816166,4,4,2881,0.9792704,-0.06735423
DOTUSDT-SANDUSDC,03/31-06/29,0.7490278,0.0,2,0.3745139,2,2,2881,0.6276508,-0.053502955
FILUSDT-LINKUSDT,03/31-06/29,0.6700758,0.0,4,0.16751894,3,5,2881,0.6529872,-0.11909471
RUNEUSDT-SOLUSDC,03/31-06/29,-0.33332226,0.0,3,-0.11110742,1,5,2881,0.41160566,-0.6017382
RUNEUSDT-SOLUSDT,03/31-06/29,-1.1915072,0.0,3,-0.39716908,0,6,2881,0.0,-0.7161171
CAKEUSDT-MXUSDT,03/31-06/29,-11.525409,0.0,8,-1.4406761,1,15,2881,0.1709708,-4.6288967
