s1,s2,reason
SOLEUR,SOLUSDT,pvalue
SOLEUR,SOLUSDC,pvalue
XRPEUR,XRPUSDC,pvalue
XRPEUR,XRPUSDT,pvalue
LTCEUR,LTCUSDC,pvalue
LTCEUR,LTCUSDT,pvalue
ALGOUSDT,DOTUSDC,pvalue
ALGOUSDT,DOTUSDT,pvalue
BTCEUR,WBTCUSDT,pvalue
ETHEUR,ETHUSDC,pvalue
ETHEUR,ETHUSDT,pvalue
BTCEUR,BTCUSDC,pvalue
BTCEUR,BTCUSDT,pvalue
ETHEUR,STETHUSDT,pvalue
ICPUSDT,MIXUSDT,pvalue
ICPUSDC,MIXUSDT,pvalue
ALGOBTC,ALGOUSDT,pvalue
HBARUSDT,OASUSDT,pvalue
ALGOUSDT,XAVAUSDT,pvalue
ADAUSDC,XAVAUSDT,pvalue
ADAUSDT,XAVAUSDT,pvalue
ALGOUSDT,ZTXUSDT,pvalue
ADAEUR,XAVAUSDT,pvalue
INJUSDT,WOOUSDT,pvalue
EGLDUSDT,XAVAUSDT,pvalue
AVAXUSDT,BICOUSDT,pvalue
AVAXUSDC,BICOUSDT,pvalue
ADAUSDC,ZTXUSDT,pvalue
ADAUSDT,ZTXUSDT,pvalue
BEAMUSDT,FIDAUSDT,pvalue
BEAMUSDT,OASUSDT,pvalue
ALGOUSDT,BEAMUSDT,pvalue
PSTAKEUSDT,SFUNDUSDT,pvalue
BEAMUSDT,HBARUSDT,pvalue
ADAUSDC,DOTUSDC,pvalue
ADAUSDC,DOTUSDT,pvalue
MANAUSDC,SANDUSDC,pvalue
ADAUSDT,DOTUSDC,pvalue
ETHUSDT,GALAUSDT,pvalue
ADAUSDT,DOTUSDT,pvalue
MANAUSDC,SANDUSDT,pvalue
ETHUSDC,GALAUSDT,pvalue
BTCBRZ,ETHUSDT,pvalue
BTCBRZ,ORDIUSDT,pvalue
MANAUSDT,SANDUSDC,pvalue
ALGOUSDT,AVAXUSDT,pvalue
BTCBRZ,ETHUSDC,pvalue
ALGOUSDT,AVAXUSDC,pvalue
FLOWUSDT,ZILUSDT,pvalue
BTCBRZ,STETHUSDT,pvalue
MANAUSDT,SANDUSDT,pvalue
ETHUSDT,WBTCUSDT,pvalue
HNTUSDT,MDAOUSDT,pvalue
ORDIUSDT,WBTCUSDT,pvalue
ETHUSDC,WBTCUSDT,pvalue
BOBAUSDT,NEARUSDT,pvalue
BTCDAI,ETHUSDT,pvalue
STETHUSDT,WBTCUSDT,pvalue
ADAEUR,ZTXUSDT,pvalue
BTCDAI,ETHUSDC,pvalue
BTCDAI,STETHUSDT,pvalue
ADAUSDC,HBARUSDT,pvalue
BTCUSDC,ORDIUSDT,pvalue
LRCUSDT,PERPUSDT,pvalue
ADAUSDC,BEAMUSDT,pvalue
BTCUSDT,ORDIUSDT,pvalue
BTCUSDC,ETHUSDT,pvalue
ADAUSDT,HBARUSDT,pvalue
ADAUSDT,BEAMUSDT,pvalue
BTCEUR,ORDIUSDT,pvalue
BTCUSDC,ETHUSDC,pvalue
BTCUSDT,ETHUSDT,pvalue
BTCDAI,ORDIUSDT,pvalue
BTCUSDC,STETHUSDT,pvalue
BEAMUSDT,BICOUSDT,pvalue
ADAEUR,DOTUSDC,pvalue
BTCUSDT,ETHUSDC,pvalue
BTCEUR,ETHEUR,pvalue
DOTUSDC,XAVAUSDT,pvalue
BTCUSDT,STETHUSDT,pvalue
ADAEUR,DOTUSDT,pvalue
DOTUSDT,XAVAUSDT,pvalue
DOGEUSDC,ORDIUSDT,pvalue
ALGOUSDT,SANDUSDC,pvalue
ALGOUSDT,SANDUSDT,pvalue
DOGEUSDT,ORDIUSDT,pvalue
ADAUSDC,EGLDUSDT,pvalue
DOTUSDC,ZTXUSDT,pvalue
DOTUSDT,ZTXUSDT,pvalue
APTUSDC,SANDUSDT,pvalue
APTUSDT,SANDUSDT,pvalue
APTUSDC,SANDUSDC,pvalue
KASTAUSDT,NFTUSDT,pvalue
APTUSDT,SANDUSDC,pvalue
ADAUSDT,EGLDUSDT,pvalue
INJUSDT,MIXUSDT,pvalue
IMXUSDT,TIAUSDT,pvalue
BEAMUSDT,EGLDUSDT,pvalue
OASUSDT,SCRTUSDT,pvalue
FLOWUSDT,ORDIUSDT,pvalue
ALGOUSDT,HBARUSDT,pvalue
BTCUSDC,ETHDAI,pvalue
IMXUSDT,SFUNDUSDT,pvalue
ALGOUSDT,SFUNDUSDT,pvalue
BTCUSDT,ETHDAI,pvalue
ADAEUR,EGLDUSDT,pvalue
ETHUSDC,FXSUSDT,pvalue
FIDAUSDT,MDAOUSDT,pvalue
ADAEUR,HBARUSDT,pvalue
MPLXUSDT,STXUSDT,pvalue
ADAEUR,BEAMUSDT,pvalue
BEAMUSDT,DOTUSDC,pvalue
EGOUSDT,MPLXUSDT,pvalue
BEAMUSDT,DOTUSDT,pvalue
SFUNDUSDT,XAVAUSDT,pvalue
AVAXUSDT,XCADUSDT,pvalue
BTCBRZ,ETHEUR,pvalue
SOLUSDC,UMAUSDT,pvalue
AVAXUSDC,XCADUSDT,pvalue
MANAUSDT,WAVESUSDT,pvalue
SOLUSDT,UMAUSDT,pvalue
DOGEEUR,ORDIUSDT,pvalue
ATOMUSDT,DOTUSDC,pvalue
MANAUSDC,WAVESUSDT,pvalue
AVAXUSDC,DOTUSDT,pvalue
AVAXUSDT,DOTUSDT,pvalue
BEAMUSDT,WEMIXUSDT,pvalue
ATOMUSDT,DOTUSDT,pvalue
CHZUSDC,LTCUSDT,pvalue
AVAXUSDC,DOTUSDC,pvalue
AVAXUSDT,DOTUSDC,pvalue
SANDUSDC,XECUSDT,pvalue
SANDUSDT,XECUSDT,pvalue
XCADUSDT,ZTXUSDT,pvalue
DOTUSDT,SFUNDUSDT,pvalue
ALGOUSDT,WEMIXUSDT,pvalue
ICPUSDC,INJUSDT,pvalue
ICPUSDT,INJUSDT,pvalue
DOTUSDC,SFUNDUSDT,pvalue
DOGEEUR,WEMIXUSDT,pvalue
CHZUSDC,LTCUSDC,pvalue
AVAXUSDT,BEAMUSDT,pvalue
AVAXUSDC,BEAMUSDT,pvalue
HBARUSDT,SANDUSDT,pvalue
HBARUSDT,SHIBUSDT,pvalue
FIDAUSDT,MEEUSDT,pvalue
INJUSDT,MDAOUSDT,pvalue
HBARUSDT,SHIBUSDC,pvalue
MDAOUSDT,MPLXUSDT,pvalue
ETHEUR,WBTCUSDT,pvalue
ALGOUSDT,OPUSDT,pvalue
HBARUSDT,SANDUSDC,pvalue
IMXUSDT,OPUSDT,pvalue
FIDAUSDT,XAVAUSDT,pvalue
ALGOUSDT,OPUSDC,pvalue
ETHUSDT,GLMRUSDT,pvalue
ATOMUSDT,BICOUSDT,pvalue
SOLBTC,SOLUSDT,pvalue
IMXUSDT,OPUSDC,pvalue
DOGEUSDT,WEMIXUSDT,pvalue
WEMIXUSDT,XAVAUSDT,pvalue
ATOMUSDT,BEAMUSDT,pvalue
BEAMUSDT,XCADUSDT,pvalue
SOLBTC,SOLUSDC,pvalue
CHZUSDT,LTCUSDT,pvalue
ETHUSDC,GLMRUSDT,pvalue
BONKUSDT,INJUSDT,pvalue
ALGOBTC,AVAXUSDT,pvalue
ETHDAI,GLMRUSDT,pvalue
ALGOBTC,AVAXUSDC,pvalue
GLMRUSDT,STETHUSDT,pvalue
RVNUSDT,ZILUSDT,pvalue
AVAXUSDT,XAVAUSDT,pvalue
HNTUSDT,MEEUSDT,pvalue
SFUNDUSDT,WEMIXUSDT,pvalue
BONKUSDT,EGOUSDT,pvalue
AVAXUSDC,XAVAUSDT,pvalue
ADAEUR,MEEUSDT,pvalue
AVAXUSDC,IMXUSDT,beta_out_of_range (22.08)
AVAXUSDT,IMXUSDT,beta_out_of_range (22.10)
KDAUSDT,SHIBUSDC,beta_out_of_range (66310.33)
KDAUSDT,SHIBUSDT,beta_out_of_range (66144.35)
BTCBRZ,NEXOUSDT,beta_out_of_range (264615.05)
BTCDAI,NEXOUSDT,beta_out_of_range (51844.12)
NEXOUSDT,WBTCUSDT,beta_out_of_range (0.00)
NEXOUSDT,STETHUSDT,beta_out_of_range (0.00)
BTCUSDT,NEXOUSDT,beta_out_of_range (51931.90)
MDAOUSDT,MEEUSDT,beta_out_of_range (15.28)
ENJUSDT,RVNUSDT,beta_out_of_range (15.33)
BTCUSDC,NEXOUSDT,beta_out_of_range (51790.44)
ETHDAI,NEXOUSDT,beta_out_of_range (2321.04)
ETHUSDT,NEXOUSDT,beta_out_of_range (2317.75)
ETHUSDC,NEXOUSDT,beta_out_of_range (2310.14)
ATOMUSDT,SCRTUSDT,beta_out_of_range (22.87)
BEAMUSDT,XAVAUSDT,beta_out_of_range (0.01)
BABYDOGEUSDT,SHIBUSDC,beta_out_of_range (0.00)
BABYDOGEUSDT,SHIBUSDT,beta_out_of_range (0.00)
MANAUSDC,RVNUSDT,beta_out_of_range (16.97)
MANAUSDT,RVNUSDT,beta_out_of_range (17.02)
CHZUSDC,XTZUSDT,beta_out_of_range (0.10)
ANKRUSDT,CELOUSDT,beta_out_of_range (0.04)
ALGOBTC,DOTBTC,beta_out_of_range (0.04)
PEPEUSDT,TOKENUSDT,beta_out_of_range (0.00)
SFUNDUSDT,ZTXUSDT,beta_out_of_range (111.85)
BABYDOGEUSDT,SANDUSDT,beta_out_of_range (0.00)
CHZUSDT,XTZUSDT,beta_out_of_range (0.10)
BABYDOGEUSDT,SANDUSDC,beta_out_of_range (0.00)
ALGOUSDT,EGLDUSDT,beta_out_of_range (0.00)
AXSUSDT,GALAUSDT,beta_out_of_range (153.04)
XAVAUSDT,ZTXUSDT,beta_out_of_range (49.61)
FXSUSDT,NEXOUSDT,beta_out_of_range (15.03)
LRCUSDT,SHIBUSDC,beta_out_of_range (21697.83)
LRCUSDT,SHIBUSDT,beta_out_of_range (21643.53)
AXSUSDT,RVNUSDT,beta_out_of_range (265.09)
MANAUSDT,ZILUSDT,beta_out_of_range (26.63)
ADAEUR,KASTAUSDT,beta_out_of_range (15.32)
ADAUSDT,KASTAUSDT,beta_out_of_range (16.67)
ADAUSDC,KASTAUSDT,beta_out_of_range (16.65)
ADAEUR,DOMEUSDT,beta_out_of_range (358.35)
ICPUSDT,VINUUSDT,beta_out_of_range (221239847.97)
XTZUSDT,ZILUSDT,beta_out_of_range (34.61)
DOTUSDC,SANDUSDC,beta_out_of_range (16.65)
ICPUSDC,VINUUSDT,beta_out_of_range (220937277.27)
GALAUSDT,NEXOUSDT,beta_out_of_range (0.06)
MANAUSDC,ONEUSDT,beta_out_of_range (29.96)
MANAUSDC,ZILUSDT,beta_out_of_range (26.58)
MANAUSDT,ONEUSDT,beta_out_of_range (30.02)
AVAUSDT,RVNUSDT,beta_out_of_range (15.16)
DOTUSDC,SANDUSDT,beta_out_of_range (16.63)
DOTUSDT,SANDUSDC,beta_out_of_range (16.68)
AVAUSDT,KSMUSDT,beta_out_of_range (0.01)
DOTUSDT,SANDUSDT,beta_out_of_range (16.65)
ADAUSDC,DOMEUSDT,beta_out_of_range (389.32)
GALAUSDT,GLMRUSDT,beta_out_of_range (0.09)
ADAUSDT,DOMEUSDT,beta_out_of_range (389.85)
GALAUSDT,STETHUSDT,beta_out_of_range (0.00)
OASUSDT,TURBOSUSDT,beta_out_of_range (22.99)
ONEUSDT,XECUSDT,beta_out_of_range (432.60)
ETHDAI,GALAUSDT,beta_out_of_range (35966.75)
AXSUSDT,MANAUSDT,beta_out_of_range (14.44)
AXSUSDT,MANAUSDC,beta_out_of_range (14.46)
FLOKIUSDT,TOKENUSDT,beta_out_of_range (0.00)
FLOWUSDT,GALAUSDT,beta_out_of_range (19.66)
EGLDUSDT,SANDUSDT,beta_out_of_range (147.44)
SANDUSDT,SHIBUSDC,beta_out_of_range (53353.45)
EGLDUSDT,SANDUSDC,beta_out_of_range (147.61)
SANDUSDT,SHIBUSDT,beta_out_of_range (53225.66)
ATOMUSDT,SANDUSDT,beta_out_of_range (16.66)
ATOMUSDT,SANDUSDC,beta_out_of_range (16.68)
SANDUSDC,SHIBUSDC,beta_out_of_range (53222.49)
SUNUSDT,XECUSDT,beta_out_of_range (227.01)
ALGOBTC,DOTUSDT,beta_out_of_range (0.00)
ALGOBTC,DOTUSDC,beta_out_of_range (0.00)
BICOUSDT,DOTUSDT,beta_out_of_range (0.05)
BICOUSDT,DOTUSDC,beta_out_of_range (0.05)
SANDUSDC,SHIBUSDT,beta_out_of_range (53087.43)
BTCEUR,DOGEEUR,beta_out_of_range (307457.68)
MIXUSDT,VINUUSDT,beta_out_of_range (92828.82)
BTCBRZ,ETHDAI,beta_out_of_range (107.48)
DOMEUSDT,FLRUSDT,beta_out_of_range (0.09)
CRVUSDT,ONEUSDT,beta_out_of_range (33.69)
BONKUSDT,LADYSUSDT,beta_out_of_range (187.65)
FLOWUSDT,RVNUSDT,beta_out_of_range (33.94)
BTCEUR,DOGEUSDT,beta_out_of_range (282255.90)
FIDAUSDT,FLRUSDT,beta_out_of_range (15.75)
BTCEUR,DOGEUSDC,beta_out_of_range (282749.94)
BTCDAI,ETHDAI,beta_out_of_range (21.06)
BELUSDT,KSMUSDT,beta_out_of_range (0.02)
DOMEUSDT,KASTAUSDT,beta_out_of_range (0.04)
LTCUSDT,PEOPLEUSDT,beta_out_of_range (2436.19)
ETHDAI,WBTCUSDT,beta_out_of_range (0.04)
AXSUSDT,ENJUSDT,beta_out_of_range (15.97)
DGBUSDT,XTZUSDT,beta_out_of_range (0.01)
LTCUSDC,PEOPLEUSDT,beta_out_of_range (2432.34)
ACSUSDT,XETAUSDT,beta_out_of_range (0.04)
ADAEUR,NFTUSDT,beta_out_of_range (1557651.56)
ANKRUSDT,WAVESUSDT,beta_out_of_range (0.01)
ALGOUSDT,DOMEUSDT,beta_out_of_range (113.42)
FXSUSDT,STETHUSDT,beta_out_of_range (0.01)
QNTUSDT,XECUSDT,beta_out_of_range (2363361.90)
LRCUSDT,SUNUSDT,beta_out_of_range (30.21)
BICOUSDT,WWYUSDT,beta_out_of_range (38.12)
ADAUSDC,NFTUSDT,beta_out_of_range (1688997.85)
GALAUSDT,MNTUSDT,beta_out_of_range (0.05)
GALAUSDT,MNTUSDC,beta_out_of_range (0.05)
FXSUSDT,GALAUSDT,beta_out_of_range (235.03)
ADAUSDT,NFTUSDT,beta_out_of_range (1691393.93)
ETHDAI,FXSUSDT,beta_out_of_range (138.78)
ETCUSDT,XEMUSDT,beta_out_of_range (454.56)
ETHUSDT,FXSUSDT,beta_out_of_range (138.98)
ALGOBTC,OPUSDT,beta_out_of_range (0.00)
ALGOBTC,OPUSDC,beta_out_of_range (0.00)
BTCBRZ,GALAUSDT,beta_out_of_range (4156770.79)
DOMEUSDT,FIDAUSDT,beta_out_of_range (0.01)
