s1,s2,reason
SOLBTC,SOLEUR,pvalue
ALGOUSDT,GMXUSDT,pvalue
SOLBTC,SOLUSDC,pvalue
SOLBTC,SOLUSDT,pvalue
SOLUSDC,WBTCUSDT,pvalue
SOLUSDT,WBTCUSDT,pvalue
SOLEUR,WBTCUSDT,pvalue
CAKEUSDT,XECUSDT,pvalue
ATOMUSDT,FETUSDT,pvalue
CAKEUSDT,DGBUSDT,pvalue
CAKEUSDT,GMTUSDC,pvalue
CAKEUSDT,SNXUSDT,pvalue
INSPUSDT,PERPUSDT,pvalue
SANDUSDT,XECUSDT,pvalue
AVAUSDT,SANDUSDC,pvalue
ETHUSDC,ORDIUSDT,pvalue
ETHUSDT,ORDIUSDT,pvalue
AVAUSDT,CAKEUSDT,pvalue
CAKEUSDT,GMXUSDT,pvalue
ORDIUSDT,STETHUSDT,pvalue
GMXUSDT,SNXUSDT,pvalue
RPLUSDT,SNXUSDT,pvalue
AVAUSDT,SANDUSDT,pvalue
ETHEUR,ORDIUSDT,pvalue
CAKEUSDT,XRPEUR,pvalue
FILUSDT,LUNAUSDT,pvalue
FLOWUSDT,SANDUSDT,pvalue
SANDUSDT,XRPEUR,pvalue
RVNUSDT,SANDUSDT,pvalue
CAKEUSDT,XRPUSDC,pvalue
ETHDAI,ORDIUSDT,pvalue
CAKEUSDT,GMTUSDT,pvalue
CAKEUSDT,XRPUSDT,pvalue
ATOMUSDT,OPUSDT,pvalue
PEPEUSDT,XDCUSDT,pvalue
ATOMUSDT,OPUSDC,pvalue
PERPUSDT,PORT3USDT,pvalue
METHUSDT,ORDIUSDT,pvalue
CYBERUSDT,PORT3USDT,pvalue
ATOMUSDT,FILUSDC,pvalue
AAVEUSDT,CAKEUSDT,pvalue
LMWRUSDT,MEEUSDT,pvalue
FILUSDC,LUNAUSDT,pvalue
GLMRUSDT,RVNUSDT,pvalue
ALGOUSDT,DOTBTC,pvalue
1INCHUSDT,GMXUSDT,pvalue
LUNAUSDT,XECUSDT,pvalue
MNTUSDC,PEPEUSDT,pvalue
