s1,s2,reason
SOLEUR,SOLUSDC,pvalue
SOLEUR,SOLUSDT,pvalue
ETHEUR,ETHUSDT,pvalue
ETHEUR,STETHUSDT,pvalue
ETHEUR,ETHUSDC,pvalue
LTCEUR,LTCUSDT,pvalue
LTCEUR,LTCUSDC,pvalue
SOLBTC,SOLUSDC,pvalue
SOLBTC,SOLUSDT,pvalue
BTCEUR,WBTCUSDT,pvalue
XRPEUR,XRPUSDC,pvalue
BTCEUR,BTCUSDC,pvalue
SOLBTC,SOLEUR,pvalue
BTCEUR,BTCUSDT,pvalue
XRPEUR,XRPUSDT,pvalue
DOTBTC,DOTUSDT,pvalue
DOTBTC,DOTUSDC,pvalue
SANDUSDC,XTZUSDT,pvalue
SANDUSDT,XTZUSDT,pvalue
C98USDT,SOLEUR,pvalue
FXSUSDT,STETHUSDT,pvalue
ETHUSDT,FXSUSDT,pvalue
ETHUSDC,FXSUSDT,pvalue
LRCUSDT,XTZUSDT,pvalue
C98USDT,SOLUSDC,pvalue
C98USDT,SOLUSDT,pvalue
ALGOUSDT,HBARUSDT,pvalue
DOTBTC,SOLEUR,pvalue
FLOWUSDT,ZILUSDT,pvalue
APTUSDT,SOLEUR,pvalue
GLMRUSDT,SCRTUSDT,pvalue
DOTBTC,SOLUSDC,pvalue
DOTBTC,SOLUSDT,pvalue
APTUSDC,SOLEUR,pvalue
KSMUSDT,QNTUSDT,pvalue
C98USDT,ROSEUSDT,pvalue
C98USDT,GLMRUSDT,pvalue
ETHEUR,FXSUSDT,pvalue
APTUSDT,SOLUSDC,pvalue
APTUSDT,SOLUSDT,pvalue
JEFFUSDT,OASUSDT,pvalue
APTUSDC,SOLUSDC,pvalue
APTUSDC,SOLUSDT,pvalue
DOTUSDT,FLOWUSDT,pvalue
DOTUSDC,FLOWUSDT,pvalue
ONEUSDT,SOLEUR,pvalue
ARBUSDC,OPUSDT,pvalue
ARBUSDC,OPUSDC,pvalue
JEFFUSDT,MDAOUSDT,pvalue
ARBUSDT,OPUSDT,pvalue
ARBUSDT,OPUSDC,pvalue
ONEUSDT,SOLUSDC,pvalue
ONEUSDT,SOLUSDT,pvalue
KASTAUSDT,SANDUSDT,pvalue
KASTAUSDT,SANDUSDC,pvalue
OPUSDT,SOLBTC,pvalue
OPUSDC,SOLBTC,pvalue
1INCHUSDT,WAVESUSDT,pvalue
DOTUSDT,KASTAUSDT,pvalue
NEONUSDT,PERPUSDT,pvalue
BICOUSDT,MDAOUSDT,pvalue
DOTUSDC,KASTAUSDT,pvalue
SANDUSDC,WAVESUSDT,pvalue
AVAUSDT,BICOUSDT,pvalue
ONEUSDT,XTZUSDT,pvalue
SANDUSDT,WAVESUSDT,pvalue
BNBUSDT,CAKEUSDT,pvalue
ADAUSDT,NFTUSDT,pvalue
AVAXUSDC,HBARUSDT,pvalue
AVAXUSDT,HBARUSDT,pvalue
AVAUSDT,DOTUSDT,pvalue
ADAUSDC,NFTUSDT,pvalue
AVAUSDT,DOTUSDC,pvalue
CELOUSDT,MINAUSDT,pvalue
AVAUSDT,SANDUSDT,pvalue
ALGOUSDT,AVAXUSDC,pvalue
APTUSDC,DOTUSDT,pvalue
AVAUSDT,SANDUSDC,pvalue
KDAUSDT,QNTUSDT,pvalue
ALGOUSDT,AVAXUSDT,pvalue
GLMRUSDT,QNTUSDT,pvalue
AXSUSDT,GLMRUSDT,pvalue
APTUSDC,DOTUSDC,pvalue
FLOWUSDT,XTZUSDT,pvalue
C98USDT,NEARUSDT,pvalue
SANDBTC,SANDUSDC,pvalue
RVNUSDT,STETHUSDT,pvalue
ETHUSDT,RVNUSDT,pvalue
SANDBTC,SANDUSDT,pvalue
ICPUSDC,MIXUSDT,pvalue
LUNAUSDT,LUNCUSDT,pvalue
ETHUSDC,RVNUSDT,pvalue
APTUSDT,DOTUSDT,pvalue
ICPUSDT,MIXUSDT,pvalue
APTUSDT,DOTUSDC,pvalue
FMBUSDT,NEONUSDT,pvalue
MINAUSDT,SEIUSDT,pvalue
BNBUSDT,NEONUSDT,pvalue
LUNAUSDT,LUNCUSDC,pvalue
DOTUSDC,SOLEUR,pvalue
ONEUSDT,SANDBTC,pvalue
DOTUSDT,SOLEUR,pvalue
MDAOUSDT,WWYUSDT,pvalue
GLMRUSDT,ONEUSDT,pvalue
KASTAUSDT,OASUSDT,pvalue
BEAMUSDT,FLRUSDT,pvalue
DOTUSDT,MDAOUSDT,pvalue
MNTUSDC,STETHUSDT,pvalue
DOTUSDC,MDAOUSDT,pvalue
GLMRUSDT,MINAUSDT,pvalue
ETHUSDT,NEXOUSDT,pvalue
MINAUSDT,QNTUSDT,pvalue
ETHUSDC,NEXOUSDT,pvalue
SOLOUSDT,STXUSDT,pvalue
FIDAUSDT,SANDUSDC,pvalue
FLOWUSDT,MANAUSDC,pvalue
FIDAUSDT,SANDUSDT,pvalue
DOTUSDC,SOLUSDC,pvalue
ACSUSDT,MPLXUSDT,pvalue
DOTUSDT,SOLUSDC,pvalue
DOTUSDC,SOLUSDT,pvalue
BTCEUR,ETHEUR,pvalue
DOTUSDT,SOLUSDT,pvalue
CELOUSDT,ROSEUSDT,pvalue
ARBUSDC,MINAUSDT,pvalue
ARBUSDT,MINAUSDT,pvalue
ALGOUSDT,AVAUSDT,pvalue
AVAUSDT,EGLDUSDT,pvalue
CELOUSDT,SOLUSDC,pvalue
FLOWUSDT,STXUSDT,pvalue
C98USDT,QNTUSDT,pvalue
CELOUSDT,SOLUSDT,pvalue
NEARUSDT,ONEUSDT,pvalue
ARBUSDC,GLMRUSDT,pvalue
ARBUSDT,GLMRUSDT,pvalue
MANAUSDC,SANDUSDT,pvalue
MAGICUSDT,UNIUSDT,pvalue
FLOWUSDT,MANAUSDT,pvalue
CELOUSDT,SOLEUR,pvalue
MANAUSDC,SANDUSDC,pvalue
ONEUSDT,SOLBTC,pvalue
APTUSDT,NEARUSDT,pvalue
AXSUSDT,SANDBTC,pvalue
CELOUSDT,SEIUSDT,pvalue
KDAUSDT,KSMUSDT,beta_out_of_range (0.02)
NEARUSDT,SOLUSDT,beta_out_of_range (0.04)
NEARUSDT,SOLUSDC,beta_out_of_range (0.04)
LTCBTC,XRPBTC,beta_out_of_range (96.60)
NEARUSDT,SOLEUR,beta_out_of_range (0.05)
ALGOBTC,ALGOUSDT,beta_out_of_range (0.00)
AXSUSDT,ONEUSDT,beta_out_of_range (443.72)
DGBUSDT,FLOWUSDT,beta_out_of_range (0.01)
APTUSDT,ONEUSDT,beta_out_of_range (397.25)
APTUSDC,ONEUSDT,beta_out_of_range (397.38)
ENJUSDT,GALAUSDT,beta_out_of_range (11.79)
AVAUSDT,ZILUSDT,beta_out_of_range (27.92)
GLMRUSDT,KSMUSDT,beta_out_of_range (0.01)
DOTUSDT,SANDUSDT,beta_out_of_range (18.35)
DOTUSDT,SANDUSDC,beta_out_of_range (18.36)
GALAUSDT,MANAUSDT,beta_out_of_range (0.07)
GALAUSDT,MANAUSDC,beta_out_of_range (0.07)
DOTUSDC,SANDUSDT,beta_out_of_range (18.35)
DOTUSDC,SANDUSDC,beta_out_of_range (18.35)
AVAUSDT,DGBUSDT,beta_out_of_range (65.72)
BICOUSDT,DOTUSDT,beta_out_of_range (0.04)
BICOUSDT,DOTUSDC,beta_out_of_range (0.04)
PEPEUSDT,TOKENUSDT,beta_out_of_range (0.00)
APTUSDT,C98USDT,beta_out_of_range (24.26)
ENJUSDT,SLPUSDT,beta_out_of_range (90.54)
APTUSDC,C98USDT,beta_out_of_range (24.27)
C98USDT,ONEUSDT,beta_out_of_range (15.12)
DOTUSDT,FIDAUSDT,beta_out_of_range (18.13)
DOTUSDC,FIDAUSDT,beta_out_of_range (18.13)
AVAUSDT,JASMYUSDT,beta_out_of_range (74.88)
AXSUSDT,C98USDT,beta_out_of_range (26.83)
BELUSDT,RVNUSDT,beta_out_of_range (24.11)
ETHDAI,FXSUSDT,beta_out_of_range (154.34)
NEARUSDT,SOLBTC,beta_out_of_range (1973.24)
AXSUSDT,QNTUSDT,beta_out_of_range (0.08)
ROSEUSDT,SOLUSDC,beta_out_of_range (0.00)
MANAUSDC,ZILUSDT,beta_out_of_range (22.82)
1INCHUSDT,DGBUSDT,beta_out_of_range (36.46)
ROSEUSDT,SOLUSDT,beta_out_of_range (0.00)
FLOKIUSDT,TOKENUSDT,beta_out_of_range (0.00)
MANAUSDT,ZILUSDT,beta_out_of_range (22.83)
APTUSDC,DOTBTC,beta_out_of_range (39687.37)
ONEUSDT,QNTUSDT,beta_out_of_range (0.00)
DGBUSDT,XTZUSDT,beta_out_of_range (0.01)
ROSEUSDT,SOLEUR,beta_out_of_range (0.00)
APTUSDT,DOTBTC,beta_out_of_range (39692.41)
ETCUSDT,XLMUSDT,beta_out_of_range (232.32)
ETCUSDT,XLMUSDC,beta_out_of_range (232.14)
INJUSDT,WOOUSDT,beta_out_of_range (98.12)
ALGOUSDT,EGLDUSDT,beta_out_of_range (0.00)
LRCUSDT,SUNUSDT,beta_out_of_range (42.26)
DGBUSDT,WAVESUSDT,beta_out_of_range (0.00)
ALGOUSDT,DOTUSDC,beta_out_of_range (0.03)
ALGOUSDT,DOTUSDT,beta_out_of_range (0.03)
ENJUSDT,RVNUSDT,beta_out_of_range (17.31)
GLMRUSDT,SOLEUR,beta_out_of_range (0.01)
GLMRUSDT,SOLUSDT,beta_out_of_range (0.00)
GLMRUSDT,SOLUSDC,beta_out_of_range (0.00)
ENJUSDT,JASMYUSDT,beta_out_of_range (54.20)
FLOWUSDT,JASMYUSDT,beta_out_of_range (148.04)
APTUSDC,LRCUSDT,beta_out_of_range (26.44)
AXSUSDT,SCRTUSDT,beta_out_of_range (16.37)
FLOKIUSDT,PEPEUSDT,beta_out_of_range (17.79)
ENSUSDT,TWTUSDT,beta_out_of_range (10.04)
APTUSDT,LRCUSDT,beta_out_of_range (26.45)
EGLDUSDT,SANDUSDT,beta_out_of_range (144.04)
OPUSDT,SOLUSDT,beta_out_of_range (0.03)
SUNUSDT,XECUSDT,beta_out_of_range (245.96)
EGLDUSDT,SANDUSDC,beta_out_of_range (144.03)
OPUSDT,SOLUSDC,beta_out_of_range (0.03)
ENSUSDT,KAVAUSDT,beta_out_of_range (10.64)
CITYUSDT,JSTUSDT,beta_out_of_range (40.35)
AVAUSDT,SHIBUSDC,beta_out_of_range (50928.20)
OPUSDC,SOLUSDT,beta_out_of_range (0.03)
OPUSDC,SOLUSDC,beta_out_of_range (0.03)
CELOUSDT,ONEUSDT,beta_out_of_range (34.05)
AVAUSDT,SHIBUSDT,beta_out_of_range (50855.00)
JASMYUSDT,MANAUSDC,beta_out_of_range (0.01)
ONEUSDT,WAVESUSDT,beta_out_of_range (0.01)
XTZUSDT,ZILUSDT,beta_out_of_range (40.15)
ADAEUR,NFTUSDT,beta_out_of_range (1547950.07)
ETCUSDT,XTZUSDT,beta_out_of_range (14.38)
JASMYUSDT,MANAUSDT,beta_out_of_range (0.01)
APTUSDC,XTZUSDT,beta_out_of_range (11.96)
GRTUSDT,JASMYUSDT,beta_out_of_range (24.88)
KSMUSDT,MINAUSDT,beta_out_of_range (43.10)
FIDAUSDT,SOLEUR,beta_out_of_range (0.00)
JSTUSDT,JUVUSDT,beta_out_of_range (0.01)
OPUSDT,SOLEUR,beta_out_of_range (0.04)
BTTUSDT,XAVAUSDT,beta_out_of_range (0.00)
1INCHUSDT,ZILUSDT,beta_out_of_range (15.34)
ALGOBTC,DOTUSDC,beta_out_of_range (0.00)
OPUSDC,SOLEUR,beta_out_of_range (0.04)
ALGOBTC,DOTUSDT,beta_out_of_range (0.00)
APTUSDC,SANDUSDC,beta_out_of_range (13.49)
JEFFUSDT,WWYUSDT,beta_out_of_range (29.50)
APTUSDT,XTZUSDT,beta_out_of_range (11.95)
APTUSDC,SANDUSDT,beta_out_of_range (13.48)
ARBUSDT,ONEUSDT,beta_out_of_range (56.57)
FIDAUSDT,SOLUSDC,beta_out_of_range (0.00)
FIDAUSDT,SOLUSDT,beta_out_of_range (0.00)
