s1,s2,reason
ETHUSDC,ETHUSDT,pvalue
BTCUSDC,BTCUSDT,pvalue
SOLUSDC,SOLUSDT,pvalue
LTCUSDC,LTCUSDT,pvalue
ETHEUR,ETHUSDT,pvalue
SOLEUR,SOLUSDT,pvalue
LTCEUR,LTCUSDC,pvalue
ETHEUR,ETHUSDC,pvalue
LTCEUR,LTCUSDT,pvalue
SOLEUR,SOLUSDC,pvalue
BTCEUR,BTCUSDT,pvalue
BTCEUR,BTCUSDC,pvalue
MANAUSDC,SANDUSDT,pvalue
MANAUSDT,SANDUSDT,pvalue
MANAUSDC,SANDUSDC,pvalue
DOGEUSDC,JASMYUSDT,pvalue
MANAUSDT,SANDUSDC,pvalue
DOGEUSDT,JASMYUSDT,pvalue
DOGEEUR,SANDUSDT,pvalue
CRVUSDT,OMGUSDT,pvalue
DOGEUSDT,EGLDUSDT,pvalue
CAKEUSDT,WLDUSDC,pvalue
DOGEUSDC,EGLDUSDT,pvalue
CAKEUSDT,WLDUSDT,pvalue
ALGOUSDT,DOGEUSDC,pvalue
GALAUSDT,XLMUSDT,pvalue
GALAUSDT,XLMUSDC,pvalue
ALGOUSDT,DOGEUSDT,pvalue
CRVUSDT,GALAUSDT,pvalue
ALGOUSDT,DOGEEUR,pvalue
EGLDUSDT,QNTUSDT,pvalue
EGLDUSDT,WAXPUSDT,pvalue
DOGEEUR,OMGUSDT,pvalue
DOGEEUR,GALAUSDT,pvalue
CRVUSDT,LRCUSDT,pvalue
DOGEUSDC,GALAUSDT,pvalue
DOGEEUR,JASMYUSDT,pvalue
ALGOUSDT,ANKRUSDT,pvalue
THETAUSDT,WAVESUSDT,pvalue
POLUSDT,XLMUSDT,pvalue
DOGEUSDC,KAVAUSDT,pvalue
DOGEUSDC,OMGUSDT,pvalue
ANKRUSDT,ONEUSDT,pvalue
POLUSDT,XLMUSDC,pvalue
OMGUSDT,ONEUSDT,pvalue
DOGEEUR,EGLDUSDT,pvalue
DOGEUSDT,KAVAUSDT,pvalue
DOGEEUR,KAVAUSDT,pvalue
DOGEUSDT,GALAUSDT,pvalue
EGLDUSDT,QTUMUSDT,pvalue
POLUSDT,SANDUSDT,pvalue
FLOWUSDT,MANAUSDT,pvalue
DGBUSDT,ONEUSDT,pvalue
DOGEUSDT,OMGUSDT,pvalue
ADAUSDC,GALAUSDT,pvalue
POLUSDT,SANDUSDC,pvalue
ADAUSDT,XLMUSDT,pvalue
LRCUSDT,XLMUSDT,pvalue
ADAUSDC,XLMUSDT,pvalue
CAKEUSDT,DOGEUSDT,pvalue
ADAEUR,SHIBUSDC,pvalue
ADAEUR,XRPEUR,pvalue
SANDUSDT,XLMUSDT,pvalue
ADAUSDT,GALAUSDT,pvalue
ADAUSDT,XLMUSDC,pvalue
DOGEEUR,MANAUSDT,pvalue
LRCUSDT,XLMUSDC,pvalue
LRCUSDT,MANAUSDC,pvalue
ADAUSDC,XLMUSDC,pvalue
CAKEUSDT,DOGEUSDC,pvalue
DOGEEUR,LRCUSDT,pvalue
SANDUSDT,XLMUSDC,pvalue
MANAUSDC,SPELLUSDT,pvalue
ADAEUR,XRPUSDC,pvalue
ADAEUR,XRPUSDT,pvalue
MANAUSDT,XLMUSDT,pvalue
MANAUSDT,TWTUSDT,pvalue
ADAEUR,SHIBUSDT,pvalue
GALAUSDT,MANAUSDC,pvalue
AAVEUSDT,POLUSDT,pvalue
LRCUSDT,MANAUSDT,pvalue
MANAUSDC,XLMUSDT,pvalue
ALGOUSDT,SPELLUSDT,pvalue
ALGOUSDT,SANDUSDT,pvalue
OMGUSDT,SPELLUSDT,pvalue
SANDUSDC,XLMUSDT,pvalue
DOGEUSDC,LRCUSDT,pvalue
KAVAUSDT,ZILUSDT,pvalue
ANKRUSDT,EGLDUSDT,pvalue
MANAUSDC,TWTUSDT,pvalue
SANDUSDC,XLMUSDC,pvalue
TWTUSDT,UNIUSDT,pvalue
MANAUSDT,XLMUSDC,pvalue
MANAUSDT,SPELLUSDT,pvalue
GALAUSDT,MANAUSDT,pvalue
DGBUSDT,MANAUSDT,pvalue
