s1,s2,reason
SOLEUR,SOLUSDT,pvalue
SOLEUR,SOLUSDC,pvalue
ETHEUR,ETHUSDT,pvalue
ETHEUR,ETHUSDC,pvalue
ETHEUR,STETHUSDT,pvalue
BTCEUR,WBTCUSDT,pvalue
LTCEUR,LTCUSDT,pvalue
BTCEUR,BTCUSDC,pvalue
BTCEUR,BTCUSDT,pvalue
LTCEUR,LTCUSDC,pvalue
AAVEUSDT,ZILUSDT,pvalue
QTUMUSDT,XLMUSDT,pvalue
QTUMUSDT,XLMUSDC,pvalue
XEMUSDT,ZILUSDT,pvalue
ATOMUSDT,CRVUSDT,pvalue
DOTUSDT,MBOXUSDT,pvalue
DOTUSDC,MBOXUSDT,pvalue
SANDUSDT,XTZUSDT,pvalue
SANDUSDC,XTZUSDT,pvalue
CRVUSDT,YFIUSDT,pvalue
ALGOUSDT,KAVAUSDT,pvalue
DOTUSDT,ENJUSDT,pvalue
DOTUSDC,ENJUSDT,pvalue
BTTUSDT,JSTUSDT,pvalue
KAVAUSDT,MANAUSDT,pvalue
KAVAUSDT,ZILUSDT,pvalue
1INCHUSDT,FLOWUSDT,pvalue
AXSUSDT,ENJUSDT,pvalue
ANKRUSDT,ICXUSDT,pvalue
LRCUSDT,TELUSDT,pvalue
ONEUSDT,SANDUSDT,pvalue
MANAUSDC,XTZUSDT,pvalue
BTTUSDT,XLMUSDC,pvalue
ONEUSDT,SANDUSDC,pvalue
MANAUSDT,XTZUSDT,pvalue
ATOMUSDT,BATUSDT,pvalue
DOTUSDC,YFIUSDT,pvalue
FLOWUSDT,KAVAUSDT,pvalue
XEMUSDT,XLMUSDC,pvalue
BTTUSDT,XLMUSDT,pvalue
DOTUSDT,YFIUSDT,pvalue
MANAUSDC,YFIUSDT,pvalue
SHIBUSDC,XECUSDT,pvalue
XEMUSDT,XLMUSDT,pvalue
SHIBUSDT,XECUSDT,pvalue
ENJUSDT,MANAUSDT,pvalue
MANAUSDT,YFIUSDT,pvalue
APEUSDC,POLUSDT,pvalue
OMGUSDT,XTZUSDT,pvalue
BATUSDT,FLOWUSDT,pvalue
ENJUSDT,MANAUSDC,pvalue
AGIUSDT,GRTUSDT,pvalue
APEUSDT,POLUSDT,pvalue
MBOXUSDT,XLMUSDC,pvalue
FLOWUSDT,SANDUSDT,pvalue
ETHWUSDT,LTCUSDC,pvalue
FLOWUSDT,SANDUSDC,pvalue
FITFIUSDT,XEMUSDT,pvalue
ETHWUSDT,LTCUSDT,pvalue
BATUSDT,ONEUSDT,pvalue
TELUSDT,WAVESUSDT,pvalue
MBOXUSDT,XLMUSDT,pvalue
AAVEUSDT,ANKRUSDT,pvalue
AXSUSDT,ZILUSDT,pvalue
ICXUSDT,MANAUSDT,pvalue
KAVAUSDT,VINUUSDT,pvalue
KDAUSDT,VRAUSDT,pvalue
ICXUSDT,MANAUSDC,pvalue
DOTUSDC,KAVAUSDT,pvalue
AXSUSDT,SLPUSDT,pvalue
DOTUSDT,KAVAUSDT,pvalue
OMGUSDT,SANDUSDT,pvalue
PEPEUSDT,THETAUSDT,pvalue
OMGUSDT,SANDUSDC,pvalue
ATOMUSDT,MANAUSDC,pvalue
1INCHUSDT,YFIUSDT,pvalue
SSVUSDT,TONUSDT,pvalue
CAKEUSDT,NEARUSDT,pvalue
STGUSDT,ZIGUSDT,pvalue
BATUSDT,OMGUSDT,pvalue
ENJUSDT,XEMUSDT,pvalue
ATOMUSDT,MANAUSDT,pvalue
BTCDAI,ETHEUR,pvalue
CAKEUSDT,GALAUSDT,pvalue
CBKUSDT,KAVAUSDT,pvalue
FLOWUSDT,MANAUSDT,pvalue
FLOWUSDT,MANAUSDC,pvalue
CBKUSDT,ENJUSDT,pvalue
DOTUSDC,VRAUSDT,pvalue
BTCUSDC,ETHEUR,pvalue
JUPUSDT,MKRUSDT,pvalue
NEARUSDT,VANRYUSDT,pvalue
AAVEUSDT,VINUUSDT,pvalue
MANAUSDT,VINUUSDT,pvalue
DOTUSDT,VRAUSDT,pvalue
MANAUSDC,VINUUSDT,pvalue
MANAUSDT,OMGUSDT,pvalue
KAVAUSDT,OMGUSDT,pvalue
BTCUSDT,ETHEUR,pvalue
DOTUSDC,FLOWUSDT,pvalue
SANDUSDC,VINUUSDT,pvalue
KAVAUSDT,XLMUSDC,pvalue
ETHEUR,WBTCUSDT,pvalue
ANKRUSDT,XEMUSDT,pvalue
DOTUSDT,FLOWUSDT,pvalue
MANAUSDC,OMGUSDT,pvalue
FLOWUSDT,GRTUSDT,pvalue
ETHWUSDT,LTCEUR,pvalue
ONEUSDT,THETAUSDT,pvalue
AXLUSDT,XTZUSDT,pvalue
AXSUSDT,VINUUSDT,pvalue
DOTUSDC,OMGUSDT,pvalue
AAVEUSDT,ARKMUSDT,pvalue
BONKUSDT,NFTUSDT,pvalue
DOTUSDT,OMGUSDT,pvalue
SANDUSDT,VINUUSDT,pvalue
AXSUSDT,XTZUSDT,pvalue
DOTUSDT,ZILUSDT,pvalue
CBKUSDT,YFIUSDT,pvalue
ATOMUSDT,SANDUSDT,pvalue
ATOMUSDT,SANDUSDC,pvalue
CRVUSDT,KAVAUSDT,pvalue
DOTUSDT,SLPUSDT,pvalue
FILUSDC,HFTUSDT,pvalue
ARKMUSDT,MANAUSDT,pvalue
LOOKSUSDT,XEMUSDT,pvalue
DOTUSDC,SLPUSDT,pvalue
CRVUSDT,UNIUSDT,pvalue
BELUSDT,KAVAUSDT,pvalue
FILUSDC,HFTUSDC,pvalue
FILUSDT,HFTUSDT,pvalue
AVAUSDT,PEPEUSDT,pvalue
1INCHUSDT,UNIUSDT,pvalue
DOTUSDC,ZILUSDT,pvalue
ANKRUSDT,KAVAUSDT,pvalue
1INCHUSDT,ONEUSDT,pvalue
FLOWUSDT,SFUNDUSDT,pvalue
APEUSDT,SCRTUSDT,pvalue
ARKMUSDT,MANAUSDC,pvalue
FILUSDT,HFTUSDC,pvalue
DOTUSDT,XLMUSDC,pvalue
BTCDAI,ETHUSDT,pvalue
AAVEUSDT,SCRTUSDT,pvalue
DOTUSDC,XLMUSDC,pvalue
AXSUSDT,OMGUSDT,pvalue
APEUSDC,SCRTUSDT,pvalue
UNIUSDT,YFIUSDT,pvalue
ALGOUSDT,ANKRUSDT,pvalue
BTCDAI,ETHUSDC,pvalue
KAVAUSDT,XLMUSDT,pvalue
APEUSDC,TWTUSDT,pvalue
BTCDAI,STETHUSDT,pvalue
FLOWUSDT,ICXUSDT,pvalue
LOOKSUSDT,ZILUSDT,pvalue
MEMEUSDT,XLMUSDC,pvalue
NEARUSDT,RUNEUSDT,pvalue
VINUUSDT,XEMUSDT,pvalue
XLMUSDC,ZILUSDT,pvalue
VRAUSDT,YFIUSDT,pvalue
FITFIUSDT,SHIBUSDC,pvalue
KAVAUSDT,SCRTUSDT,pvalue
FITFIUSDT,SHIBUSDT,pvalue
ONEUSDT,SUSHIUSDT,pvalue
MEMEUSDT,XLMUSDT,pvalue
1INCHUSDT,OMGUSDT,pvalue
AXSUSDT,XLMUSDC,pvalue
XLMUSDT,ZILUSDT,pvalue
APEUSDT,TWTUSDT,pvalue
LTCUSDC,WAXPUSDT,pvalue
GLMRUSDT,XRPUSDT,pvalue
BTCUSDC,ETHUSDT,pvalue
BTCDAI,METHUSDT,pvalue
CAKEUSDT,CITYUSDT,pvalue
ARKMUSDT,ONEUSDT,pvalue
LTCUSDT,WAXPUSDT,pvalue
OMGUSDT,THETAUSDT,pvalue
BTCBRZ,ETHEUR,pvalue
SLPUSDT,XLMUSDC,pvalue
DOTUSDT,XLMUSDT,pvalue
BATUSDT,YFIUSDT,pvalue
MXUSDT,SSVUSDT,pvalue
BTCUSDC,ETHUSDC,pvalue
ICXUSDT,XTZUSDT,pvalue
BICOUSDT,XEMUSDT,pvalue
BTCUSDT,ETHUSDT,pvalue
MANAUSDT,ONEUSDT,pvalue
LTCEUR,WAXPUSDT,pvalue
MANAUSDC,ONEUSDT,pvalue
GLMRUSDT,XRPUSDC,pvalue
DOTUSDC,XLMUSDT,pvalue
BTCUSDC,STETHUSDT,pvalue
ETHUSDT,WBTCUSDT,pvalue
BTCUSDT,ETHUSDC,pvalue
MANAUSDT,SLPUSDT,pvalue
CBKUSDT,OMGUSDT,pvalue
SUSHIUSDT,UNIUSDT,pvalue
ARKMUSDT,SANDUSDC,pvalue
SANDUSDC,YFIUSDT,pvalue
ETHUSDC,WBTCUSDT,pvalue
BTCUSDT,STETHUSDT,pvalue
ONEUSDT,XTZUSDT,pvalue
ICXUSDT,VINUUSDT,pvalue
MANAUSDC,SLPUSDT,pvalue
STETHUSDT,WBTCUSDT,pvalue
ETHWUSDT,XLMUSDT,pvalue
ARKMUSDT,GRTUSDT,pvalue
CBKUSDT,XLMUSDC,pvalue
BELUSDT,ZILUSDT,pvalue
ARKMUSDT,SANDUSDT,pvalue
BONKUSDT,PEOPLEUSDT,pvalue
ENJUSDT,YFIUSDT,pvalue
SLPUSDT,XLMUSDT,pvalue
ALGOUSDT,XTZUSDT,pvalue
BTCUSDC,METHUSDT,pvalue
SANDUSDT,YFIUSDT,pvalue
AAVEUSDT,ENJUSDT,pvalue
ETHWUSDT,XLMUSDC,pvalue
BCHUSDT,LTCEUR,pvalue
FITFIUSDT,XLMUSDT,pvalue
BTCDAI,ETHDAI,pvalue
ETHWUSDT,FITFIUSDT,pvalue
BELUSDT,DOTUSDT,pvalue
AVAUSDT,THETAUSDT,pvalue
BTCUSDT,METHUSDT,pvalue
GALAUSDT,LOOKSUSDT,pvalue
DOTUSDC,SANDUSDC,pvalue
BELUSDT,DOTUSDC,pvalue
METHUSDT,WBTCUSDT,pvalue
MKRUSDT,PORT3USDT,pvalue
AXSUSDT,XLMUSDT,pvalue
BTCEUR,ETHEUR,pvalue
ANKRUSDT,CAKEUSDT,pvalue
FITFIUSDT,XLMUSDC,pvalue
NEARUSDT,WAVESUSDT,pvalue
MANAUSDT,XLMUSDC,pvalue
CRVUSDT,FILUSDC,pvalue
DOTUSDT,SANDUSDC,pvalue
ATOMUSDT,CBKUSDT,pvalue
DOTUSDC,SANDUSDT,pvalue
ATOMUSDT,KAVAUSDT,pvalue
MANAUSDT,ZILUSDT,pvalue
MANAUSDC,XLMUSDC,pvalue
ETHWUSDT,XEMUSDT,pvalue
ARKMUSDT,SCRTUSDT,pvalue
CRVUSDT,FILUSDT,pvalue
CAKEUSDT,RUNEUSDT,pvalue
ARKMUSDT,AXSUSDT,pvalue
ANKRUSDT,AVAUSDT,pvalue
MBOXUSDT,XRPUSDC,pvalue
ARUSDT,SUNUSDT,pvalue
JSTUSDT,QTUMUSDT,pvalue
FIDAUSDT,NEARUSDT,pvalue
1INCHUSDT,FILUSDC,pvalue
MBOXUSDT,XRPUSDT,pvalue
DOTUSDT,SANDUSDT,pvalue
DOTUSDT,ETCUSDT,pvalue
NFTUSDT,VRAUSDT,pvalue
DOGEEUR,LTCUSDT,pvalue
KAVAUSDT,ONEUSDT,pvalue
1INCHUSDT,FILUSDT,pvalue
ARUSDT,ONEUSDT,pvalue
CELOUSDT,GLMRUSDT,pvalue
MANAUSDC,ZILUSDT,pvalue
FLOWUSDT,ONEUSDT,pvalue
ALGOUSDT,ATOMUSDT,pvalue
DOGEEUR,LTCUSDC,pvalue
CBKUSDT,XLMUSDT,pvalue
CRVUSDT,ONEUSDT,pvalue
ALGOUSDT,ENJUSDT,pvalue
ATOMUSDT,AXSUSDT,pvalue
BTCUSDC,ETHDAI,pvalue
MBOXUSDT,YFIUSDT,pvalue
DOGEUSDT,LTCUSDT,pvalue
DOGEUSDC,LTCUSDT,pvalue
AAVEUSDT,LOOKSUSDT,pvalue
LTCUSDC,XLMUSDT,pvalue
DOGEUSDT,LTCUSDC,pvalue
DOGEUSDC,LTCUSDC,pvalue
BTCUSDT,ETHDAI,pvalue
CELOUSDT,ORTUSDT,pvalue
ETHDAI,WBTCUSDT,pvalue
LTCUSDT,XLMUSDT,pvalue
KAVAUSDT,SLPUSDT,pvalue
ARKMUSDT,FLOWUSDT,pvalue
ICXUSDT,XLMUSDC,pvalue
BONKUSDT,XLMUSDT,pvalue
COQUSDT,PSGUSDT,pvalue
DOGEEUR,LTCEUR,pvalue
ANKRUSDT,GALAUSDT,pvalue
SANDUSDC,SLPUSDT,pvalue
BTCBRZ,ETHUSDT,pvalue
ENJUSDT,XLMUSDC,pvalue
LOOKSUSDT,XLMUSDT,pvalue
SLPUSDT,XEMUSDT,pvalue
AXSUSDT,YFIUSDT,pvalue
BTCBRZ,ETHUSDC,pvalue
AAVEUSDT,SLPUSDT,pvalue
CRVUSDT,ENJUSDT,pvalue
SANDUSDC,ZILUSDT,pvalue
FLOWUSDT,XTZUSDT,pvalue
AAVEUSDT,XLMUSDC,pvalue
ANKRUSDT,FETUSDT,pvalue
LTCUSDC,XLMUSDC,pvalue
MANAUSDT,XLMUSDT,pvalue
ALGOUSDT,ARKMUSDT,pvalue
SLPUSDT,ZILUSDT,pvalue
BTCBRZ,STETHUSDT,pvalue
ARKMUSDT,ZILUSDT,pvalue
VINUUSDT,XLMUSDC,pvalue
KDAUSDT,YFIUSDT,pvalue
RUNEUSDT,TELUSDT,pvalue
DOTUSDT,XRPUSDC,pvalue
MANAUSDC,XLMUSDT,pvalue
BATUSDT,FILUSDC,pvalue
ATOMUSDT,FLOWUSDT,pvalue
FILUSDT,ONEUSDT,pvalue
LOOKSUSDT,XLMUSDC,pvalue
FLOWUSDT,STGUSDT,pvalue
FILUSDC,ONEUSDT,pvalue
DOTUSDT,XRPUSDT,pvalue
BATUSDT,FILUSDT,pvalue
SANDUSDT,SLPUSDT,pvalue
FILUSDC,XTZUSDT,pvalue
CRVUSDT,POLUSDT,pvalue
LTCUSDT,XLMUSDC,pvalue
ETHWUSDT,KAVAUSDT,pvalue
ATOMUSDT,MBOXUSDT,pvalue
NFTUSDT,SLPUSDT,pvalue
DOTUSDC,XRPUSDC,pvalue
AVAXUSDT,SOLUSDC,pvalue
BTCBRZ,METHUSDT,pvalue
ARKMUSDT,OMGUSDT,pvalue
FILUSDT,XTZUSDT,pvalue
AVAXUSDT,SOLUSDT,pvalue
AVAXUSDC,SOLUSDC,pvalue
APEUSDC,KSMUSDT,pvalue
SANDUSDT,ZILUSDT,pvalue
CITYUSDT,TRVLUSDT,pvalue
NEARUSDT,RSS3USDT,pvalue
FITFIUSDT,MYROUSDT,pvalue
AVAXUSDC,SOLUSDT,pvalue
ALGOUSDT,XRPUSDT,pvalue
ARKMUSDT,UNIUSDT,pvalue
DOTUSDC,XRPUSDT,pvalue
APEUSDT,BATUSDT,pvalue
QNTUSDT,WAVESUSDT,pvalue
APEUSDC,BATUSDT,pvalue
CBKUSDT,JSTUSDT,pvalue
ENJUSDT,XLMUSDT,pvalue
