sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
0.2779683162414848,0.27657082954810364,-81.50394513848005,-0.008011571625147889,171.7658534933871,91.0,1.8875368515756825,11.558108092566476,0.5384615384615384,49.49140702583827,-33.51032271934673,3629,151.0,0.0,22.82389937106918,0.004250358562606013,31.243996,-12.68115,0.9588387
