pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCDAI-BTCUSDT,08/02-10/31,-9.138279,0.0,32,-0.28557122,15,49,2881,2.1526341,-3.7544608
ETHUSDC-ETHUSDT,08/02-10/31,-0.9099646,0.0,9,-0.10110718,3,15,2881,0.026177198,-0.22663702
APTUSDT-ARBUSDC,08/02-10/31,2.6191094,0.0,19,0.13784786,11,27,2881,2.4899397,-2.3204525
ARUSDT-MANAUSDT,08/02-10/31,-6.7739983,0.0,27,-0.25088882,17,37,2881,3.4455528,-15.204446
MASKUSDT-XRPUSDC,08/02-10/31,3.385458,0.0,30,0.1128486,18,42,2881,3.1260111,-2.2020018
ARKMUSDT-CHZUSDC,08/02-10/31,-4.820563,0.0,31,-0.15550202,19,43,2881,1.0127125,-4.8198104
HFTUSDT-SUIUSDC,08/02-10/31,3.1590676,0.0,32,0.09872086,18,46,2881,4.1943946,-2.724299
ENJUSDT-NEARUSDT,08/02-10/31,2.865831,0.0,31,0.092446156,20,42,2881,0.9843651,-0.50047106
BATUSDT-COMPUSDT,08/02-10/31,-1.0423291,0.0,28,-0.03722604,15,41,2881,1.4254724,-1.8932283
BATUSDT-LTCUSDT,08/02-10/31,1.7700354,0.0,27,0.06555687,18,36,2881,2.109593,-1.9299875
GRTUSDT-RVNUSDT,08/02-10/31,-5.978124,0.0,23,-0.25991845,14,32,2881,1.1351188,-3.3516765
ONEUSDT-XRPUSDC,08/02-10/31,14.633516,0.0,27,0.5419821,18,36,2881,3.1903627,-1.8112365
BNBUSDT-EGLDUSDT,08/02-10/31,3.4422905,0.0,27,0.12749225,17,37,2881,3.732243,-2.7625644
KSMUSDT-SANDUSDT,08/02-10/31,14.927243,0.0,17,0.87807316,14,20,2881,12.447574,-0.29637352
APTUSDC-ARBUSDC,08/02-10/31,1.9149423,0.0,22,0.08704283,13,31,2881,2.2274892,-2.2199938
ARUSDT-MANAUSDC,08/02-10/31,-6.4408355,0.0,29,-0.22209777,20,38,2881,3.8571804,-15.202538
MASKUSDT-XRPUSDT,08/02-10/31,3.8808718,0.0,31,0.12518941,19,43,2881,2.7999036,-2.1068268
ARKMUSDT-ICPUSDT,08/02-10/31,3.1649027,0.0,28,0.11303224,19,37,2881,1.113077,-0.80727047
HFTUSDT-SUIUSDT,08/02-10/31,4.6156254,0.0,33,0.13986744,17,49,2881,4.413818,-2.1447644
C98USDT-HOOKUSDT,08/02-10/31,20.217833,0.0,26,0.77760893,17,35,2881,9.624601,-2.264134
ICPUSDC-ICPUSDT,08/02-10/31,1.7147381,0.0,36,0.047631614,23,49,2881,1.6098272,-1.8882338
GMTUSDT-UNIUSDT,08/02-10/31,3.2964776,0.0,23,0.1433251,14,32,2881,4.3504925,-3.0314498
ARBUSDC-ARBUSDT,08/02-10/31,-0.24355334,0.0,14,-0.017396668,5,23,2881,0.31284943,-0.21963659
