adf_stat,pvalue,half_life,crossings,hurst,beta,beta_drift,pair,symbol1,symbol2,verdict,score
-8.316251328718263,3.674065752481308e-13,26.217349298578352,405,0.39239420502215683,0.009677677840203522,0.0012136667544402518,OMGUSDT/ZENUSDT,OMGUSDT,ZENUSDT,PASS,2.9939316662241247
-5.512324203000826,1.959517521644242e-06,49.42414647070638,478,0.38632791864311994,0.19412735323033176,0.007776711472804668,MANAUSDT/QTUMUSDT,MANAUSDT,QTUMUSDT,PASS,2.96109684746076
-4.549832571861359,0.0001596521928003862,46.22333537924398,402,0.3230466573994614,1132.6306969883026,0.021422799248424503,FILUSDT/SLPUSDT,FILUSDT,SLPUSDT,PASS,2.8912894818298733
-5.255822756402626,6.755489712216221e-06,38.49400678053709,569,0.30378364978516464,3.276714044054905,0.026234266577603513,SLPUSDT/SPELLUSDT,SLPUSDT,SPELLUSDT,PASS,2.86876111221486
-6.037443916863829,1.3712728879815903e-07,41.58473756269742,550,0.35984109418184007,85.26700763478674,0.032907646189149785,HBARUSDT/SLPUSDT,HBARUSDT,SLPUSDT,PASS,2.835460397781363
-6.576206475219464,7.714263688828105e-09,41.75612247978705,217,0.39426542708043794,4.279727022520823,0.03592678615870832,OMGUSDT/ONEUSDT,OMGUSDT,ONEUSDT,PASS,2.8203659920638215
-6.502105272658599,1.154986793207759e-08,41.99594490735369,263,0.3936540694144818,6161.019364491823,0.049271809510223114,OMGUSDT/SHIBUSDT,OMGUSDT,SHIBUSDT,PASS,2.753640836950205
-6.445842569628629,1.566706487034112e-08,42.21502049361404,285,0.39340719657941037,0.7417683096701649,0.06500268469199584,OMGUSDT/WOOUSDT,OMGUSDT,WOOUSDT,PASS,2.6749864198693722
-4.502750820089328,0.00019440157677083132,39.59766386171999,546,0.2716268315023478,10.969504061586102,0.07147751921621846,BATUSDT/ZILUSDT,BATUSDT,ZILUSDT,PASS,2.6406683881511994
-5.905106854643839,2.720243651174944e-07,41.136778634913675,642,0.407492371810482,58.74461783121173,0.07803032263379843,LRCUSDT/SLPUSDT,LRCUSDT,SLPUSDT,PASS,2.609845666587357
-4.962181208075624,2.6353328439782837e-05,40.63432839242085,496,0.30303870597032145,299.27120835391486,0.0880672628597855,DYDXUSDT/SLPUSDT,DYDXUSDT,SLPUSDT,PASS,2.559400152416675
-5.729478551211236,6.651564181027886e-07,45.17710072850728,565,0.38359420214779744,0.29123711011678766,0.09538792356154104,AVAUSDT/QTUMUSDT,AVAUSDT,QTUMUSDT,PASS,2.5230537306281136
-3.836528288710864,0.002554931671109012,23.694658315243775,641,0.20950923369416122,-39393.26622072597,0.09577795445957567,QNTUSDT/USDCUSDT,QNTUSDT,USDCUSDT,PASS,2.4955609109910313
-5.287457494635087,5.812907277700586e-06,67.12427106380007,247,0.378127996139947,0.0017206011770989067,0.0014733851807083676,SLPUSDT/WAVESUSDT,SLPUSDT,WAVESUSDT,PASS,2.492574945023681
-4.650667963442607,0.00010406705130414249,97.89362993139628,233,0.4375693933060097,1749.177014945278,0.0029309662577694006,GALAUSDT/SHIBUSDT,GALAUSDT,SHIBUSDT,PASS,2.4843044981981115
-5.181564939689717,9.586861686117294e-06,95.58001931406316,181,0.4440640383845665,0.010333443980865787,0.0037276494676783674,ALGOUSDT/EGLDUSDT,ALGOUSDT,EGLDUSDT,PASS,2.4812658840447472
