tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
sb_base,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_base,4.572264955885392,2463.524210899661,-536.9894782238407,0.08274651469117911,4659,58,203.8480423092842
sb_base,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_base,4.277204006562261,2196.5158855829213,-525.8645280686324,0.15835298631172012,4659,58,347.82484996318817
sb_mc0p2,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mc0p2,4.172134308656496,1941.0977481175214,-541.4411085223546,0.09206747974148463,4807,58,178.71197760105133
sb_mc0p2,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mc0p2,3.8396892307491957,1695.0306558705634,-524.0779071809375,0.17951211525978167,4807,58,304.2785384654999
sb_mc0p4,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mc0p4,4.170914143672714,2030.9911820511916,-548.1253911809763,0.09043773970353766,4525,58,183.67825186252594
sb_mc0p4,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mc0p4,3.8728134998052273,1796.7020541033708,-534.9343976831296,0.17458443356652134,4525,58,313.6762104034424
sb_mulHi,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mulHi,4.000102063978102,1571.7014083351241,-446.27159637515433,0.09016412003586828,4017,58,141.71107444167137
sb_mulHi,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mulHi,3.689404405067093,1384.8849119806837,-447.8918683677912,0.17559370541649333,4017,58,243.17707327008247
sb_mulLo,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mulLo,3.949387011633928,2014.3254883190384,-498.66030019981554,0.0882893413523953,4922,58,177.84347063302994
sb_mulLo,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_sb_mulLo,3.649561022442591,1760.9467126003874,-480.58916012907866,0.17198102314045452,4922,58,302.84941732883453
