sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair,entry_notional_count,entry_notional_cap_hits,entry_notional_below_min,entry_notional_avg,entry_notional_p50,entry_notional_min,entry_notional_max
3.981083076986433,4.222089443270255,-458.075136237836,-0.2917520559624408,1865.27189228934,151.0,12.352793988671126,56.16245997198333,0.5960264900662252,213.5028241276741,-197.7800483140163,4614,58.0,322.8793729543686,38.45,0.006508156889968761,382.8952,-137.73804,15.5325575,4614.0,0.0,0.0,21.28581944719041,16.78499412536621,14.999999046325684,32.20566940307617
