,PnL
2023-05-01,0.0
2023-05-02,-4.36312853731215
2023-05-03,-16.76249491982162
2023-05-04,5.205973142758012
2023-05-05,-11.83657200820744
2023-05-06,70.30526118213311
2023-05-07,32.64934291318059
2023-05-08,-13.952186193317175
2023-05-09,13.189122607931495
2023-05-10,4.202295729890466
2023-05-11,10.423592455685139
2023-05-12,2.7073932997882366
2023-05-13,-30.621081745484844
2023-05-14,2.4205019427463412
2023-05-15,0.7015306726098061
2023-05-16,0.9249811470508575
2023-05-17,0.19103802554309368
2023-05-18,8.616605018265545
2023-05-19,5.57622558157891
2023-05-20,2.9512212704867125
2023-05-21,-3.4165520686656237
2023-05-22,-0.6877182361204177
2023-05-23,3.0065496074967086
2023-05-24,5.1939178835600615
2023-05-25,7.6479361448436975
2023-05-26,-0.4437052486464381
2023-05-27,2.6346936356276274
2023-05-28,-10.31470978166908
2023-05-29,4.27262968942523
2023-05-30,1.7806916702538729
2023-05-31,0.0
2023-06-01,130.12854733876884
2023-06-02,8.497324494645
2023-06-03,-18.305191565304995
2023-06-04,-90.04145953804255
2023-06-05,-145.2883988171816
2023-06-06,31.585601588711143
2023-06-07,-12.742829063907266
2023-06-08,23.671434639953077
2023-06-09,13.509234020486474
2023-06-10,-49.786648359149694
2023-06-11,-0.6598990415222943
2023-06-12,-0.7617038637399673
2023-06-13,12.277340524364263
2023-06-14,-5.452273344621062
2023-06-15,-2.7736727725714445
2023-06-16,5.435340292751789
2023-06-17,-0.36752675473690033
2023-06-18,-2.331659651361406
2023-06-19,2.663391711190343
2023-06-20,-1.934283224400133
2023-06-21,-2.7641605753451586
2023-06-22,-31.240979253780097
2023-06-23,38.29589204862714
2023-06-24,-6.880636630579829
2023-06-25,30.623556822538376
2023-06-26,9.361635457724333
2023-06-27,9.490067372098565
2023-06-28,15.036349039524794
2023-06-29,-17.34092560224235
2023-06-30,-0.02621288225054741
2023-07-01,1.4583477694541216
2023-07-02,6.9450619630515575
2023-07-03,5.118168479762971
2023-07-04,-5.6221397537738085
2023-07-05,-10.088178113568574
2023-07-06,1.1489639449864626
2023-07-07,43.31812154687941
2023-07-08,-6.058789569884539
2023-07-09,8.773517740890384
2023-07-10,-28.318056259304285
2023-07-11,-3.280712941661477
2023-07-12,-12.569878650829196
2023-07-13,-45.95077952928841
2023-07-14,-42.666750222444534
2023-07-15,5.0695785619318485
2023-07-16,1.2920737406238914
2023-07-17,66.34640971757472
2023-07-18,36.24147622473538
2023-07-19,-20.632525827735662
2023-07-20,-11.147780705243349
2023-07-21,-17.564343070611358
2023-07-22,79.13191613554955
2023-07-23,144.5389793906361
2023-07-24,198.37398583069444
2023-07-25,3.531512638553977
2023-07-26,18.93079673871398
2023-07-27,3.9207405503839254
2023-07-28,17.747893566265702
2023-07-29,-3.509209645912051
2023-07-30,-1.1126471757888794
2023-07-31,-42.91560484841466
2023-08-01,-3.427454764023423
2023-08-02,153.50965341553092
2023-08-03,-15.301543183624744
2023-08-04,32.80214828439057
2023-08-05,-81.8566789701581
2023-08-06,-26.68248848244548
2023-08-07,26.167155023664236
2023-08-08,-5.87794005125761
2023-08-09,3.4059504605829716
2023-08-10,19.956098524853587
2023-08-11,44.48500056006014
2023-08-12,-1.227714229375124
2023-08-13,-4.556287154555321
2023-08-14,127.30079711601138
2023-08-15,-68.85033633728744
2023-08-16,19.103041900787503
2023-08-17,-23.135733548551798
2023-08-18,25.0222749710083
2023-08-19,22.324731030501425
2023-08-20,-3.3188584856688976
2023-08-21,-1.8430378299672157
2023-08-22,-23.90525597706437
2023-08-23,3.2936080041108653
2023-08-24,-69.84894578973763
2023-08-25,2.346415384206921
2023-08-26,-1.0806890388485044
2023-08-27,80.08859563432634
2023-08-28,-0.41177010629326105
2023-08-29,-0.03521871194243431
2023-08-30,130.32854253426194
2023-08-31,-171.1037185592577
2023-09-01,-16.647885974496603
2023-09-02,-20.56736046401784
2023-09-03,-16.895276978611946
2023-09-04,-0.1747654788196087
2023-09-05,-15.235039710998535
2023-09-06,38.42218229174614
2023-09-07,49.74111082404852
2023-09-08,-45.516911666840315
2023-09-09,31.60562759451568
2023-09-10,-56.71582047268748
2023-09-11,37.029771860688925
2023-09-12,41.43453627079725
2023-09-13,-1.8116032741963863
2023-09-14,9.19204119220376
2023-09-15,43.93825785815716
2023-09-16,-2.4169484823942184
2023-09-17,9.19293438270688
2023-09-18,-10.843046627473086
2023-09-19,40.186460226774216
2023-09-20,-0.8266256228089333
2023-09-21,51.216774256317876
2023-09-22,56.92903849296272
2023-09-23,15.866449005901814
2023-09-24,19.580007976386696
2023-09-25,83.75029120594263
2023-09-26,25.09161144751124
2023-09-27,6.572826858609915
2023-09-28,0.0
