,PnL
2024-05-01,0.0
2024-05-02,6.030591638991609
2024-05-03,10.510863010538742
2024-05-04,17.91638777195476
2024-05-05,3.2314678754773922
2024-05-06,7.44371113111265
2024-05-07,2.7561602036003023
2024-05-08,-11.864758761075791
2024-05-09,-0.30788935581222177
2024-05-10,-8.587079784832895
2024-05-11,2.6141754833515733
2024-05-12,-12.950582176039461
2024-05-13,0.2574407886713743
2024-05-14,5.685940170660615
2024-05-15,-1.3161625254433602
2024-05-16,7.158026057295501
2024-05-17,-0.11998117156326771
2024-05-18,1.3433524346910417
2024-05-19,-3.784773640334606
2024-05-20,-13.310610771877691
2024-05-21,18.68365579750389
2024-05-22,-1.2585446438752115
2024-05-23,-6.52291791071184
2024-05-24,9.870884987525642
2024-05-25,3.471240519778803
2024-05-26,-29.605056875152513
2024-05-27,1.0052848849445581
2024-05-28,-3.1211556622292846
2024-05-29,1.7508816316258162
2024-05-30,-1.6077407056000084
2024-05-31,0.8123076558113098
2024-06-01,3.788816190790385
2024-06-02,-5.543688687495887
2024-06-03,8.344308497849852
2024-06-04,19.805884181987494
2024-06-05,19.476767217274755
2024-06-06,65.26022924762219
2024-06-07,5.218286546645686
2024-06-08,18.024609330575913
2024-06-09,-17.757093883119524
2024-06-10,-0.8474282152019441
2024-06-11,38.43718141783029
2024-06-12,7.606306442990899
2024-06-13,0.4473135252483189
2024-06-14,8.574859033338726
2024-06-15,13.063789836131036
2024-06-16,-20.355812406167388
2024-06-17,-4.943180019035935
2024-06-18,-4.278053771704435
2024-06-19,12.080024296417832
2024-06-20,7.16158067015931
2024-06-21,-1.9552663173526525
2024-06-22,4.9291652999818325
2024-06-23,4.480939444154501
2024-06-24,-23.600905932486057
2024-06-25,-3.6314470153301954
2024-06-26,4.399062901735306
2024-06-27,-13.131387878209352
2024-06-28,0.7179349111393094
2024-06-29,13.563775673508644
2024-06-30,0.0
2024-07-01,-3.447698607109487
2024-07-02,4.011863326653838
2024-07-03,25.034242724068463
2024-07-04,-44.772763137705624
2024-07-05,-43.14306128863245
2024-07-06,-10.270784841384739
2024-07-07,11.763514305464923
2024-07-08,-3.317295741289854
2024-07-09,31.2393006850034
2024-07-10,16.33974989084527
2024-07-11,-12.972486371174455
2024-07-12,-14.084368065698072
2024-07-13,7.255523850442842
2024-07-14,0.5585842612199485
2024-07-15,11.694051430094987
2024-07-16,48.17675994685851
2024-07-17,-14.222366359084845
2024-07-18,10.184739913325757
2024-07-19,-2.977090415544808
2024-07-20,26.81206355500035
2024-07-21,25.111660487484187
2024-07-22,19.852088439976797
2024-07-23,43.14339511701837
2024-07-24,-23.212847755290568
2024-07-25,17.31175138289109
2024-07-26,-2.34745842742268
2024-07-27,55.198532961308956
2024-07-28,-0.9208653303794563
2024-07-29,8.101300755515695
2024-07-30,-0.5860339999198914
2024-07-31,15.89329871442169
2024-08-01,-8.098608031403273
2024-08-02,24.009506668662652
2024-08-03,15.442015329375863
2024-08-04,-17.59307660534978
2024-08-05,-23.94848811812699
2024-08-06,-28.826918965591176
2024-08-07,11.899886740837246
2024-08-08,78.11978645436466
2024-08-09,8.123751514591277
2024-08-10,-3.6718087713234127
2024-08-11,11.77679181843996
2024-08-12,28.678696285933256
2024-08-13,16.273496045265347
2024-08-14,-4.364621020853519
2024-08-15,4.523780316114426
2024-08-16,46.77889698604122
2024-08-17,-17.14490530639887
2024-08-18,-2.255781286628917
2024-08-19,-33.12073669023812
2024-08-20,4.96783886058256
2024-08-21,-8.698260435834527
2024-08-22,-0.310633079148829
2024-08-23,-13.445175647735596
2024-08-24,28.660713943187147
2024-08-25,5.315873042680323
2024-08-26,-29.576274146325886
2024-08-27,-7.298857900779694
2024-08-28,42.95688959490508
2024-08-29,0.0
2024-08-30,23.821236796182347
2024-08-31,14.655879338315572
2024-09-01,6.605670910648769
2024-09-02,12.445685322687495
2024-09-03,-0.9560620615957305
2024-09-04,3.398158982861787
2024-09-05,25.011852582683787
2024-09-06,9.566482006572187
2024-09-07,19.667030496988446
2024-09-08,7.8285279758274555
2024-09-09,0.4827655884437263
2024-09-10,-11.174702155054547
2024-09-11,-27.154633032390848
2024-09-12,16.633339083287865
2024-09-13,11.205569396377541
2024-09-14,-3.9000519616529346
2024-09-15,-1.7605924722156487
2024-09-16,46.85363895294722
2024-09-17,8.388667649705894
2024-09-18,10.516426453134045
2024-09-19,8.692241346929222
2024-09-20,8.544952674536034
2024-09-21,-5.185758966312278
2024-09-22,12.237477043410763
2024-09-23,-32.34125418867916
2024-09-24,-5.283432244847063
2024-09-25,37.54941870691255
2024-09-26,-1.098711579106748
2024-09-27,15.763508526142687
2024-09-28,0.6182701587677002
