entry_bar,exit_bar,bars_held,entry_z,exit_z,pnl,pair
1713,1714,1,-3.8867790614881166,-3.324261466016435,108.06513199999476,BTCUSDT/ETHUSDT
1715,1716,1,-3.4497408778739516,-3.007101109790702,102.02602199999913,BTCUSDT/ETHUSDT
1717,1794,77,-2.71198649850014,-3.4370382819520193,-605.2485880000038,BTCUSDT/ETHUSDT
1795,1808,13,-3.2653367346385704,3.7035297304944024,1681.9370540000011,BTCUSDT/ETHUSDT
1809,1891,82,2.509636514995662,0.04265642215859241,307.1760859999959,BTCUSDT/ETHUSDT
1904,1906,2,1.0390466745033027,3.1322144639704215,-85.22631599999738,BTCUSDT/ETHUSDT
1907,1908,1,3.0116139270688356,4.511471360860636,-86.54394000000435,BTCUSDT/ETHUSDT
1909,1910,1,3.58109553547931,3.087972660468415,14.823269999998548,BTCUSDT/ETHUSDT
1911,1951,40,2.0206723501705124,-0.03461563516455265,101.64670599999448,BTCUSDT/ETHUSDT
1959,1993,34,1.25968437395957,-0.009362460431364454,37.55228399999535,BTCUSDT/ETHUSDT
2007,2021,14,1.4113039558483425,-5.302234295688795,450.0584339999953,BTCUSDT/ETHUSDT
2022,2023,1,-3.4511477828624693,-3.5231717795719626,-24.13647600000029,BTCUSDT/ETHUSDT
2024,2027,3,-3.988044396868472,-3.149980295186263,18.885943999998258,BTCUSDT/ETHUSDT
2028,2029,1,-3.5489010003937946,-3.9887089387425876,-75.82327199999912,BTCUSDT/ETHUSDT
2030,2031,1,-3.9812515376869952,-3.230893399529893,54.052529999994185,BTCUSDT/ETHUSDT
2032,2033,1,-3.6245307792307897,-4.059831739430901,-100.04958600001045,BTCUSDT/ETHUSDT
2034,2035,1,-3.466994889666791,-4.7560955059240255,-251.05728199999476,BTCUSDT/ETHUSDT
2036,2057,21,-3.986671925595739,-3.3802186028025227,-391.8933200000058,BTCUSDT/ETHUSDT
2058,2094,36,-2.7028510435881947,-3.6052616868118528,-924.6925520000005,BTCUSDT/ETHUSDT
2095,2184,89,-2.7355039938984165,0.015335369563103609,-180.6941639999968,BTCUSDT/ETHUSDT
2205,2284,79,1.0142269606247707,-0.03234400143203047,-35.895271999999125,BTCUSDT/ETHUSDT
2291,2296,5,-1.2441065747040507,-0.05408339903789068,320.6917139999968,BTCUSDT/ETHUSDT
2301,2315,14,1.1235375782368935,0.024762736130742813,154.4914139999968,BTCUSDT/ETHUSDT
2335,2376,41,1.0017148927877428,0.011672055396431609,170.95173199999476,BTCUSDT/ETHUSDT
2386,2396,10,-1.519316557768137,-0.004791247916769953,208.4441239999997,BTCUSDT/ETHUSDT
2409,2442,33,1.8964250146585635,4.665192618504796,-469.8527399999971,BTCUSDT/ETHUSDT
2443,2444,1,4.477921662351552,4.7772849263069705,-120.65243400000261,BTCUSDT/ETHUSDT
2445,2446,1,5.145840896153886,5.830689498955289,-260.4902719999991,BTCUSDT/ETHUSDT
2447,2448,1,5.136050137182562,4.689899855463061,-46.12682199999913,BTCUSDT/ETHUSDT
2449,2450,1,4.625182222222804,3.4197803220017784,235.88464200000493,BTCUSDT/ETHUSDT
2451,2459,8,2.994503280440777,3.0389236488603206,-431.5518060000017,BTCUSDT/ETHUSDT
2460,2541,81,2.691043096228464,0.0036793450886297447,-218.01686200000347,BTCUSDT/ETHUSDT
2574,2581,7,1.0250430420799697,3.0520587966642356,-181.32303000000144,BTCUSDT/ETHUSDT
2582,2583,1,3.4551655353552473,3.2277565768883485,5.9892,BTCUSDT/ETHUSDT
2584,2585,1,2.775703617041763,3.354873924620018,-78.62821400000406,BTCUSDT/ETHUSDT
2586,2610,24,2.7052164134042633,3.39278182815432,-372.4084560000017,BTCUSDT/ETHUSDT
2611,2612,1,4.1103644916099045,3.7918898653766124,-8.155294000005519,BTCUSDT/ETHUSDT
2613,2654,41,3.2402126385800303,0.000997630044705111,419.57340600000174,BTCUSDT/ETHUSDT
2665,2698,33,-1.2993669640939485,0.03388352612236947,266.84880600000173,BTCUSDT/ETHUSDT
2746,2750,4,-1.3033125228762572,-0.008109537436493567,195.45754199999766,BTCUSDT/ETHUSDT
2751,2753,2,3.338058057048066,4.776838441011217,-294.2693600000029,BTCUSDT/ETHUSDT
2754,2755,1,5.495217143348517,4.780448742253156,-1.966454000001162,BTCUSDT/ETHUSDT
2756,2757,1,3.7246374218662215,3.6560207994733616,-52.05612999999419,BTCUSDT/ETHUSDT
2758,2837,79,3.1406058394866525,0.052697864499561924,-123.8267100000029,BTCUSDT/ETHUSDT
2846,2850,4,1.016235049952874,0.02452893949458447,194.6689639999968,BTCUSDT/ETHUSDT
2865,2877,12,1.9488741505259481,-4.753077702767895,749.7679839999953,BTCUSDT/ETHUSDT
2878,2879,1,-5.248665591172894,-3.5075537305205655,151.26722800000087,BTCUSDT/ETHUSDT
96,98,2,2.4604776418851295,3.2294252248868287,-21.066511900000144,ETHUSDT/BNBUSDT
99,156,57,3.2913302388108296,-0.002202125649330446,19.19518636000007,ETHUSDT/BNBUSDT
181,200,19,-1.0925620484985283,0.03089276614752209,23.292198440000462,ETHUSDT/BNBUSDT
223,236,13,-1.097814539033982,-4.002311934139849,-29.782594659999937,ETHUSDT/BNBUSDT
237,238,1,-4.396302808482554,-4.110346511889725,-0.8655392199997098,ETHUSDT/BNBUSDT
239,240,1,-5.557548419531795,-11.887625816341817,-100.37909182000014,ETHUSDT/BNBUSDT
241,242,1,-6.942535801765301,-5.624548622005168,0.4262313999999074,ETHUSDT/BNBUSDT
243,244,1,-3.680843713317948,-3.9842937469629582,-18.721740099999757,ETHUSDT/BNBUSDT
245,246,1,-3.83298312135721,-3.528277149137731,0.4598707399998609,ETHUSDT/BNBUSDT
247,248,1,-3.2528330347147767,-3.3186114439201746,-10.72655738000012,ETHUSDT/BNBUSDT
249,251,2,-3.318020130293604,-3.088819015402938,-6.606586699999813,ETHUSDT/BNBUSDT
252,333,81,-2.790919979521006,-0.020670714056771098,15.08649533999988,ETHUSDT/BNBUSDT
336,347,11,1.131037692713522,4.432212713738636,-36.55578093999992,ETHUSDT/BNBUSDT
348,349,1,3.760936429633888,4.311941482112864,-9.766189159999701,ETHUSDT/BNBUSDT
350,351,1,3.65847174086888,3.5450985842510634,-2.1067011000002287,ETHUSDT/BNBUSDT
352,356,4,2.8217512752759792,3.554370283535648,-18.913494320000193,ETHUSDT/BNBUSDT
357,390,33,2.8722727542697024,0.019726373205064724,31.160410120000197,ETHUSDT/BNBUSDT
432,473,41,-1.044467598385825,-0.05783549576594368,4.614079680000424,ETHUSDT/BNBUSDT
476,519,43,2.8803663339148997,-0.04923080459292414,27.040139980000195,ETHUSDT/BNBUSDT
570,577,7,-1.0591473500379611,0.032522093413283173,7.9443743400001345,ETHUSDT/BNBUSDT
580,583,3,1.2860432124604333,0.015996871675820454,8.781564679999924,ETHUSDT/BNBUSDT
594,610,16,1.0460799044420959,-0.05335765007841623,4.184254760000058,ETHUSDT/BNBUSDT
612,638,26,-1.3114136927919595,-3.107212273141659,-7.826486919999768,ETHUSDT/BNBUSDT
639,660,21,-2.3307664585319765,0.048461946306782654,10.41501916000002,ETHUSDT/BNBUSDT
664,667,3,-1.2370614073257904,-3.706229572358283,-13.874979999999864,ETHUSDT/BNBUSDT
668,669,1,-2.939478693189115,-4.117253312171538,-7.802130839999753,ETHUSDT/BNBUSDT
670,674,4,-3.360602364806691,-4.054898176863483,-10.023525119999789,ETHUSDT/BNBUSDT
675,676,1,-4.448898221995717,-3.02040661462735,8.999671380000102,ETHUSDT/BNBUSDT
677,683,6,-2.704746641733638,-3.5237624639105163,-16.638796160000147,ETHUSDT/BNBUSDT
684,685,1,-3.6596981443979195,-3.602329617067366,-2.6343496199998713,ETHUSDT/BNBUSDT
686,697,11,-2.6133299637843166,-0.04191204626934912,30.245759459999878,ETHUSDT/BNBUSDT
719,743,24,1.2526655502356012,3.1029449378636693,-62.46016896000037,ETHUSDT/BNBUSDT
744,745,1,3.0573637277583527,3.1558100822028483,-6.945974699999731,ETHUSDT/BNBUSDT
746,747,1,3.5267924554552317,3.2787543127196086,0.2497496399997229,ETHUSDT/BNBUSDT
748,749,1,3.2711566582341254,3.1505704071208336,-2.5075782199996914,ETHUSDT/BNBUSDT
750,751,1,3.169192179407919,3.059431458843313,-2.5787498799999833,ETHUSDT/BNBUSDT
752,802,50,2.7728648688680306,0.046294996695607514,49.26456387999996,ETHUSDT/BNBUSDT
819,853,34,-1.5306535800552934,0.015043869721080566,26.7971780999999,ETHUSDT/BNBUSDT
854,865,11,1.8253286027009152,3.3704412613525703,-45.891346620000135,ETHUSDT/BNBUSDT
866,867,1,3.2265453690425465,3.552609215531255,-14.641697420000321,ETHUSDT/BNBUSDT
868,948,80,2.729641629061819,3.1683284694335674,-138.45912416000033,ETHUSDT/BNBUSDT
949,956,7,3.219344936166241,3.7532123874025087,-68.62325540000029,ETHUSDT/BNBUSDT
957,958,1,3.210080818580431,3.060657187193447,-1.3783145599999085,ETHUSDT/BNBUSDT
959,1047,88,2.8936008096608274,0.01864413673870378,-18.417289100000374,ETHUSDT/BNBUSDT
1061,1104,43,-1.1384745371527203,3.3328407173266683,86.77851699999994,ETHUSDT/BNBUSDT
1105,1110,5,3.080550611995487,3.034899575731445,-6.396265959999952,ETHUSDT/BNBUSDT
1111,1113,2,2.5265834234677316,3.2469692993029033,-21.52608317999985,ETHUSDT/BNBUSDT
1114,1115,1,2.861693010973681,3.3978618218349665,-16.97638740000006,ETHUSDT/BNBUSDT
1116,1124,8,3.4795772039240833,0.03252118350980036,88.29598063999987,ETHUSDT/BNBUSDT
1125,1142,17,-1.2447384283558613,-3.136104955826924,-66.7171925000001,ETHUSDT/BNBUSDT
1143,1145,2,-2.314622265257722,-3.566286163605464,-51.54575033999997,ETHUSDT/BNBUSDT
1146,1213,67,-2.7304436190544044,0.011578375201362241,56.591850979999755,ETHUSDT/BNBUSDT
1229,1342,113,1.3193555272760524,-3.020260695639816,93.0580933799999,ETHUSDT/BNBUSDT
1343,1382,39,-3.145821298347602,0.054114806659949215,40.1465059800003,ETHUSDT/BNBUSDT
1392,1411,19,1.2033291674617437,-0.010752185200942102,23.610324780000045,ETHUSDT/BNBUSDT
1417,1429,12,1.8900696367057384,-0.04438353872112718,22.670519480000138,ETHUSDT/BNBUSDT
1442,1449,7,-1.2826208842715385,0.003599697571218099,14.774657659999628,ETHUSDT/BNBUSDT
1455,1501,46,1.34544140762662,3.644620969479372,-24.970472099999974,ETHUSDT/BNBUSDT
1502,1506,4,3.0516960664473434,3.038817328664789,-5.038314679999472,ETHUSDT/BNBUSDT
1507,1508,1,3.6240116166392036,3.0148799456201014,4.522145459999898,ETHUSDT/BNBUSDT
1509,1526,17,2.8078288647618073,3.024348282432543,-32.82870178000017,ETHUSDT/BNBUSDT
1527,1565,38,3.040692541369084,0.01538392159358794,43.40522970000028,ETHUSDT/BNBUSDT
1583,1667,84,-1.0262799246319327,0.018499415087534582,-3.695336400000225,ETHUSDT/BNBUSDT
1668,1673,5,1.178417288000357,-0.02717992289840263,10.396352820000166,ETHUSDT/BNBUSDT
1674,1684,10,-1.4636654916081377,-3.062202210003117,-18.73551525999993,ETHUSDT/BNBUSDT
1685,1698,13,-2.8718333653113692,-4.259015537780635,-13.953937620000016,ETHUSDT/BNBUSDT
1699,1700,1,-4.402151633127817,-5.4695218074027006,-15.38735281999971,ETHUSDT/BNBUSDT
1701,1702,1,-3.044169502913565,-3.0906369278450585,-2.6405384599996795,ETHUSDT/BNBUSDT
1703,1704,1,-3.5011876780928546,-4.4497858327799635,-16.27754758000004,ETHUSDT/BNBUSDT
1705,1706,1,-4.210520484270206,-3.4334364890477507,6.496485239999761,ETHUSDT/BNBUSDT
1707,1708,1,-3.52612014376608,-3.3506850131742203,-1.2012338800003282,ETHUSDT/BNBUSDT
1709,1711,2,-2.6178111783947164,-3.8572243700469366,-30.805949299999977,ETHUSDT/BNBUSDT
1712,1713,1,-3.2109078903404935,-3.489663554748066,-10.914718080000096,ETHUSDT/BNBUSDT
1714,1767,53,-2.8874628031191527,0.008630899175865046,32.96106309999963,ETHUSDT/BNBUSDT
1793,1794,1,-1.9453888442784715,-3.8173676877843192,-22.557722879999854,ETHUSDT/BNBUSDT
1795,1827,32,-2.8939081337965127,0.040484260744746176,43.00495149999998,ETHUSDT/BNBUSDT
1861,1936,75,-1.1032113735109181,0.010612803109382124,1.9595664199999403,ETHUSDT/BNBUSDT
1951,1981,30,1.0901702852566069,0.023334982424481298,4.388885759999985,ETHUSDT/BNBUSDT
1982,1992,10,-1.281065212353408,-0.035772545036955754,6.353143719999882,ETHUSDT/BNBUSDT
1997,2009,12,-1.1243979709314114,-3.082285750970913,-6.585225219999501,ETHUSDT/BNBUSDT
2010,2011,1,-2.453359702876323,-3.4286716726124067,-3.8966733399998446,ETHUSDT/BNBUSDT
2012,2013,1,-4.560392815895379,-4.081165949967944,0.0585943400000443,ETHUSDT/BNBUSDT
2014,2015,1,-3.970661513154606,-3.1613761314401296,2.3762151000002105,ETHUSDT/BNBUSDT
2016,2017,1,-2.718941508137582,-3.217666516137864,-3.326102219999628,ETHUSDT/BNBUSDT
2018,2021,3,-3.0734453583226706,-5.354354296347638,-16.07930505999987,ETHUSDT/BNBUSDT
2022,2023,1,-3.804734848185756,-4.141147296235709,-4.749735059999963,ETHUSDT/BNBUSDT
2024,2025,1,-3.888270699327783,-3.1912235272287406,3.40196541999965,ETHUSDT/BNBUSDT
2026,2027,1,-3.120383845114018,-3.2771598665346278,-3.2285780799998234,ETHUSDT/BNBUSDT
2028,2029,1,-3.4197364448882914,-3.2276317231196003,-0.30564884000044373,ETHUSDT/BNBUSDT
2030,2033,3,-3.043536951378308,-3.280541392598496,-8.335968200000112,ETHUSDT/BNBUSDT
2034,2035,1,-3.189930973686548,-3.2896281138020966,-3.982818000000236,ETHUSDT/BNBUSDT
2036,2057,21,-3.1434299016775116,-3.4875273639697912,-48.19469312000071,ETHUSDT/BNBUSDT
2058,2148,90,-2.8832159029082804,-3.0364002171348536,-92.18566658000012,ETHUSDT/BNBUSDT
2149,2150,1,-4.142401852070604,-3.97477398797264,-2.926023659999511,ETHUSDT/BNBUSDT
2151,2152,1,-4.356423857479759,-3.6849047016992826,8.243235420000014,ETHUSDT/BNBUSDT
2153,2154,1,-3.0675937228759573,-3.1240172591827555,-7.265099239999969,ETHUSDT/BNBUSDT
2155,2231,76,-3.0911154680952055,-0.03197215522449546,5.333083139999922,ETHUSDT/BNBUSDT
2243,2264,21,1.143515956234202,0.0145787100602383,15.362497640000049,ETHUSDT/BNBUSDT
2266,2309,43,1.0233674674623807,-0.015087334984477944,10.212284740000069,ETHUSDT/BNBUSDT
2311,2333,22,-1.1752569021657688,-0.028709344171431547,11.722960620000343,ETHUSDT/BNBUSDT
2347,2367,20,1.051151175276886,-3.2382159095796514,47.40272123999978,ETHUSDT/BNBUSDT
2368,2372,4,-3.0895341073667444,-3.2233824171463534,-6.823395739999861,ETHUSDT/BNBUSDT
2373,2386,13,-2.049247441723893,0.042902634405873656,24.237992940000225,ETHUSDT/BNBUSDT
2408,2449,41,1.2733551720440255,3.0849806218709825,-22.1941784400001,ETHUSDT/BNBUSDT
2450,2467,17,1.9974164937227497,3.0151781398720594,-28.177788519999687,ETHUSDT/BNBUSDT
2468,2525,57,2.5957133290699,0.013493356484324205,17.043366620000043,ETHUSDT/BNBUSDT
2554,2566,12,1.3504299266124238,0.0016136657893480264,7.7351516200002255,ETHUSDT/BNBUSDT
2574,2580,6,1.5052881185644762,-0.03659051097965016,7.738445680000079,ETHUSDT/BNBUSDT
2588,2597,9,-1.3491733092358154,3.6666828470683437,22.45021674000006,ETHUSDT/BNBUSDT
2598,2607,9,1.2064308959624963,3.06225541826147,-11.771173680000043,ETHUSDT/BNBUSDT
2608,2610,2,2.7597826185256165,3.481512549671716,-5.90105894000011,ETHUSDT/BNBUSDT
2611,2612,1,4.625686599072947,3.7536260941321165,2.9279202399997155,ETHUSDT/BNBUSDT
2613,2638,25,3.259820217037595,0.02310569018423392,19.091972480000102,ETHUSDT/BNBUSDT
2651,2726,75,-1.2628245539516532,-0.020978524901235494,0.55479956000009,ETHUSDT/BNBUSDT
2738,2754,16,-1.549574140262777,3.2864187589164353,33.621372399999785,ETHUSDT/BNBUSDT
2755,2756,1,3.8903676117783195,3.5915357225246414,0.2819915000000272,ETHUSDT/BNBUSDT
2757,2758,1,3.793748854600207,3.659725012596016,-1.487317999999782,ETHUSDT/BNBUSDT
2759,2760,1,3.2816150255925476,3.5296876271895803,-5.030828179999761,ETHUSDT/BNBUSDT
2761,2840,79,3.290766291795315,0.029332116080137974,5.127154480000321,ETHUSDT/BNBUSDT
2845,2847,2,1.1520074841347872,4.100534282122706,-23.19347646000028,ETHUSDT/BNBUSDT
2848,2849,1,4.591891860801048,5.747095795573632,-10.71148456000027,ETHUSDT/BNBUSDT
2850,2851,1,5.3747098442297245,5.507931396901363,-8.435688379999366,ETHUSDT/BNBUSDT
2852,2853,1,5.224725554866991,4.828824597262595,-3.4236263600003407,ETHUSDT/BNBUSDT
2854,2855,1,4.106390337616208,3.409911807847592,5.615174460000151,ETHUSDT/BNBUSDT
2856,2858,2,3.23044091313866,3.033946901825082,-2.909154080000114,ETHUSDT/BNBUSDT
96,97,1,3.940534069134393,3.5349798362325457,43.86530008000031,BTCUSDT/BNBUSDT
98,99,1,3.5299497226320233,3.8887950192300655,-335.12358977999804,BTCUSDT/BNBUSDT
100,101,1,3.214247887708861,3.1539340481265943,-81.25787207999944,BTCUSDT/BNBUSDT
102,174,72,2.78754278884698,-0.049751206848752005,-160.8546395399971,BTCUSDT/BNBUSDT
190,200,10,-1.1990383249420389,0.02642571276961447,434.9814215600083,BTCUSDT/BNBUSDT
223,237,14,-1.001639504567028,-4.264423947994272,-659.4146133399996,BTCUSDT/BNBUSDT
238,239,1,-3.2782003180041426,-6.588519317300652,-783.3264698000014,BTCUSDT/BNBUSDT
240,241,1,-11.982058977535564,-6.649163758247149,372.914643219997,BTCUSDT/BNBUSDT
242,243,1,-5.724083789062889,-3.8723540291053284,600.48687454,BTCUSDT/BNBUSDT
244,245,1,-3.9552483542525985,-3.7451642040933644,-74.36001062000352,BTCUSDT/BNBUSDT
246,247,1,-3.3768547466240544,-3.1621077435064975,3.435604760000511,BTCUSDT/BNBUSDT
248,249,1,-3.271979638415208,-3.323063619280754,-200.24171496000056,BTCUSDT/BNBUSDT
250,327,77,-2.8391355876812856,0.018113214760085112,647.9764391799993,BTCUSDT/BNBUSDT
335,348,13,1.1806437299326167,3.4176640203921966,-641.498620279996,BTCUSDT/BNBUSDT
349,350,1,4.510500999942192,4.033296421393223,24.23160446000115,BTCUSDT/BNBUSDT
351,356,5,3.47190427587831,3.0429538197065567,-102.07732948000304,BTCUSDT/BNBUSDT
357,394,37,2.7048496720817052,0.019830489083604512,495.12886094000476,BTCUSDT/BNBUSDT
442,469,27,-1.0731544874231205,-0.01684860248887304,165.4585375800003,BTCUSDT/BNBUSDT
476,563,87,1.8976964784188939,-0.017178904334146542,366.9694638400034,BTCUSDT/BNBUSDT
575,629,54,1.0680980580872255,4.110425219789874,-409.2630980200013,BTCUSDT/BNBUSDT
630,631,1,3.7210389720369554,3.855832568986783,-38.92470918000514,BTCUSDT/BNBUSDT
632,633,1,3.394054750561095,3.054170928305409,16.932266960008413,BTCUSDT/BNBUSDT
634,635,1,3.2065511069601147,3.0332883349756825,-1.4422991800022311,BTCUSDT/BNBUSDT
636,670,34,2.7991717689114877,-3.342989694019676,756.5880856800019,BTCUSDT/BNBUSDT
672,682,10,-1.6621058884916262,-3.0245058960709583,-320.3700939600017,BTCUSDT/BNBUSDT
683,684,1,-3.650643063981389,-3.2758562983218247,23.174710300002264,BTCUSDT/BNBUSDT
685,703,18,-3.60469927162211,0.03870937654503291,679.3178229600029,BTCUSDT/BNBUSDT
718,720,2,1.1327240284498288,4.340525385329295,-889.037846199996,BTCUSDT/BNBUSDT
721,722,1,1.8105268105346888,3.0214678007567786,-378.4601433199992,BTCUSDT/BNBUSDT
723,724,1,3.5462897555348767,3.2222839987771934,28.01617993999577,BTCUSDT/BNBUSDT
725,744,19,3.1069688217949514,3.1196449369087023,-788.6947893999984,BTCUSDT/BNBUSDT
745,746,1,3.1280111979108884,4.450907788694497,-907.4861793200024,BTCUSDT/BNBUSDT
