,Equity
2023-07-01 00:00:00,1000.0
2023-07-01 00:15:00,1000.0
2023-07-01 00:30:00,1000.0
2023-07-01 00:45:00,1000.0
2023-07-01 01:00:00,1000.0
2023-07-01 01:15:00,1000.0
2023-07-01 01:30:00,1000.0
2023-07-01 01:45:00,1000.0
2023-07-01 02:00:00,1000.0
2023-07-01 02:15:00,1000.0
2023-07-01 02:30:00,1000.0
2023-07-01 02:45:00,1000.0
2023-07-01 03:00:00,1000.0
2023-07-01 03:15:00,1000.0
2023-07-01 03:30:00,1000.0
2023-07-01 03:45:00,1000.0
2023-07-01 04:00:00,1000.0
2023-07-01 04:15:00,1000.0
2023-07-01 04:30:00,1000.0
2023-07-01 04:45:00,1000.0
2023-07-01 05:00:00,1000.0
2023-07-01 05:15:00,1000.0
2023-07-01 05:30:00,1000.0
2023-07-01 05:45:00,1000.0
2023-07-01 06:00:00,1000.0
2023-07-01 06:15:00,1000.0
2023-07-01 06:30:00,1000.0
2023-07-01 06:45:00,1000.0
2023-07-01 07:00:00,1000.0
2023-07-01 07:15:00,1000.0
2023-07-01 07:30:00,1000.0
2023-07-01 07:45:00,1000.0
2023-07-01 08:00:00,1000.0
2023-07-01 08:15:00,1000.0
2023-07-01 08:30:00,1000.0
2023-07-01 08:45:00,1000.0
2023-07-01 09:00:00,1000.0
2023-07-01 09:15:00,1000.0
2023-07-01 09:30:00,1000.0
2023-07-01 09:45:00,1000.0
2023-07-01 10:00:00,1000.0
2023-07-01 10:15:00,1000.0
2023-07-01 10:30:00,1000.0
2023-07-01 10:45:00,1000.0
2023-07-01 11:00:00,1000.0
2023-07-01 11:15:00,1000.0
2023-07-01 11:30:00,1000.0
2023-07-01 11:45:00,1000.0
2023-07-01 12:00:00,1000.0
2023-07-01 12:15:00,1000.0
2023-07-01 12:30:00,1000.0
2023-07-01 12:45:00,1000.0
2023-07-01 13:00:00,1000.0
2023-07-01 13:15:00,1000.0
2023-07-01 13:30:00,1000.0
2023-07-01 13:45:00,1000.0
2023-07-01 14:00:00,1000.0
2023-07-01 14:15:00,1000.0
2023-07-01 14:30:00,1000.0
2023-07-01 14:45:00,1000.0
2023-07-01 15:00:00,1000.0
2023-07-01 15:15:00,1000.0
2023-07-01 15:30:00,1000.0
2023-07-01 15:45:00,1000.0
2023-07-01 16:00:00,1000.0
2023-07-01 16:15:00,1000.0
2023-07-01 16:30:00,1000.0
2023-07-01 16:45:00,1000.0
2023-07-01 17:00:00,1000.0
2023-07-01 17:15:00,1000.0
2023-07-01 17:30:00,1000.0
2023-07-01 17:45:00,1000.0
2023-07-01 18:00:00,1000.0
2023-07-01 18:15:00,1000.0
2023-07-01 18:30:00,1000.0
2023-07-01 18:45:00,1000.0
2023-07-01 19:00:00,1000.0
2023-07-01 19:15:00,1000.0
2023-07-01 19:30:00,1000.0
2023-07-01 19:45:00,1000.0
2023-07-01 20:00:00,1000.0
2023-07-01 20:15:00,1000.0
2023-07-01 20:30:00,1000.0
2023-07-01 20:45:00,1000.0
2023-07-01 21:00:00,1000.0
2023-07-01 21:15:00,1000.0
2023-07-01 21:30:00,1000.0
2023-07-01 21:45:00,1000.0
2023-07-01 22:00:00,1000.0
2023-07-01 22:15:00,1000.0
2023-07-01 22:30:00,1000.0
2023-07-01 22:45:00,1000.0
2023-07-01 23:00:00,1000.0
2023-07-01 23:15:00,1000.0
2023-07-01 23:30:00,1000.0
2023-07-01 23:45:00,1000.0
2023-07-02 00:00:00,1000.0
2023-07-02 00:15:00,1000.0
2023-07-02 00:30:00,1000.0
2023-07-02 00:45:00,1000.0
2023-07-02 01:00:00,1000.0
2023-07-02 01:15:00,1000.0
2023-07-02 01:30:00,1000.0
2023-07-02 01:45:00,1000.0
2023-07-02 02:00:00,1000.0
2023-07-02 02:15:00,1000.0
2023-07-02 02:30:00,1000.0
2023-07-02 02:45:00,1000.0
2023-07-02 03:00:00,999.9720000009984
2023-07-02 03:15:00,999.9720000009984
2023-07-02 03:30:00,999.8252075444907
2023-07-02 03:45:00,999.7692075427622
2023-07-02 04:00:00,999.7692075427622
2023-07-02 04:15:00,999.7692075427622
2023-07-02 04:30:00,999.7692075427622
2023-07-02 04:45:00,999.7692075427622
2023-07-02 05:00:00,999.7692075427622
2023-07-02 05:15:00,999.7692075427622
2023-07-02 05:30:00,999.7692075427622
2023-07-02 05:45:00,999.7692075427622
2023-07-02 06:00:00,999.7692075427622
2023-07-02 06:15:00,999.7692075427622
2023-07-02 06:30:00,999.7692075427622
2023-07-02 06:45:00,1000.8586899694055
2023-07-02 07:00:00,1000.8586899694055
2023-07-02 07:15:00,1000.8586899694055
2023-07-02 07:30:00,1000.8586899694055
2023-07-02 07:45:00,1000.8586899694055
2023-07-02 08:00:00,1000.8586899694055
2023-07-02 08:15:00,1000.8306899704039
2023-07-02 08:30:00,1000.8306899704039
2023-07-02 08:45:00,999.6965039409697
2023-07-02 09:00:00,999.6965039409697
2023-07-02 09:15:00,999.6965039409697
2023-07-02 09:30:00,999.6965039409697
2023-07-02 09:45:00,999.6965039409697
2023-07-02 10:00:00,999.6965039409697
2023-07-02 10:15:00,999.6965039409697
2023-07-02 10:30:00,999.6965039409697
2023-07-02 10:45:00,999.6965039409697
2023-07-02 11:00:00,999.6970768545871
2023-07-02 11:15:00,999.6970768545871
2023-07-02 11:30:00,999.6970768545871
2023-07-02 11:45:00,999.6970768545871
2023-07-02 12:00:00,999.6970768545871
2023-07-02 12:15:00,999.6970768545871
2023-07-02 12:30:00,1007.3660493468051
2023-07-02 12:45:00,1007.3660493468051
2023-07-02 13:00:00,1007.3660493468051
2023-07-02 13:15:00,1007.3660493468051
2023-07-02 13:30:00,1007.3660493468051
2023-07-02 13:45:00,1007.3660493468051
2023-07-02 14:00:00,1007.3660493468051
2023-07-02 14:15:00,1007.3660493468051
2023-07-02 14:30:00,1007.3660493468051
2023-07-02 14:45:00,1007.3660493468051
2023-07-02 15:00:00,1007.3380493459408
2023-07-02 15:15:00,1007.3380493459408
2023-07-02 15:30:00,1007.3380493459408
2023-07-02 15:45:00,1007.3380493459408
2023-07-02 16:00:00,1007.3380493459408
2023-07-02 16:15:00,1007.3380493459408
2023-07-02 16:30:00,1007.2820493442123
2023-07-02 16:45:00,1007.2820493442123
2023-07-02 17:00:00,1007.2820493442123
2023-07-02 17:15:00,1007.2820493442123
2023-07-02 17:30:00,1007.2820493442123
2023-07-02 17:45:00,1007.2820493442123
2023-07-02 18:00:00,1007.2260493424837
2023-07-02 18:15:00,1012.3015097764437
2023-07-02 18:30:00,1012.3015097764437
2023-07-02 18:45:00,1012.3015097764437
2023-07-02 19:00:00,1012.3015097764437
2023-07-02 19:15:00,1012.4696610656683
2023-07-02 19:30:00,1012.4696610656683
2023-07-02 19:45:00,1012.4696610656683
2023-07-02 20:00:00,1012.4696610656683
2023-07-02 20:15:00,1012.4696610656683
2023-07-02 20:30:00,1012.4696610656683
2023-07-02 20:45:00,1012.4696610656683
2023-07-02 21:00:00,1003.7689278808539
2023-07-02 21:15:00,1003.7689278808539
2023-07-02 21:30:00,1003.7689278808539
2023-07-02 21:45:00,1003.7689278808539
2023-07-02 22:00:00,1003.7689278808539
2023-07-02 22:15:00,1003.7689278808539
2023-07-02 22:30:00,997.3343466010992
2023-07-02 22:45:00,997.3343466010992
2023-07-02 23:00:00,997.2503466022317
2023-07-02 23:15:00,997.2503466022317
2023-07-02 23:30:00,997.2503466022317
2023-07-02 23:45:00,997.2503466022317
2023-07-03 00:00:00,997.2503466022317
2023-07-03 00:15:00,997.2503466022317
2023-07-03 00:30:00,997.2503466022317
2023-07-03 00:45:00,997.2503466022317
2023-07-03 01:00:00,997.2503466022317
2023-07-03 01:15:00,997.2503466022317
2023-07-03 01:30:00,996.1517207038705
2023-07-03 01:45:00,986.9015576255624
2023-07-03 02:00:00,986.9015576255624
2023-07-03 02:15:00,988.1725370300119
2023-07-03 02:30:00,997.2848503005807
2023-07-03 02:45:00,997.2568502997165
2023-07-03 03:00:00,997.2568502997165
2023-07-03 03:15:00,997.2568502997165
2023-07-03 03:30:00,997.2288502988522
2023-07-03 03:45:00,1003.5725354489987
2023-07-03 04:00:00,1003.5725354489987
2023-07-03 04:15:00,1003.5725354489987
2023-07-03 04:30:00,1003.5725354489987
2023-07-03 04:45:00,1003.5725354489987
2023-07-03 05:00:00,1003.5725354489987
2023-07-03 05:15:00,1003.5725354489987
2023-07-03 05:30:00,1003.5725354489987
2023-07-03 05:45:00,1003.5725354489987
2023-07-03 06:00:00,1003.5725354489987
2023-07-03 06:15:00,1003.5714583088993
2023-07-03 06:30:00,1003.5714583088993
2023-07-03 06:45:00,1003.5714583088993
2023-07-03 07:00:00,1003.5714583088993
2023-07-03 07:15:00,1010.2226872136234
2023-07-03 07:30:00,1010.1946872127592
2023-07-03 07:45:00,1010.1946872127592
2023-07-03 08:00:00,1010.1666872118949
2023-07-03 08:15:00,1010.1666872118949
2023-07-03 08:30:00,1010.1666872118949
2023-07-03 08:45:00,1010.1666872118949
2023-07-03 09:00:00,1010.1666872118949
2023-07-03 09:15:00,1010.1666872118949
2023-07-03 09:30:00,1010.1666872118949
2023-07-03 09:45:00,1010.1666872118949
2023-07-03 10:00:00,1010.1666872118949
2023-07-03 10:15:00,1010.1666872118949
2023-07-03 10:30:00,1010.1666872118949
2023-07-03 10:45:00,1010.7122204517364
2023-07-03 11:00:00,1010.7122204517364
2023-07-03 11:15:00,1010.7122204517364
2023-07-03 11:30:00,1010.7122204517364
2023-07-03 11:45:00,1010.6842204527347
2023-07-03 12:00:00,1010.6562204518705
2023-07-03 12:15:00,1010.6562204518705
2023-07-03 12:30:00,1010.6562204518705
2023-07-03 12:45:00,1010.6562204518705
2023-07-03 13:00:00,1010.6562204518705
2023-07-03 13:15:00,1010.6562204518705
2023-07-03 13:30:00,1010.6562204518705
2023-07-03 13:45:00,1010.6562204518705
2023-07-03 14:00:00,1010.6562204518705
2023-07-03 14:15:00,1010.6562204518705
2023-07-03 14:30:00,1010.7053948984831
2023-07-03 14:45:00,1010.7053948984831
2023-07-03 15:00:00,1011.6594119415968
2023-07-03 15:15:00,1011.6594119415968
2023-07-03 15:30:00,1011.6594119415968
2023-07-03 15:45:00,1011.6314119407325
2023-07-03 16:00:00,1011.6314119407325
2023-07-03 16:15:00,1011.6314119407325
2023-07-03 16:30:00,1011.6314119407325
2023-07-03 16:45:00,1011.6314119407325
2023-07-03 17:00:00,1011.6314119407325
2023-07-03 17:15:00,1011.6314119407325
2023-07-03 17:30:00,1011.6314119407325
2023-07-03 17:45:00,1011.6314119407325
2023-07-03 18:00:00,1011.6314119407325
2023-07-03 18:15:00,1011.6314119407325
2023-07-03 18:30:00,1011.6314119407325
2023-07-03 18:45:00,1011.6314119407325
2023-07-03 19:00:00,1011.7434319340973
2023-07-03 19:15:00,1011.6874319323688
2023-07-03 19:30:00,1011.6874319323688
2023-07-03 19:45:00,1011.6594319333672
2023-07-03 20:00:00,1011.6594319333672
2023-07-03 20:15:00,1011.6594319333672
2023-07-03 20:30:00,1011.6594319333672
2023-07-03 20:45:00,1011.6594319333672
2023-07-03 21:00:00,1011.6594319333672
2023-07-03 21:15:00,1011.6594319333672
2023-07-03 21:30:00,1011.6594319333672
2023-07-03 21:45:00,1011.6594319333672
2023-07-03 22:00:00,1011.6594319333672
2023-07-03 22:15:00,1011.6594319333672
2023-07-03 22:30:00,1011.7217993949889
2023-07-03 22:45:00,1011.7217993949889
2023-07-03 23:00:00,1011.7217993949889
2023-07-03 23:15:00,1011.7217993949889
2023-07-03 23:30:00,1011.7217993949889
2023-07-03 23:45:00,1011.7217993949889
2023-07-04 00:00:00,1011.7217993949889
2023-07-04 00:15:00,1011.6937993959873
2023-07-04 00:30:00,1046.9913076357334
2023-07-04 00:45:00,1049.9607476191013
2023-07-04 01:00:00,1049.9607476191013
2023-07-04 01:15:00,1049.9607476191013
2023-07-04 01:30:00,1049.9607476191013
2023-07-04 01:45:00,1049.8767476202338
2023-07-04 02:00:00,1049.8767476202338
2023-07-04 02:15:00,1049.8767476202338
2023-07-04 02:30:00,1049.8767476202338
2023-07-04 02:45:00,1049.8767476202338
2023-07-04 03:00:00,1049.8767476202338
2023-07-04 03:15:00,1049.8767476202338
2023-07-04 03:30:00,1049.8564649605541
2023-07-04 03:45:00,1049.8564649605541
2023-07-04 04:00:00,1049.8564649605541
2023-07-04 04:15:00,1049.8564649605541
2023-07-04 04:30:00,1049.8564649605541
2023-07-04 04:45:00,1049.8564649605541
2023-07-04 05:00:00,1049.8284649615525
2023-07-04 05:15:00,1049.8284649615525
2023-07-04 05:30:00,1049.8284649615525
2023-07-04 05:45:00,1055.1101598506211
2023-07-04 06:00:00,1055.1101598506211
2023-07-04 06:15:00,1055.1101598506211
2023-07-04 06:30:00,1055.1101598506211
2023-07-04 06:45:00,1061.4527077441453
2023-07-04 07:00:00,1061.4527077441453
2023-07-04 07:15:00,1061.4527077441453
2023-07-04 07:30:00,1061.4527077441453
2023-07-04 07:45:00,1061.5633308728575
2023-07-04 08:00:00,1061.5633308728575
2023-07-04 08:15:00,1061.5633308728575
2023-07-04 08:30:00,1061.5633308728575
2023-07-04 08:45:00,1062.1636971672415
