tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
tr60,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr60,-0.7782564438573815,-310.87795535995247,-792.4910910887775,,4708,62,126.5635227560997
tr60,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr60,-1.1174393186838474,-384.53477155714063,-822.4679954434978,,4708,62,216.1459106206894
tr90,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr90,4.572264955885392,2463.524210899661,-536.9894782238407,0.08274651469117911,4659,58,203.8480423092842
tr90,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr90,4.277204006562261,2196.5158855829213,-525.8645280686324,0.15835298631172012,4659,58,347.82484996318817
tr120,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr120,2.4751769655524187,921.4885658320854,-653.331176828593,0.1577397578298563,4567,63,145.35538321733475
tr120,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr120,2.1761415665386896,753.9076411582064,-651.197549790144,0.3288602462911033,4567,63,247.93025255203247
tr180,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr180,2.421316190925911,890.0676208522636,-459.06453851703554,0.13394976367978687,4460,54,119.22434747219086
tr180,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr180,2.12639397909848,726.9092781670406,-458.40608189743944,0.2795704649897132,4460,54,203.22236490249634
tr240,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr240,3.739949077681381,1817.5818291034084,-469.10297063179314,0.08902169009442554,4436,54,161.80420631170273
tr240,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0_rg0p5to1p5_tr240,3.4588313591061124,1594.8187796636557,-467.88255962729454,0.1731006410976982,4436,54,276.0641531944275
