sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
3.4491369703895196,3.441819476542396,-64.63753123712377,-0.006376797489980653,335.2394836915046,151.0,2.220129031069567,11.121332625086396,0.5827814569536424,78.70456071035005,-36.67968361196108,3102,168.0,151.7792620677501,7.1639722863741335,0.001324338965896447,56.27535629272461,-30.416278839111328,0.7878151935381131
