sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair,entry_notional_count,entry_notional_cap_hits,entry_notional_below_min,entry_notional_avg,entry_notional_p50,entry_notional_min,entry_notional_max
1.65940785744617,1.1521425994905479,-836.4793401322095,-0.4467177552477484,280.16070685803425,91.0,3.078689086352025,66.8719938080567,0.5714285714285714,189.71772788278759,-422.98359686136246,2960,37.0,239.92520654201508,49.333333333333336,0.008590767094758764,348.70142,-141.1154,4.669345,2960.0,0.0,0.0,24.45897478670687,23.894466400146484,17.499998092651367,31.767526626586914
