config,holdout_costs,stress_costs,holdout_dd,stress_dd,holdout_pairs,stress_pairs,holdout_pnl,stress_pnl,holdout_sharpe,stress_sharpe,holdout_trades,stress_trades
turnoverlow/maxnot30/risk0p015/minnot10/maxpairs12,56.69512724876404,99.76785135269164,-184.94096845915192,-194.77402078174052,19.0,19.0,775.6093298869964,726.0625653244206,5.659437418958256,5.372993627149775,1542.0,1542.0
turnoverlow/maxnot30/risk0p015/minnot12/maxpairs12,56.69512724876404,99.76785135269164,-184.94096845915192,-194.77402078174052,19.0,19.0,775.6093298869964,726.0625653244206,5.659437418958256,5.372993627149775,1542.0,1542.0
turnoverlow/maxnot30/risk0p015/minnot15/maxpairs12,56.69512724876404,99.76785135269164,-184.94096845915192,-194.77402078174052,19.0,19.0,775.6093298869964,726.0625653244206,5.659437418958256,5.372993627149775,1542.0,1542.0
