s1,s2,reason
AFCUSDT,BICOUSDT,hurst_too_high (0.92)
CITYUSDT,COQUSDT,beta_out_of_range (555899.40)
1INCHUSDT,ACSUSDT,beta_out_of_range (125.76)
AFCUSDT,C98USDT,hurst_too_high (0.89)
1INCHUSDT,AXSUSDT,pvalue_0.277
AEGUSDT,DOMEUSDT,beta_out_of_range (365.15)
AAVEUSDT,ERTHAUSDT,beta_out_of_range (14395.72)
ACSUSDT,ATOMUSDT,beta_out_of_range (0.00)
ARKMUSDT,ETHDAI,low_correlation_0.23
CRVUSDT,DOTUSDT,pvalue_0.564
CRVUSDT,DOTUSDC,pvalue_0.557
AEGUSDT,BABYDOGEUSDT,beta_out_of_range (85198617.82)
COTUSDT,CSPRUSDT,pvalue_0.242
CAPSUSDT,CSPRUSDT,hurst_too_high (0.96)
CBKUSDT,ETCUSDT,pvalue_0.384
AAVEUSDT,ACSUSDT,beta_out_of_range (24859.17)
ARKMUSDT,ETHEUR,low_correlation_0.18
AXSUSDT,CRVUSDT,pvalue_0.293
ADAEUR,ADAUSDC,hurst_too_high (0.90)
CHRPUSDT,CITYUSDT,hurst_too_high (0.83)
ALGOUSDT,APEXUSDC,hurst_too_high (0.95)
ALGOUSDT,AVAUSDT,pvalue_0.294
BTTUSDT,ETHDAI,low_correlation_-0.16
BTTUSDT,ETHEUR,low_correlation_-0.17
C98USDT,CHZUSDT,hurst_too_high (0.92)
AXSUSDT,DOTUSDT,hurst_too_high (0.86)
AXSUSDT,DOTUSDC,hurst_too_high (0.86)
ACSUSDT,CAKEUSDT,beta_out_of_range (0.00)
BATUSDT,ETCUSDT,hurst_too_high (0.92)
APEXUSDC,CHRPUSDT,pvalue_0.402
AGLDUSDT,APEUSDC,pvalue_0.367
DOMEUSDT,DYDXUSDT,beta_out_of_range (0.00)
AAVEUSDT,DMAILUSDT,pvalue_0.504
AGLDUSDT,CAPSUSDT,low_correlation_0.30
AGLDUSDT,APEUSDT,pvalue_0.374
DAIUSDT,DOTBTC,low_correlation_-0.17
APEXUSDT,CHRPUSDT,pvalue_0.433
DOTUSDT,ERTHAUSDT,beta_out_of_range (1288.66)
DOTUSDC,ERTHAUSDT,beta_out_of_range (1291.92)
BABYDOGEUSDT,ETHDAI,low_correlation_0.15
BICOUSDT,DUELUSDT,pvalue_0.443
BONKUSDT,ETHDAI,beta_out_of_range (0.00)
CHRPUSDT,DMAILUSDT,hurst_too_high (1.00)
CELOUSDT,ENJUSDT,pvalue_0.240
CTCUSDT,ERTHAUSDT,beta_out_of_range (184.42)
AGIUSDT,COQUSDT,beta_out_of_range (52212.99)
AVAUSDT,CELOUSDT,pvalue_0.378
APEUSDT,DYDXUSDT,pvalue_0.450
APEUSDC,DYDXUSDT,pvalue_0.407
AFGUSDT,AKIUSDT,hurst_too_high (0.92)
BTTUSDT,ETHUSDC,low_correlation_-0.16
CHZUSDC,COMPUSDT,pvalue_0.515
CHZUSDT,COMPUSDT,pvalue_0.518
CAPSUSDT,DOTUSDC,pvalue_0.616
CAPSUSDT,DOTUSDT,pvalue_0.618
AFGUSDT,BNBUSDT,low_correlation_-0.00
DGBUSDT,ETHDAI,low_correlation_-0.11
CRVUSDT,DOMEUSDT,beta_out_of_range (1294.52)
AVAUSDT,DMAILUSDT,pvalue_0.341
DOGEEUR,FETUSDT,pvalue_0.244
ANKRUSDT,DOGEEUR,pvalue_0.246
