s1,s2,reason
COMPUSDT,GMXUSDT,low_correlation_0.35
ETCUSDT,XRPUSDT,beta_out_of_range (109.30)
AXSUSDT,CHZUSDT,pvalue_0.740
INTERUSDT,XRPUSDC,kpss
INTERUSDT,ZILUSDT,kpss
INTERUSDT,USTCUSDT,kpss
QTUMUSDT,THETAUSDT,kpss
CITYUSDT,JUVUSDT,kpss
ARKMUSDT,RPLUSDT,low_correlation_-0.46
ARKMUSDT,DOTUSDC,pvalue_0.154
ARKMUSDT,MNTUSDC,hurst_too_high (0.97)
BICOUSDT,PIPUSDT,low_correlation_0.39
THETAUSDT,XRPUSDT,pvalue_0.838
HFTUSDT,ICPUSDC,kpss
1INCHUSDT,SCUSDT,low_correlation_0.04
RSS3USDT,RVNUSDT,pvalue_0.268
ADAUSDC,PSGUSDT,kpss
BATUSDT,PEOPLEUSDT,low_correlation_-0.37
ICXUSDT,WAXPUSDT,pvalue_0.475
MVUSDT,SUIUSDC,pvalue_0.615
OASUSDT,TRVLUSDT,kpss
PEOPLEUSDT,THETAUSDT,low_correlation_-0.35
SUNUSDT,ZRXUSDT,pvalue_0.621
RACAUSDT,SANDBTC,pvalue_0.153
RPLUSDT,SDUSDT,low_correlation_-0.27
ETCUSDT,XRPUSDC,beta_out_of_range (108.76)
AXSUSDT,GMTUSDT,pvalue_0.195
INTERUSDT,XRPUSDT,kpss
INTERUSDT,LTCUSDC,kpss
DYDXUSDT,QNTUSDT,pvalue_0.608
PSGUSDT,VPADUSDT,pvalue_0.205
AFCUSDT,MDAOUSDT,kpss
JUVUSDT,VPADUSDT,pvalue_0.364
ARKMUSDT,IZIUSDT,beta_out_of_range (132.45)
SFUNDUSDT,VPADUSDT,pvalue_0.234
HFTUSDT,PSGUSDT,hurst_too_high (0.99)
HFTUSDT,SUIUSDC,pvalue_0.139
HFTUSDT,ICPUSDT,hurst_too_high (0.71)
CTCUSDT,DOTUSDC,pvalue_0.575
RSS3USDT,SCRTUSDT,pvalue_0.133
FLOWUSDT,MANAUSDT,pvalue_0.518
ADAUSDT,PSGUSDT,kpss
FORTUSDT,ICPUSDT,hurst_too_high (0.99)
ALGOUSDT,IMXUSDT,pvalue_0.212
MVUSDT,SUIUSDT,pvalue_0.620
ROSEUSDT,USTCUSDT,low_correlation_0.06
DAIUSDT,QTUMUSDT,low_correlation_-0.28
ANKRUSDT,MANAUSDT,pvalue_0.289
LTCBTC,LUNCUSDC,low_correlation_0.33
FLOKIUSDT,SANDBTC,low_correlation_0.20
EGLDUSDT,UNIUSDT,low_correlation_-0.34
MOVRUSDT,SCRTUSDT,kpss
AXSUSDT,GMTUSDC,pvalue_0.173
INTERUSDT,ZENUSDT,kpss
INTERUSDT,LTCUSDT,hurst_too_high (1.00)
OPUSDC,PSGUSDT,hurst_too_high (0.98)
CITYUSDT,VPADUSDT,pvalue_0.176
ETHWUSDT,XTZUSDT,pvalue_0.774
ARKMUSDT,OPUSDT,hurst_too_high (0.91)
ARKMUSDT,ENSUSDT,low_correlation_-0.28
NEARUSDT,XTZUSDT,pvalue_0.440
HFTUSDC,PSGUSDT,hurst_too_high (0.99)
HFTUSDT,SUIUSDT,pvalue_0.140
OMGUSDT,RDNTUSDT,pvalue_0.672
CTCUSDT,VPADUSDT,pvalue_0.159
RSS3USDT,XTZUSDT,pvalue_0.153
FLOWUSDT,MANAUSDC,pvalue_0.500
FORTUSDT,VPADUSDT,kpss
FORTUSDT,ICPUSDC,kpss
ALGOUSDT,USTCUSDT,kpss
MVUSDT,OPUSDC,hurst_too_high (0.95)
DOGEUSDC,ETHWUSDT,pvalue_0.122
DAIUSDT,XTZUSDT,low_correlation_-0.19
USDCUSDT,XTZUSDT,low_correlation_-0.31
LTCBTC,LUNCUSDT,low_correlation_0.33
XECUSDT,ZILUSDT,kpss
TIMEUSDT,ZENUSDT,kpss
AXSUSDT,UNIUSDT,low_correlation_0.12
AXSUSDT,SANDUSDT,pvalue_0.171
INTERUSDT,STXUSDT,low_correlation_0.39
APEUSDT,PSTAKEUSDT,low_correlation_-0.34
HNTUSDT,SDUSDT,low_correlation_0.34
OPUSDT,PSGUSDT,hurst_too_high (0.98)
ETHWUSDT,GMTUSDC,kpss
ARKMUSDT,OPUSDC,hurst_too_high (0.90)
ARKMUSDT,SFUNDUSDT,hurst_too_high (0.86)
HFTUSDT,SDUSDT,pvalue_0.167
HFTUSDC,RPLUSDT,low_correlation_-0.41
HFTUSDC,SUIUSDC,pvalue_0.140
CELOUSDT,ZRXUSDT,kpss
GODSUSDT,HBARUSDT,kpss
RSS3USDT,UNIUSDT,low_correlation_-0.54
BATUSDT,FIDAUSDT,low_correlation_-0.13
