s1,s2,reason
BTCUSDC,BTCUSDT,hurst_too_high (0.83)
ETHUSDC,ETHUSDT,hurst_too_high (0.86)
GALFTUSDT,GRTUSDT,pvalue_0.374
AGLAUSDT,CSPRUSDT,low_correlation_-0.63
CITYUSDT,KASTAUSDT,beta_out_of_range (114.94)
DMAILUSDT,GALFTUSDT,pvalue_0.384
AFCUSDT,BICOUSDT,pvalue_0.702
GALFTUSDT,IZIUSDT,low_correlation_0.34
DOTUSDT,KDAUSDT,pvalue_0.260
DYDXUSDT,KCALUSDT,pvalue_0.550
CITYUSDT,COQUSDT,beta_out_of_range (551184.54)
DOTUSDC,KDAUSDT,pvalue_0.250
ACSUSDT,AGLDUSDT,beta_out_of_range (0.00)
1INCHUSDT,ACSUSDT,beta_out_of_range (249.57)
APEXUSDT,AVAUSDT,hurst_too_high (0.99)
FIREUSDT,GODSUSDT,low_correlation_-0.04
AFCUSDT,C98USDT,pvalue_0.641
1INCHUSDT,AXSUSDT,pvalue_0.486
HNTUSDT,INTERUSDT,low_correlation_-0.34
AEGUSDT,DOMEUSDT,beta_out_of_range (176.88)
AFCUSDT,ANKRUSDT,pvalue_0.204
CRVUSDT,HFTUSDC,pvalue_0.425
AAVEUSDT,ERTHAUSDT,low_correlation_-0.41
FIREUSDT,KAVAUSDT,pvalue_0.336
CRVUSDT,HFTUSDT,pvalue_0.433
ACSUSDT,ATOMUSDT,beta_out_of_range (0.00)
AGLAUSDT,APPUSDT,low_correlation_-0.65
AAVEUSDT,GALFTUSDT,low_correlation_0.25
EVERUSDT,JUPUSDT,low_correlation_0.04
5IREUSDT,FXSUSDT,pvalue_0.312
GALFTUSDT,HBARUSDT,pvalue_0.472
FLOWUSDT,IZIUSDT,low_correlation_0.27
1INCHUSDT,KUBUSDT,pvalue_0.762
AEGUSDT,GLMRUSDT,pvalue_0.612
ARKMUSDT,ETHDAI,pvalue_0.263
APEXUSDC,KASTAUSDT,beta_out_of_range (138.57)
CSPRUSDT,FTTUSDT,pvalue_0.605
FIREUSDT,KCALUSDT,hurst_too_high (0.94)
DMAILUSDT,FIDAUSDT,hurst_too_high (0.83)
COMPUSDT,GTAIUSDT,pvalue_0.623
DOMEUSDT,GODSUSDT,low_correlation_-0.04
CAKEUSDT,FIDAUSDT,hurst_too_high (0.88)
APEXUSDT,KASTAUSDT,beta_out_of_range (138.99)
CRVUSDT,DOTUSDT,pvalue_0.328
CRVUSDT,KDAUSDT,hurst_too_high (0.81)
AEGUSDT,GODSUSDT,low_correlation_-0.08
AEGUSDT,BABYDOGEUSDT,beta_out_of_range (37748930.99)
ADAUSDT,APEUSDC,pvalue_0.465
COTUSDT,CSPRUSDT,pvalue_0.216
FIREUSDT,KCSUSDT,pvalue_0.418
ADAUSDT,APEUSDT,pvalue_0.471
ADAUSDC,APEUSDC,pvalue_0.467
DOTUSDC,KUBUSDT,pvalue_0.590
ADAUSDC,APEUSDT,pvalue_0.473
CSPRUSDT,FMBUSDT,pvalue_0.484
DOTUSDT,KUBUSDT,pvalue_0.591
CITYUSDT,GRTUSDT,pvalue_0.449
ADAEUR,APEUSDC,pvalue_0.412
ADAEUR,APEUSDT,pvalue_0.418
BATUSDT,JSTUSDT,pvalue_0.397
EGOUSDT,GALFTUSDT,pvalue_0.615
AGLAUSDT,ARBUSDT,low_correlation_-0.56
AGLAUSDT,ARBUSDC,low_correlation_-0.56
ERTHAUSDT,KASTAUSDT,hurst_too_high (0.83)
AAVEUSDT,ACSUSDT,low_correlation_-0.26
CITYUSDT,IZIUSDT,low_correlation_0.34
1INCHUSDT,ICXUSDT,pvalue_0.748
FTTUSDT,KSMUSDT,pvalue_0.240
