s1,s2,reason
BTCUSDC,BTCUSDT,hurst_too_high (0.99)
BATUSDT,CBKUSDT,hurst_too_high (0.86)
AGLAUSDT,CSPRUSDT,hurst_too_high (0.90)
CITYUSDT,COQUSDT,beta_out_of_range (250428.00)
1INCHUSDT,ACSUSDT,beta_out_of_range (159.78)
APEXUSDT,AVAUSDT,hurst_too_high (0.81)
APEXUSDC,AVAUSDT,hurst_too_high (0.82)
AEGUSDT,DOMEUSDT,beta_out_of_range (437.06)
AAVEUSDT,ERTHAUSDT,beta_out_of_range (23681.77)
ACSUSDT,ATOMUSDT,beta_out_of_range (0.00)
ARKMUSDT,ETHDAI,beta_out_of_range (0.00)
CRVUSDT,DOTUSDT,hurst_too_high (0.93)
CRVUSDT,DOTUSDC,hurst_too_high (1.00)
AEGUSDT,BABYDOGEUSDT,beta_out_of_range (120390102.12)
COTUSDT,CSPRUSDT,low_correlation_-0.49
CAPSUSDT,CSPRUSDT,pvalue_0.354
AGLAUSDT,ARBUSDT,hurst_too_high (0.97)
AEGUSDT,CGPTUSDT,pvalue_0.229
AAVEUSDT,ACSUSDT,beta_out_of_range (29040.43)
CAKEUSDT,CITYUSDT,pvalue_0.244
ARKMUSDT,ETHEUR,beta_out_of_range (0.00)
CHRPUSDT,CITYUSDT,hurst_too_high (0.94)
BTTUSDT,ETHDAI,beta_out_of_range (0.00)
ARTYUSDT,CRVUSDT,pvalue_0.331
BTTUSDT,ETHEUR,beta_out_of_range (0.00)
C98USDT,CHZUSDT,pvalue_0.775
CHRPUSDT,ERTHAUSDT,hurst_too_high (0.84)
C98USDT,CHZUSDC,pvalue_0.779
AXSUSDT,DOTUSDT,hurst_too_high (0.91)
AXSUSDT,DOTUSDC,hurst_too_high (0.91)
ACSUSDT,CAKEUSDT,beta_out_of_range (0.00)
AGLDUSDT,APEUSDC,pvalue_0.315
DOMEUSDT,DYDXUSDT,beta_out_of_range (0.00)
AAVEUSDT,DMAILUSDT,beta_out_of_range (109.91)
AGLDUSDT,CAPSUSDT,pvalue_0.806
AGLDUSDT,APEUSDT,pvalue_0.308
CSPRUSDT,DOTUSDC,hurst_too_high (0.86)
CSPRUSDT,DOTUSDT,hurst_too_high (0.86)
DAIUSDT,DOTBTC,low_correlation_-0.11
DOTUSDT,ERTHAUSDT,beta_out_of_range (1831.01)
DOTUSDC,ERTHAUSDT,beta_out_of_range (1833.10)
APEUSDT,ATOMUSDT,hurst_too_high (0.83)
BABYDOGEUSDT,ETHDAI,beta_out_of_range (0.00)
APEUSDC,ATOMUSDT,hurst_too_high (0.86)
ARTYUSDT,AXSUSDT,pvalue_0.496
BONKUSDT,ETHDAI,beta_out_of_range (0.00)
CBKUSDT,CELOUSDT,hurst_too_high (0.93)
CELOUSDT,ENJUSDT,hurst_too_high (0.91)
CTCUSDT,ERTHAUSDT,beta_out_of_range (123.68)
AGIUSDT,COQUSDT,beta_out_of_range (83715.28)
ARTYUSDT,DOTUSDT,pvalue_0.596
CITYUSDT,CPOOLUSDT,pvalue_0.230
AXLUSDT,DOTUSDC,pvalue_0.223
AXLUSDT,DOTUSDT,pvalue_0.225
BTTUSDT,ETHUSDC,beta_out_of_range (0.00)
CHZUSDC,COMPUSDT,pvalue_0.360
CITYUSDT,ENJUSDT,pvalue_0.404
CHZUSDT,COMPUSDT,pvalue_0.337
CAPSUSDT,DOTUSDC,pvalue_0.404
CAPSUSDT,DOTUSDT,pvalue_0.404
AFGUSDT,BNBUSDT,low_correlation_-0.65
DGBUSDT,ETHDAI,beta_out_of_range (0.00)
CRVUSDT,DOMEUSDT,beta_out_of_range (898.30)
CGPTUSDT,ENJUSDT,hurst_too_high (0.88)
