pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCDAI-BTCEUR,02/01-05/31,8.527857,1.0847362279891968,68,0.12540966,54,82,2881,0.86087185,-0.4516107
KCSUSDT-KDAUSDT,02/01-05/31,0.29480362,0.3597593605518341,34,0.008670695,15,53,2881,1.4094367,-0.7673196
ATOMUSDT-KDAUSDT,02/01-05/31,5.752125,0.524986982345581,44,0.1307301,24,63,2881,2.8615994,-0.8950118
FTTUSDT-GSWIFTUSDT,02/01-05/31,-4.7101583,0.8209875226020813,32,-0.14719245,13,51,2881,0.9259173,-2.8154285
FLOWUSDT-JUVUSDT,02/01-05/31,-0.3859712,0.2733262777328491,38,-0.010157136,14,62,2881,0.87926936,-0.7242304
AFCUSDT-CITYUSDT,02/01-05/31,12.590115,0.4143820106983185,41,0.30707598,27,54,2881,2.4526489,-1.2548969
DMAILUSDT-GMTUSDT,02/01-05/31,3.0134904,0.3246747553348541,43,0.070081174,27,59,2881,2.7708936,-1.5343186
AGLDUSDT-HFTUSDC,02/01-05/31,-2.638019,0.634962260723114,48,-0.05495873,25,71,2881,1.0355071,-1.2237996
FIDAUSDT-KAVAUSDT,02/01-05/31,1.6183772,0.17624008655548096,46,0.035182115,23,69,2881,0.76792425,-0.67729557
CGPTUSDT-FILUSDC,02/01-05/31,0.469674,0.25400012731552124,49,0.009585183,23,74,2881,1.4216989,-0.9706067
ADAUSDT-KUBUSDT,02/01-05/31,8.835651,0.37199628353118896,49,0.18031941,31,66,2881,2.405704,-2.0541356
C98USDT-FILUSDT,02/01-05/31,6.2243614,0.21447965502738953,40,0.15560904,28,52,2881,1.976933,-0.3359121
ADAUSDT-APEUSDC,02/01-05/31,-1.2169031,0.3619316816329956,38,-0.032023765,16,59,2881,1.1194581,-0.8511669
GMTUSDT-KAVAUSDT,02/01-05/31,3.0825908,0.24786023795604706,40,0.07706477,25,55,2881,0.5026599,-0.4752488
CHZUSDT-FILUSDC,02/01-05/31,-0.37076846,0.4846322238445282,34,-0.010904955,12,56,2881,1.3692517,-1.2710335
CHRPUSDT-DMAILUSDT,02/01-05/31,14.789778,0.55808025598526,41,0.3607263,23,58,2881,6.5903726,-2.0052092
IZIUSDT-KCALUSDT,02/01-05/31,10.939064,0.5082197189331055,33,0.3314868,17,49,2881,5.573554,-1.0940129
COMPUSDT-GTAIUSDT,02/01-05/31,-5.5654273,0.5878351926803589,44,-0.12648699,20,68,2881,2.1175623,-1.7237391
FILUSDC-GTAIUSDT,02/01-05/31,12.460884,0.2152343988418579,29,0.42968565,18,40,2881,3.3188465,-1.1620528
DOTUSDC-KDAUSDT,02/01-05/31,-5.241976,0.7616994380950928,46,-0.113956,19,73,2881,1.0545477,-1.2951462
GALFTUSDT-GRTUSDT,02/01-05/31,-2.533575,1.460530400276184,35,-0.07238786,11,58,2881,6.723712,-4.1963634
ARTYUSDT-KUBUSDT,02/01-05/31,-7.463687,0.834220290184021,41,-0.18204114,16,65,2881,1.0740398,-2.4018276
FLOWUSDT-HVHUSDT,02/01-05/31,-1.4532601,0.3643995523452759,37,-0.0392773,16,58,2881,1.5590062,-2.659703
CELOUSDT-FITFIUSDT,02/01-05/31,5.266695,0.496055543422699,46,0.11449337,27,65,2881,1.4429792,-1.195932
CELOUSDT-FLOWUSDT,02/01-05/31,5.092207,0.48817992210388184,47,0.10834483,27,66,2881,3.7151108,-0.6022913
GENEUSDT-KDAUSDT,02/01-05/31,0.6110437,0.48504871129989624,35,0.01745839,18,52,2881,1.590006,-1.9314064
CGPTUSDT-FILUSDT,02/01-05/31,-1.919513,0.22885921597480774,47,-0.0408407,22,72,2881,1.2630507,-1.7974585
INSPUSDT-KSMUSDT,02/01-05/31,-7.967489,0.9882277250289917,44,-0.18107928,20,67,2881,3.9669528,-1.8348142
HFTUSDC-KUBUSDT,02/01-05/31,-4.756595,0.6956788897514343,51,-0.09326657,22,79,2881,1.739791,-1.4972618
C98USDT-CHZUSDT,02/01-05/31,-2.1604028,0.3612815737724304,45,-0.048008952,18,72,2881,1.1778556,-0.90199625
AFGUSDT-FXSUSDT,02/01-05/31,4.14084,0.4872235953807831,29,0.14278759,12,46,2881,6.6356754,-3.315764
CHZUSDC-FILUSDC,02/01-05/31,4.3416185,0.512148380279541,35,0.124046244,18,52,2881,4.1700416,-0.83880514
ADAEUR-ADAUSDC,02/01-05/31,4.256071,0.8304824829101562,79,0.053874318,64,94,2881,0.3065993,-0.34894383
IZIUSDT-KAVAUSDT,02/01-05/31,11.464613,0.3847813904285431,32,0.35826916,18,46,2881,6.4194975,-2.1317973
ETHUSDC-ETHUSDT,02/01-05/31,-0.7215432,0.9516071677207947,49,-0.014725371,23,75,2881,0.012906962,-0.038122203
FILUSDT-GTAIUSDT,02/01-05/31,5.365538,0.23085927963256836,30,0.17885128,13,47,2881,3.0684094,-1.0494667
DOTUSDT-KDAUSDT,02/01-05/31,-3.4668505,0.7703151702880859,47,-0.073762774,20,74,2881,2.0629945,-1.2779415
CITYUSDT-KASTAUSDT,02/01-05/31,-0.48396444,0.26486170291900635,35,-0.013827556,12,58,2881,2.4050756,-1.3152615
ARTYUSDT-GENEUSDT,02/01-05/31,-2.58537,0.9565036296844482,43,-0.060124885,15,70,2881,2.9085317,-0.78088146
APEUSDC-HFTUSDT,02/01-05/31,3.057366,0.801396369934082,49,0.062395222,27,71,2881,1.0983185,-0.9411459
DMAILUSDT-GALFTUSDT,02/01-05/31,2.3915699,0.30884337425231934,41,0.05833097,21,60,2881,3.7222981,-3.1655889
BICOUSDT-DUELUSDT,02/01-05/31,8.048639,0.5376632213592529,31,0.2596335,13,49,2881,4.854049,-1.081904
CBKUSDT-ENJUSDT,02/01-05/31,0.6411221,0.26026153564453125,44,0.014570957,20,68,2881,2.2772045,-1.5004969
C98USDT-GTAIUSDT,02/01-05/31,-0.26226056,0.2711019515991211,39,-0.0067246296,15,63,2881,1.1324931,-0.79178333
