sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
0.40072211899395416,0.39992274325969984,-96.05268032953609,-0.009442835640861293,266.941561073676,91.0,2.9334237480623733,14.515025451472532,0.5824175824175825,64.32820198312402,-46.15481811249629,1380,183.0,54.43721085321158,7.540983606557377,0.0012925223554589892,31.111970901489258,-20.273841857910156,1.4396275537383687
