pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCUSDC-BTCUSDT,10/03-01/31,-2.375111,2.7431082725524902,67,-0.03544942,23,111,2881,0.033830438,-0.11457833
DYDXUSDT-KSMUSDT,10/03-01/31,-1.7076192,3.2557730674743652,51,-0.03348273,27,74,2881,1.4688609,-1.4867938
CBKUSDT-FILUSDC,10/03-01/31,27.306648,4.745535850524902,39,0.70017046,14,63,2881,17.937336,-6.2498794
BATUSDT-JSTUSDT,10/03-01/31,16.414768,1.6012029647827148,62,0.26475433,41,83,2881,5.771905,-6.345652
CHZUSDC-JSTUSDT,10/03-01/31,12.322835,1.485727310180664,55,0.22405155,32,78,2881,4.677594,-1.7848526
CAPSUSDT-FTTUSDT,10/03-01/31,-37.059395,8.392239570617676,43,-0.8618464,17,69,2881,23.550488,-30.326715
FITFIUSDT-IZIUSDT,10/03-01/31,22.752506,1.245876669883728,39,0.58339757,25,53,2881,8.513878,-3.0261576
ETHDAI-ETHEUR,10/03-01/31,70.57707,2.0230021476745605,83,0.8503262,70,95,2881,4.271916,-1.1730506
APEUSDC-HFTUSDC,10/03-01/31,16.287846,2.008307933807373,52,0.3132278,35,68,2881,4.4812183,-1.424852
CBKUSDT-ENJUSDT,10/03-01/31,28.878931,8.113126754760742,49,0.58936596,24,74,2881,52.708614,-16.657728
GODSUSDT-KCALUSDT,10/03-01/31,-12.077645,1.7843208312988281,39,-0.3096832,13,65,2881,3.2220943,-4.640479
CHZUSDT-JSTUSDT,10/03-01/31,11.547159,1.5627937316894531,58,0.19908895,35,81,2881,4.915324,-2.2414408
AGLAUSDT-ARBUSDC,10/03-01/31,-0.47052735,0.5533533096313477,50,-0.009410547,25,75,2881,1.6962565,-0.8909107
FITFIUSDT-FLOWUSDT,10/03-01/31,-7.002987,0.9897224307060242,44,-0.1591588,20,68,2881,3.1294,-3.3680983
ETHUSDC-ETHUSDT,10/03-01/31,-1.1914957,1.7825126647949219,63,-0.01891263,33,93,2881,0.084429525,-0.08983308
APEUSDT-HFTUSDC,10/03-01/31,10.992348,2.523585319519043,58,0.18952323,32,83,2881,3.7942388,-1.3084179
CBKUSDT-ETCUSDT,10/03-01/31,32.718834,6.302321434020996,50,0.6543767,25,74,2881,47.853523,-16.59846
GMTUSDT-KCALUSDT,10/03-01/31,3.1486807,2.9812939167022705,41,0.07679709,17,64,2881,4.6730437,-5.1386676
ADAEUR-ADAUSDC,10/03-01/31,59.163036,9.68041706085205,92,0.6430765,67,117,2881,3.256574,-1.7478727
AGLAUSDT-ARBUSDT,10/03-01/31,-0.47870737,0.553931474685669,50,-0.009574148,25,75,2881,1.6926966,-0.9521098
AVAUSDT-FLOWUSDT,10/03-01/31,-6.9892397,4.0742902755737305,57,-0.12261824,27,86,2881,3.3252034,-2.3508081
AXLUSDT-IZIUSDT,10/03-01/31,10.921835,2.3124067783355713,54,0.2022562,30,78,2881,6.500828,-4.6275005
BICOUSDT-DUELUSDT,10/03-01/31,-2.7312474,2.640659809112549,49,-0.05573974,26,71,2881,5.5903854,-11.385515
GMTUSDC-KCALUSDT,10/03-01/31,9.384604,2.3096272945404053,39,0.24063088,21,57,2881,6.642384,-8.023839
CHZUSDC-FILUSDC,10/03-01/31,2.7498198,1.779768943786621,62,0.04435193,34,90,2881,2.0875127,-3.4521465
AGLAUSDT-CSPRUSDT,10/03-01/31,1.23031,0.5207966566085815,49,0.025108367,28,70,2881,1.5256423,-0.41145837
CYBERUSDT-FIDAUSDT,10/03-01/31,15.575346,3.1656107902526855,57,0.27325168,33,80,2881,17.811806,-3.111048
FLOWUSDT-JSTUSDT,10/03-01/31,5.318369,1.5991058349609375,58,0.09169602,38,77,2881,2.92892,-6.1587276
DMAILUSDT-FIDAUSDT,10/03-01/31,1.2266512,0.7710996866226196,45,0.027258916,21,68,2881,1.4075857,-0.9298225
BATUSDT-ETCUSDT,10/03-01/31,0.14386773,1.3716695308685303,50,0.0028773546,23,76,2881,4.124805,-2.3238566
CSPRUSDT-GTAIUSDT,10/03-01/31,41.146084,1.5804439783096313,51,0.80678594,30,72,2881,9.667557,-5.356487
CAPSUSDT-CSPRUSDT,10/03-01/31,10.180237,4.158406734466553,44,0.23136902,20,68,2881,31.19488,-15.524734
DYDXUSDT-KCALUSDT,10/03-01/31,-3.749453,2.5583114624023438,43,-0.08719658,19,66,2881,2.7626133,-2.355531
AFCUSDT-CITYUSDT,10/03-01/31,-21.389858,2.748851776123047,48,-0.44562206,23,73,2881,8.472354,-8.182915
1INCHUSDT-AXSUSDT,10/03-01/31,-5.4373326,2.401578903198242,57,-0.0953918,28,86,2881,2.1768682,-2.2601063
ENJUSDT-FILUSDC,10/03-01/31,5.834819,2.877016067504883,62,0.09410998,34,89,2881,3.5420446,-2.8945322
CSPRUSDT-FTTUSDT,10/03-01/31,-1.0703115,3.848982334136963,50,-0.021406231,27,73,2881,8.218512,-3.7341666
AGLAUSDT-APPUSDT,10/03-01/31,-0.11281559,0.42845863103866577,38,-0.0029688312,15,61,2881,0.45734054,-0.41078505
AVAUSDT-KASTAUSDT,10/03-01/31,10.213352,2.740053653717041,40,0.2553338,21,59,2881,3.7224922,-3.8884568
BICOUSDT-KASTAUSDT,10/03-01/31,20.620846,1.7747526168823242,43,0.47955456,23,62,2881,5.360439,-3.3646984
FIDAUSDT-KAVAUSDT,10/03-01/31,-11.036606,2.158888578414917,56,-0.19708225,29,83,2881,4.984159,-10.59789
C98USDT-CHZUSDC,10/03-01/31,14.662785,3.767576217651367,63,0.23274261,42,83,2881,2.1951134,-1.8668331
CHRPUSDT-ERTHAUSDT,10/03-01/31,-10.249082,0.5466753244400024,50,-0.20498163,15,84,2881,1.3459789,-1.6160537
IZIUSDT-KCALUSDT,10/03-01/31,-1.6934552,0.9743741750717163,38,-0.044564612,13,62,2881,2.8969128,-1.5367413
ARKMUSDT-ARUSDT,10/03-01/31,3.5839472,3.012950897216797,60,0.059732452,33,86,2881,4.5973153,-2.2379348
CBKUSDT-FILUSDT,10/03-01/31,91.48398,5.233886241912842,43,2.1275344,21,64,2881,60.036232,-8.058504
1INCHUSDT-ICXUSDT,10/03-01/31,14.407918,2.7467079162597656,59,0.244202,39,79,2881,3.142435,-0.9238395
C98USDT-CHZUSDT,10/03-01/31,-6.0839815,3.273371934890747,52,-0.11699964,25,78,2881,1.9348502,-3.4811537
AEGUSDT-DOMEUSDT,10/03-01/31,-3.7888956,1.9270319938659668,38,-0.09970778,13,63,2881,3.7213666,-5.790378
IZIUSDT-KAVAUSDT,10/03-01/31,1.9880743,0.8162786960601807,47,0.042299453,26,67,2881,3.2776468,-2.138922
ETHDAI-ETHEUR,11/02-03/02,23.702969,4.644115924835205,74,0.32031038,56,92,2881,1.3565795,-1.0404718
APEUSDC-HFTUSDC,11/02-03/02,1.454962,4.865756034851074,53,0.027452113,29,76,2881,2.7488089,-3.9112911
BATUSDT-JSTUSDT,11/02-03/02,-4.8000183,2.794020414352417,50,-0.096000366,23,76,2881,3.962587,-3.2577896
CHZUSDC-JSTUSDT,11/02-03/02,0.8503977,1.1945104598999023,49,0.017355055,23,74,2881,1.5619965,-0.97265613
AGLAUSDT-ARBUSDC,11/02-03/02,-15.634344,2.494349479675293,45,-0.34742987,22,68,2881,0.87903965,-4.825582
ERTHAUSDT-KASTAUSDT,11/02-03/02,3.8936906,0.8095895648002625,38,0.10246554,22,54,2881,1.6601374,-1.5090022
ETHUSDC-ETHUSDT,11/02-03/02,-3.931676,5.121265411376953,65,-0.060487323,11,119,2881,0.0950513,-0.13271765
APEUSDT-HFTUSDC,11/02-03/02,10.316362,5.667960166931152,60,0.17193937,38,82,2881,1.8830688,-1.2163374
AFCUSDT-CITYUSDT,11/02-03/02,14.766146,10.025070190429688,51,0.28953227,26,75,2881,26.058823,-22.34125
