,PnL
2023-10-01,0.0
2023-10-02,-8.642368841450661
2023-10-03,3.2556846799561754
2023-10-04,3.075475726276636
2023-10-05,2.0013358588330448
2023-10-06,1.9644686598330736
2023-10-07,10.89771915297024
2023-10-08,-8.730156534118578
2023-10-09,8.724714332493022
2023-10-10,-2.860653574578464
2023-10-11,10.775999702746049
2023-10-12,2.402380210813135
2023-10-13,-2.2327537210658193
2023-10-14,-3.690392886288464
2023-10-15,5.798374782054452
2023-10-16,9.141196767799556
2023-10-17,1.3863124788622372
2023-10-18,-2.4543142151087523
2023-10-19,12.136368445120752
2023-10-20,-16.55309756565839
2023-10-21,-0.289618905633688
2023-10-22,9.192834114190191
2023-10-23,5.411481038667262
2023-10-24,51.5907480858732
2023-10-25,4.277855641208589
2023-10-26,-4.6420951364561915
2023-10-27,0.6954425503499806
2023-10-28,-1.1513473941013217
2023-10-29,-18.939771139994264
2023-10-30,-1.4278056672774255
2023-10-31,0.0
2023-11-01,-4.1783335278742015
2023-11-02,-3.250933842617087
2023-11-03,2.6865422311238945
2023-11-04,-3.6963298078626394
2023-11-05,4.14799034409225
2023-11-06,0.7913100132718682
2023-11-07,-2.715291273314506
2023-11-08,0.42552386852912605
2023-11-09,-1.0611399644985795
2023-11-10,8.457366958260536
2023-11-11,6.421298524364829
2023-11-12,-0.482067977078259
2023-11-13,1.8460269439965487
2023-11-14,-7.03354256413877
2023-11-15,1.215112691745162
2023-11-16,0.599187292624265
2023-11-17,0.30366651248186827
2023-11-18,0.0
2023-11-19,0.1785925323201809
2023-11-20,-0.47540021734312177
2023-11-21,1.0385633679106832
2023-11-22,2.2459879107773304
2023-11-23,0.0
2023-11-24,-0.8201155494898558
2023-11-25,-1.8053821194916964
2023-11-26,-1.3924475404201075
2023-11-27,2.4432607665657997
2023-11-28,-0.27709953393787146
2023-11-29,-6.828474213369191
2023-11-30,0.0
2023-12-01,21.250718728202628
2023-12-02,0.6035091241647024
2023-12-03,-0.012967854039743543
2023-12-04,4.211634615436196
2023-12-05,-1.9149527347180992
2023-12-06,18.369651837390848
2023-12-07,-10.806275625043781
2023-12-08,24.459155272110365
2023-12-09,-9.296239673625678
2023-12-10,16.66890048235655
2023-12-11,-31.233197709079832
2023-12-12,-3.2747667762450874
2023-12-13,-2.712886485736817
2023-12-14,0.6734777180245146
2023-12-15,-2.727289512520656
2023-12-16,4.874802407808602
2023-12-17,19.894539246102795
2023-12-18,4.387155536562204
2023-12-19,2.6456357738934457
2023-12-20,1.8527735832612962
2023-12-21,9.677806631661952
2023-12-22,-31.45688090636395
2023-12-23,-18.28160553838825
2023-12-24,-4.831849537789822
2023-12-25,5.189796084538102
2023-12-26,9.092646433506161
2023-12-27,-9.063698499463499
2023-12-28,33.68794829118997
2023-12-29,4.23373862542212
2023-12-30,1.5397826433181763
