sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
4.212370411575527,4.210573677640844,-87.90157905197702,-0.00848478187133286,445.32147460926353,151.0,2.949148838471944,13.725291753553007,0.5960264900662252,67.21214521490037,-35.53201753972098,23317,168.0,1064.6045871824026,53.84988452655889,0.009613033708946006,138.06503,-64.901,3.3613622
