tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
z0p90,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z0p90_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.671012206848815,2021.1367856797588,-525.128505398985,0.09016948595042988,5379,58,182.244865000248
z0p90,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z0p90_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.359609589023544,1734.4076815802837,-522.7124795080163,0.17770457250676935,5379,58,308.2121756076813
z1p00,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p00_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.505171786588247,1995.5954766089708,-586.2059628460556,0.08932037330203457,5103,58,178.24733293056488
z1p00,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p00_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.2244193831596086,1724.3830176514457,-559.2188599075889,0.17524821956795442,5103,58,302.1950536966324
z1p15,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,4.572264955885392,2463.524210899661,-536.9894782238407,0.08274651469117911,4659,58,203.8480423092842
z1p15,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,4.277204006562261,2196.5158855829213,-525.8645280686324,0.15835298631172012,4659,58,347.82484996318817
z1p30,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p30_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.9653863471996695,1102.7829053173773,-365.6788762223441,0.1251581347709193,4147,58,138.02225148677826
z1p30,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p30_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.554411621716962,944.2113241783228,-366.2786181066185,0.2504688140197846,4147,58,236.49549055099487
z1p45,holdout,holdout_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p45_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.5517661491854744,884.7229446844285,-273.97743304120377,0.1355261465197246,3647,58,119.90309143066406
z1p45,stress,stress_relaxed8_nokpss_20260213_oos20230501_20240430_top250_z1p45_exit0p08_hold300_cd300_ms0p1_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5_slz3p0,3.1627154837872924,755.3039859830169,-280.34588573040674,0.2732808646831557,3647,58,206.41012638807297
