pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
BTCDAI-BTCEUR,02/01-05/31,-0.050857216119766235,0.17277991771697998,9,-0.005650801584124565,4,14,2881,0.42308926582336426,-0.33796924352645874,
KCSUSDT-KDAUSDT,02/01-05/31,-0.6851959824562073,0.021813489496707916,3,-0.2283986657857895,0,6,2881,0.0,-0.6665663719177246,
ATOMUSDT-KDAUSDT,02/01-05/31,0.2806292176246643,0.07618845999240875,7,0.040089886635541916,5,9,2881,0.2515977919101715,-0.1878226101398468,
COMPUSDT-GTAIUSDT,02/01-05/31,-0.29021409153938293,0.17797459661960602,14,-0.02072957716882229,6,22,2881,0.29753851890563965,-0.442183256149292,
FILUSDC-GTAIUSDT,02/01-05/31,0.8649317622184753,0.018520429730415344,3,0.28831058740615845,3,3,2881,0.598844051361084,-0.006143078673630953,
DOTUSDC-KDAUSDT,02/01-05/31,0.0907478854060173,0.11791915446519852,8,0.011343485675752163,5,11,2881,0.28417733311653137,-0.24307894706726074,
ETHUSDC-ETHUSDT,02/01-05/31,-0.10331358760595322,0.09672896564006805,5,-0.020662717521190643,0,10,2881,0.0,-0.032025501132011414,
FILUSDT-GTAIUSDT,02/01-05/31,-0.5628651976585388,0.029283758252859116,4,-0.1407162994146347,1,7,2881,0.21830599009990692,-0.4968651533126831,
DOTUSDT-KDAUSDT,02/01-05/31,0.12019746005535126,0.1184031218290329,8,0.015024682506918907,5,11,2881,0.28470462560653687,-0.23353901505470276,
ETCUSDT-JUVUSDT,02/01-05/31,-0.6305462121963501,0.26923689246177673,23,-0.02741505205631256,9,37,2881,0.7756589651107788,-0.7935473322868347,
DOTUSDC-FTTUSDT,02/01-05/31,-0.33730950951576233,0.03162107244133949,1,-0.33730950951576233,0,2,2881,0.0,-0.32165661454200745,
GALFTUSDT-HBARUSDT,02/01-05/31,-7.485544681549072,0.28700631856918335,6,-1.2475907802581787,1,11,2881,0.2542090117931366,-3.576923370361328,
FILUSDC-JUVUSDT,02/01-05/31,-0.8583899736404419,0.19096717238426208,22,-0.039017725735902786,9,35,2881,0.7954953908920288,-0.7386499643325806,
DOTUSDT-FTTUSDT,02/01-05/31,-0.19474829733371735,0.05597209930419922,2,-0.09737414866685867,1,3,2881,0.17232371866703033,-0.33902785181999207,
FILUSDT-JUVUSDT,02/01-05/31,-1.8006751537322998,0.18596327304840088,20,-0.09003375470638275,6,34,2881,0.9084234237670898,-0.541323721408844,
AXSUSDT-KUBUSDT,02/01-05/31,1.8078644275665283,0.0298689566552639,3,0.6026214957237244,3,3,2881,0.9514192342758179,-0.008638524450361729,
HNTUSDT-INTERUSDT,02/01-05/31,0.19545850157737732,0.06930811703205109,7,0.02792264334857464,5,9,2881,0.2042156606912613,-0.3347422480583191,
ATOMUSDT-GODSUSDT,02/01-05/31,0.00869983434677124,0.1835974156856537,10,0.0008699834579601884,5,15,2881,0.5217977166175842,-0.4907818138599396,
CYBERUSDT-FIDAUSDT,02/01-05/31,0.44861361384391785,0.1256248950958252,18,0.02492297813296318,9,27,2881,1.3381197452545166,-1.03612220287323,
ATOMUSDT-KCALUSDT,02/01-05/31,1.224697470664978,0.15985187888145447,10,0.12246974557638168,6,14,2881,0.6611276865005493,-0.21196331083774567,
