sharpe_ratio_abs,sharpe_ratio_on_returns,max_drawdown_abs,max_drawdown_on_equity,total_pnl,total_days,avg_daily_pnl,volatility,win_rate,max_single_gain,max_single_loss,total_trades,total_pairs_traded,total_costs,avg_trades_per_pair,win_rate_trades,best_pair_pnl,worst_pair_pnl,avg_pnl_per_pair
1.5484057446389081,1.523363793760965,-335.2735251248232,-0.032299216496979415,326.34422258082486,151.0,2.1612200170915554,31.9828812504341,0.5960264900662252,218.6367605663836,-153.60286489594728,6878,69.0,589.3537450283766,47.43448275862069,0.00852194520580737,245.04512,-78.86676,2.8516989
