pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCDAI-BTCEUR,02/01-05/31,13.130413,1.7740709781646729,115,0.1141775,84,145,2881,0.83698744,-0.48977056
KCSUSDT-KDAUSDT,02/01-05/31,-0.18632412,0.6567612886428833,64,-0.0029113144,35,92,2881,1.5787464,-2.3533149
ATOMUSDT-KDAUSDT,02/01-05/31,-2.7154884,0.8725085854530334,66,-0.041143764,33,98,2881,2.3167477,-2.399728
FTTUSDT-GSWIFTUSDT,02/01-05/31,17.907345,1.829998254776001,72,0.24871312,47,96,2881,11.230409,-2.9818392
FLOWUSDT-JUVUSDT,02/01-05/31,0.8774938,0.4334341585636139,61,0.014385144,31,90,2881,1.3107232,-1.2661462
AFCUSDT-CITYUSDT,02/01-05/31,3.1834595,0.6437114477157593,62,0.05134612,44,79,2881,2.2838922,-6.352738
DMAILUSDT-GMTUSDT,02/01-05/31,-2.4410212,0.45104438066482544,62,-0.039371308,33,90,2881,2.6392558,-1.9002542
AGLDUSDT-HFTUSDC,02/01-05/31,1.462713,1.0003913640975952,64,0.02285489,35,92,2881,2.6085372,-1.3448788
FIDAUSDT-KAVAUSDT,02/01-05/31,5.453457,0.23544874787330627,66,0.08262813,39,92,2881,1.2406209,-0.7110564
CGPTUSDT-FILUSDC,02/01-05/31,-5.383422,0.2971711754798889,60,-0.0897237,28,91,2881,0.786691,-1.5293899
ADAUSDT-KUBUSDT,02/01-05/31,7.854695,0.48834341764450073,63,0.124677695,36,89,2881,2.5177531,-2.0541356
C98USDT-FILUSDT,02/01-05/31,1.3713086,0.32430946826934814,62,0.02211788,35,89,2881,0.7580448,-0.49788204
ADAUSDT-APEUSDC,02/01-05/31,0.8147407,0.6988985538482666,60,0.013579012,34,85,2881,1.1030657,-1.0463982
GMTUSDT-KAVAUSDT,02/01-05/31,0.05465579,0.34875452518463135,57,0.00095887354,35,78,2881,0.5598319,-0.9386494
CHZUSDT-FILUSDC,02/01-05/31,0.13149041,1.0670207738876343,63,0.0020871493,34,91,2881,3.7376776,-2.5103023
CHRPUSDT-DMAILUSDT,02/01-05/31,-5.50959,0.8854870796203613,60,-0.091826506,31,88,2881,5.404137,-5.0491157
IZIUSDT-KCALUSDT,02/01-05/31,-4.492362,1.081587553024292,60,-0.0748727,32,87,2881,6.1283636,-3.4732325
COMPUSDT-GTAIUSDT,02/01-05/31,-10.136248,0.7812170386314392,55,-0.18429542,25,84,2881,2.3176787,-1.8578167
FILUSDC-GTAIUSDT,02/01-05/31,-2.517212,0.506037712097168,50,-0.05034424,24,76,2881,2.3245282,-1.2576855
DOTUSDC-KDAUSDT,02/01-05/31,-1.8840066,1.1889185905456543,73,-0.02580831,36,109,2881,2.022573,-1.8105162
GALFTUSDT-GRTUSDT,02/01-05/31,-107.68086,8.99884033203125,68,-1.5835421,28,108,2881,7.1022735,-50.146603
ARTYUSDT-KUBUSDT,02/01-05/31,-7.615243,1.1468522548675537,58,-0.13129729,26,89,2881,1.6824912,-1.4130177
FLOWUSDT-HVHUSDT,02/01-05/31,1.4617264,0.5426619052886963,52,0.028110124,28,75,2881,2.558393,-2.4946647
CELOUSDT-FITFIUSDT,02/01-05/31,8.287518,0.610389232635498,57,0.14539504,35,78,2881,2.212943,-1.4804742
CELOUSDT-FLOWUSDT,02/01-05/31,3.384014,0.6577363610267639,63,0.053714506,40,85,2881,1.6168327,-3.2518346
GENEUSDT-KDAUSDT,02/01-05/31,7.995765,0.7858276963233948,58,0.13785802,32,83,2881,6.9420805,-4.009932
CGPTUSDT-FILUSDT,02/01-05/31,-3.7483041,0.3363366425037384,65,-0.057666216,28,101,2881,1.5969516,-1.1829624
INSPUSDT-KSMUSDT,02/01-05/31,-10.328261,1.3963361978530884,59,-0.17505528,26,91,2881,3.8772454,-2.4506874
HFTUSDC-KUBUSDT,02/01-05/31,-12.091705,0.8869419097900391,67,-0.18047321,33,100,2881,1.739791,-3.1185575
C98USDT-CHZUSDT,02/01-05/31,-0.49209118,0.4765782952308655,61,-0.008067069,34,88,2881,1.6013622,-0.98007107
AFGUSDT-FXSUSDT,02/01-05/31,22.113945,1.1903042793273926,56,0.3948919,34,77,2881,6.6842647,-4.463622
CHZUSDC-FILUSDC,02/01-05/31,2.2673228,0.9277772307395935,61,0.037169226,32,89,2881,4.19736,-1.734043
ADAEUR-ADAUSDC,02/01-05/31,3.408318,1.4034247398376465,132,0.02582059,89,174,2881,0.3300915,-0.30454186
IZIUSDT-KAVAUSDT,02/01-05/31,6.517607,0.6803944110870361,57,0.114343986,34,79,2881,4.920008,-3.367871
ETHUSDC-ETHUSDT,02/01-05/31,-1.1800964,1.4701513051986694,73,-0.016165704,31,114,2881,0.017849822,-0.040385187
FILUSDT-GTAIUSDT,02/01-05/31,-4.130811,0.48661714792251587,48,-0.086058564,21,75,2881,2.326503,-1.8655005
DOTUSDT-KDAUSDT,02/01-05/31,-5.0645123,1.0649123191833496,66,-0.076735035,35,96,2881,1.3440176,-1.7735308
CITYUSDT-KASTAUSDT,02/01-05/31,1.59866,0.4583577513694763,59,0.027095933,33,84,2881,5.092469,-3.781825
ARTYUSDT-GENEUSDT,02/01-05/31,-2.8608582,1.5098555088043213,60,-0.04768097,26,93,2881,2.2559378,-1.6169156
APEUSDC-HFTUSDT,02/01-05/31,-1.1436417,1.0277318954467773,63,-0.018153043,31,95,2881,1.6541415,-0.9156858
DMAILUSDT-GALFTUSDT,02/01-05/31,3.638964,0.41603803634643555,52,0.06998008,32,71,2881,3.2368538,-4.608577
BICOUSDT-DUELUSDT,02/01-05/31,5.963824,0.9881749749183655,59,0.10108176,33,85,2881,5.126582,-1.7009999
CBKUSDT-ENJUSDT,02/01-05/31,-0.5721884,0.4705624282360077,64,-0.008940443,34,94,2881,4.6451497,-5.748241
C98USDT-GTAIUSDT,02/01-05/31,3.3538437,0.34339669346809387,52,0.064496994,30,74,2881,1.7525308,-1.0737804
ADAEUR-KUBUSDT,02/01-05/31,2.2165854,0.5192227363586426,69,0.032124426,41,96,2881,1.8083415,-2.166184
HFTUSDT-KUBUSDT,02/01-05/31,-8.651178,1.0174062252044678,73,-0.11850929,38,107,2881,1.2247696,-3.1361408
C98USDT-CHZUSDC,02/01-05/31,1.1333187,0.5293000936508179,65,0.017435672,38,92,2881,1.3141816,-1.2292216
BATUSDT-JSTUSDT,02/01-05/31,0.35327613,0.34688395261764526,66,0.0053526685,38,94,2881,0.7916693,-0.7816704
CHZUSDC-FILUSDT,02/01-05/31,-6.4480114,0.9253377914428711,62,-0.10400018,30,93,2881,2.6103766,-1.669746
CAPSUSDT-KUBUSDT,02/01-05/31,-1.1830934,1.1028658151626587,56,-0.021126669,32,80,2881,1.585351,-1.5113308
ERTHAUSDT-KASTAUSDT,02/01-05/31,3.2695403,1.1915106773376465,64,0.051086567,32,95,2881,14.694651,-4.4608436
ETCUSDT-JUVUSDT,02/01-05/31,8.219051,0.7809231281280518,68,0.1208684,41,94,2881,2.7950125,-1.7507024
DOTUSDC-FTTUSDT,02/01-05/31,1.8508935,1.099177360534668,55,0.033652607,32,77,2881,1.9984326,-1.8961344
GALFTUSDT-HBARUSDT,02/01-05/31,-3.473071,4.2544450759887695,52,-0.06678983,24,79,2881,17.964708,-34.906143
APEXUSDT-AVAUSDT,02/01-05/31,13.660256,1.0495045185089111,62,0.22032672,40,83,2881,5.8361297,-3.531987
AFCUSDT-ANKRUSDT,02/01-05/31,-8.157191,1.0425989627838135,55,-0.14831257,34,75,2881,6.1757817,-14.897402
AFCUSDT-BICOUSDT,02/01-05/31,-2.8500383,0.8608072400093079,57,-0.05000067,29,84,2881,3.7088387,-5.294367
AGLDUSDT-APEUSDC,02/01-05/31,-0.688468,0.745616614818573,68,-0.010124529,32,103,2881,1.3655896,-1.6313157
CBKUSDT-FILUSDC,02/01-05/31,2.0443683,0.2911226451396942,48,0.042591006,28,67,2881,1.4646505,-1.1923928
AVAUSDT-FITFIUSDT,02/01-05/31,-4.218671,0.8825660347938538,56,-0.07533341,27,84,2881,1.9107187,-1.6734598
1INCHUSDT-KUBUSDT,02/01-05/31,-1.1150136,0.524937629699707,74,-0.0150677515,44,103,2881,1.479873,-2.1584387
HFTUSDC-KDAUSDT,02/01-05/31,-3.9996886,0.8593242168426514,57,-0.07016998,27,86,2881,3.7075758,-1.7790008
GODSUSDT-KSMUSDT,02/01-05/31,-0.9522786,0.6025588512420654,50,-0.019045573,22,77,2881,1.7902445,-2.0627596
