s1,s2,beta,mean,std,half_life,pvalue,hurst,mean_crossings
HBARUSDT,JEFFUSDT,0.5176131458066994,0.21989307442634143,0.13769997296934414,0.671271348853518,0.042210562527524746,0,59
BOBAUSDT,ROSEUSDT,0.4443454239616396,0.19287180766235315,0.1376985692776138,0.5264732836062512,0.03445836658051233,0,52
CBKUSDT,ZTXUSDT,0.6926686945001621,0.16771207799163337,0.13767073089312132,0.5307656082080084,0.007733644529600677,0,80
JEFFUSDT,XCADUSDT,0.8004853728701108,0.163113768339481,0.13765554137667038,0.5016858701780476,0.01149489121746951,0,45
SOLOUSDT,WLDUSDT,0.7195428494702656,0.13302345230799517,0.13762895187998955,0.7415056451092616,0.025035078325629345,0,104
BNBUSDT,OPUSDT,0.29204910047837507,0.44981292880057056,0.13761868275573888,0.613312587258767,0.02743671961180928,0,76
AVAXUSDC,TRCUSDT,0.8037925309244207,0.2774909763274581,0.13761568025991028,0.677315132651581,0.028854772151359495,0,44
JSTUSDT,SANDUSDC,1.053037035120681,0.05610097826430966,0.13758859715231256,0.6878505608950145,0.026258080322727174,0,87
AVAXUSDT,TRCUSDT,0.8044195491839669,0.2775126403909553,0.13756889587302412,0.684572732576326,0.028346324481663576,0,50
PEPEUSDT,SOLUSDC,0.8743983582813262,0.1305286683353267,0.13756028090001615,0.802557399972802,0.02110627641806489,0,53
AAVEUSDT,AVAXUSDC,0.5439504611333923,0.1931623180057461,0.13753546137829958,1.0381787496403065,0.005926263730507221,0,34
MDAOUSDT,XRPEUR,0.7762282246559151,-0.008900691427695917,0.13752174547751,0.5708422517099608,0.036616233104624606,0,24
FORTUSDT,HNTUSDT,0.4523748311870573,0.08554275855863638,0.1375076456422832,0.5659992340005001,0.015989843803732064,0,87
AAVEUSDT,AVAXUSDT,0.5440543616802411,0.19304212581695662,0.13750201867689416,1.0374249451934507,0.006120487049296806,0,30
BNBUSDT,OPUSDC,0.29195784416446524,0.4495006624986876,0.13750015826563286,0.6105549940829899,0.026463788835963398,0,76
SONUSDT,XAVAUSDT,0.5485754985440902,0.053166332273004296,0.13746572234284632,0.5224660466656432,0.014932701622613332,0,46
DOTBTC,QTUMUSDT,0.7962665108397472,0.06619310862721613,0.13744899674008737,0.9151891604888236,0.039215887485199226,0,52
DOGEUSDT,ROSEUSDT,1.1002263876115042,0.017927187620469735,0.1374191353246421,0.6084852153981118,0.01797483518546474,0,64
AGLDUSDT,LTCUSDT,0.5547121089397621,0.12059853097860444,0.13741556856788542,0.769394571536072,0.026689932633064555,0,62
ERTHAUSDT,SFUNDUSDT,0.47321388976536644,0.1493517246190107,0.13740976449125053,0.5055145851371157,0.0008147213950062026,0,83
MINAUSDT,SOLUSDC,0.6493848594151013,0.14410854674746776,0.13740954657758056,0.8008450029632698,0.0013512984451007778,0,48
AAVEUSDT,KUBUSDT,0.49937558876904603,0.20776641347128816,0.13740432152560492,0.5688044675130215,0.01221481689990935,0,90
DGBUSDT,SOLOUSDT,0.9276363215331155,0.12268769183153681,0.13740058928054227,0.7707241236433815,0.003437189085340749,0,82
MINAUSDT,SOLUSDT,0.6515378049304061,0.14207337032970788,0.13735623398266797,0.8017955288804947,0.0013134393021841126,0,44
AGLDUSDT,LTCUSDC,0.5619103078118075,0.11318196857045729,0.13735025787626295,0.7668796672956224,0.026461667865637205,0,62
AGLDUSDT,MAGICUSDT,0.7671573251353865,0.03954937195170692,0.13731376717691318,0.6276266780840614,0.014125306304409788,0,60
DOTBTC,LTCUSDT,0.7335941408020632,0.04827266777142865,0.13727261276438835,0.917372926244253,0.01933826733654109,0,29
TRCUSDT,XRPBTC,0.37943646290761984,-0.015914712211549577,0.137268923608095,0.5539815124592808,5.580526011503319e-07,0,119
DOGEEUR,SOLOUSDT,0.9703057113673916,0.10810569705932481,0.13720869265707342,0.6722016452562427,0.007211578846329367,0,95
BOBAUSDT,SANDBTC,0.39149424042704273,0.22863338344594206,0.1372041997012139,0.5225116114721031,0.03236181991859575,0,41
PEPEUSDT,SOLUSDT,0.878770330360134,0.12712256442667252,0.13716264025581978,0.7989155035666212,0.02073866405499179,0,56
DOTBTC,LTCUSDC,0.7431714734636854,0.03843121961366139,0.1371390072565715,0.9022568335768154,0.01964934200378123,0,27
ERTHAUSDT,GODSUSDT,0.5729219058520745,0.14775267610882103,0.1370888295643775,0.6365324450630999,0.01665190885893285,0,55
DOTUSDC,MAGICUSDT,0.8167298926790074,0.03788523751821257,0.13705223318189091,1.0291355934850182,0.02019840364220596,0,39
SOLOUSDT,XLMBTC,0.7820015586303942,0.09191290090302774,0.13704676200216515,0.5687451589788032,0.0010363238542129794,0,73
AGIUSDT,QTUMUSDT,0.6625884643284543,0.04319202816313639,0.13703811418641546,0.5825795018059954,0.008218320498442904,0,49
TOKENUSDT,UNIUSDT,1.020787461264641,0.0052003888303590925,0.13702821379756278,0.922577926880051,0.0065586888049276645,0,44
HBARUSDT,SALDUSDT,0.6206549897692025,0.3199800323970656,0.13702660942046696,0.6823440392317557,0.04366562027593444,0,92
PYTHUSDT,XLMBTC,0.8532781790456353,0.07031473338582087,0.13698643472518796,0.7287822100968385,0.027021554068957936,0,88
C98USDT,SISUSDT,0.6203446935109335,0.2001198332422224,0.13697249067449596,0.8041270509626129,0.03167537701785863,0,38
ONEUSDT,POLUSDT,0.9583531772042483,0.012459929096760459,0.13695531575473133,0.6355677476931338,0.012636574798820998,0,65
KDAUSDT,ZTXUSDT,0.5719902686279492,0.1738086777334624,0.13694983642388978,0.5040923650592778,0.018852133856191125,0,102
FORTUSDT,XTZUSDT,0.4644386007765271,0.08642827448433912,0.13689911885499262,0.5657186320189099,0.03071031602388283,0,97
BNBUSDT,GRTUSDT,0.3009197462975713,0.46915801635624443,0.13688833157445351,0.5511167916598878,0.038172573415600694,0,80
CRVUSDT,FTTUSDT,0.7925608120352241,0.1021503275734518,0.1368820447691197,0.8343847408258296,0.040515251020063606,0,72
DOTUSDT,MAGICUSDT,0.8147800756077744,0.037855922905477214,0.1368401525993593,1.0307966150938177,0.020766413294806482,0,39
POLUSDT,ROSEUSDT,0.7650901517373336,0.13630467163362198,0.13682406962878207,0.5826612297222181,0.045707958978993025,0,71
MBXUSDT,VRTXUSDT,0.8459563803107699,0.08538419459858176,0.1367938029303657,0.849223388585028,0.02181248278915831,0,61
AAVEUSDT,FTTUSDT,0.46083049728250397,0.21515820647977016,0.13674659037082512,0.8112325286481393,0.011876611729286668,0,58
RUNEUSDT,SFUNDUSDT,0.7615564839693441,0.13769139148092827,0.13669009319542091,0.5132641798452582,0.0044201183988550686,0,67
JSTUSDT,SANDUSDT,1.0540214341954388,0.0550883179442525,0.13664130690869702,0.6463934842838159,0.025042195621493134,0,97
ONEUSDT,UNIUSDT,0.8819861004903756,0.0965739324163146,0.13655868051403958,1.0008397377752138,0.014804282439713382,0,27
ATOMUSDT,CAKEUSDT,0.6878381728806053,0.19723491411774538,0.13653398733848562,0.7719925129240388,0.00020155091603402667,0,48
FXSUSDT,SOLOUSDT,0.48504047001815104,0.2650049922198857,0.1364972816318585,0.67931715299698,0.012743028222768168,0,53
PIPUSDT,QNTUSDT,0.8114240250906326,0.023475798246857263,0.13646591155544133,0.6822885572290188,0.03351396095748992,0,75
QNTUSDT,ZTXUSDT,0.9663411576498944,-0.03375174166877195,0.13645008142022733,0.5669637777066168,0.009627682121725677,0,87
HBARUSDT,KASTAUSDT,0.6760538081657356,0.1801020941973791,0.13639900694013812,0.6687807019834786,0.032512940649489466,0,87
OMGUSDT,PIPUSDT,0.8742445777435638,0.18878199530462098,0.13639264707580603,0.6005027067076016,0.043277569435098445,0,92
AAVEUSDT,KCSUSDT,0.47068805908868244,0.22392792509785353,0.13632923050309537,0.7369378328051188,0.023836200209171977,0,54
FXSUSDT,LADYSUSDT,0.9393768891634093,-0.09012994805937363,0.13632169449793122,0.5461612640542466,0.018669198254804547,0,65
FETUSDT,MINAUSDT,0.5460050201732483,0.308694167127363,0.13631848197676136,0.6231358001848544,0.03458873832612134,0,113
AAVEUSDT,BNBUSDT,0.7201282991453797,-0.008628101541091619,0.1362827922131174,0.9481571784029708,0.027847238493845763,0,25
FITFIUSDT,XRPUSDC,0.8844533816922499,-0.008135481009322541,0.1362304640572288,0.5557312041680685,0.0120697500712218,0,92
CELOUSDT,IMXUSDT,0.7498892330802925,0.14531011846217148,0.1362213047572919,0.5445445761661442,0.010834748371256735,0,69
ERTHAUSDT,POLUSDT,0.4662899114059514,0.11123774991363627,0.13620573774404532,0.5381057166104615,0.009277500245030119,0,37
SUSHIUSDT,VINUUSDT,0.8965971925821169,0.24219841049796204,0.13620117537964715,0.6350592237079593,0.000937173742325936,0,76
CRVUSDT,FMCUSDT,0.7533021881692543,0.1651017423515874,0.13618098775477966,0.6828732900057914,0.04538535666993277,0,42
KCSUSDT,SUSHIUSDT,0.8053292631752278,0.021482839048108486,0.13611804333623614,0.5012249885343624,0.006848370161067118,0,134
GLMRUSDT,XCADUSDT,0.5186940540983491,0.18088294278313785,0.13605675930377892,0.701944984211155,0.04567397072833914,0,50
BELUSDT,GODSUSDT,1.052637030214893,0.16812440392258393,0.13605110892889047,0.707497688991664,0.008914123111326984,0,66
GMTUSDC,MASKUSDT,0.8529902032178683,0.07639798786450694,0.1360194243351402,0.6596208268144109,0.0313085728983978,0,52
BNBUSDT,RUNEUSDT,0.29680738177624716,0.4694956203314895,0.13593793153575834,0.5085927225455797,0.01089626376099411,0,84
ARTYUSDT,FORTUSDT,0.8368962343449787,0.007157527695719956,0.13589342633887752,0.517690780831359,0.026236469782490716,0,48
DOGEUSDC,ROSEUSDT,1.0891043210954388,0.02791353541423007,0.1358372551852801,0.5869694663051546,0.01649694165226962,0,68
KCSUSDT,LINKUSDT,1.0073727843980107,-0.0023386923408456567,0.13583290539658008,0.508671531280139,0.02276069258302205,0,147
ACHUSDT,SOLEUR,1.002055024015915,0.03854245674821034,0.13582718652238898,0.6996467966629051,0.0461510321132988,0,82
BTTUSDT,TELUSDT,0.4120482986022066,0.16284743861540898,0.135816196568684,0.5558555472118389,0.021162440799753688,0,57
SOLOUSDT,SPELLUSDT,0.7630249438594388,0.06978899741844057,0.13578309334853997,0.7488978863752097,0.0046625429488137814,0,52
BOBAUSDT,SWEATUSDT,0.4470519445059745,0.1541650599373835,0.13575115588744507,0.5028442832236422,0.013598702955131962,0,59
FLIPUSDT,IZIUSDT,0.483664951327313,0.16368583538659429,0.13574492118050438,0.5113678406370032,0.004204514840266853,0,102
FITFIUSDT,XRPUSDT,0.8925081035509859,-0.015778030925820124,0.13574104301460369,0.5494717665397404,0.01159319727603241,0,92
CELOUSDT,YFIUSDT,0.6842571423882792,0.12465453735512129,0.1357224139368353,0.5172279246324454,0.0027793720647039176,0,79
KCSUSDT,LINKUSDC,1.0093148996850976,-0.0030893574348545747,0.13571822006625386,0.5057733222382816,0.02121896308328535,0,157
FORTUSDT,LTCBTC,0.34242507167642355,0.13027040356912117,0.1356661648548657,0.5797441155504045,0.011948897780061496,0,37
CAKEUSDT,LUNAUSDT,0.8160726599825379,0.03640955187660943,0.13566429534049154,0.5474971102403431,1.0025584452671365e-05,0,36
GMTUSDT,MASKUSDT,0.8518120698495976,0.07689397977214535,0.13563738734688052,0.7733402723621915,0.031815112350223475,0,44
SOLEUR,UNIUSDT,0.48087438322494025,0.2353667169575629,0.1356247754290225,0.5434909575506888,0.01326730122617946,0,67
MDAOUSDT,NEARUSDT,0.952676110227601,0.014480699733041688,0.135597636856326,0.6418454456479304,0.028716649615081954,0,76
MDAOUSDT,XLMUSDC,0.7243103709263261,0.08517514457460297,0.1355734902055311,0.8287089694022277,0.0492459680227815,0,39
SNXUSDT,SWEATUSDT,0.7564922315313254,0.0659058638020696,0.13555546574555336,0.736705575958197,0.032587911035189064,0,61
ATOMUSDT,WOOUSDT,1.0824021744829346,0.03629717251559997,0.13555397528503121,0.7431804587715132,0.01412593088202637,0,55
AFCUSDT,SANDUSDC,0.7142720776193181,0.008923537326907564,0.13546103985927002,0.5082016778672799,0.014725472574855987,0,50
RPKUSDT,SWEATUSDT,0.9146305921968618,-0.19151134819894852,0.13543875755243812,0.7146395645510735,0.026513272823144363,0,46
BNBUSDT,LINKUSDT,0.34407549575318486,0.45613215188541084,0.1354008128027573,0.5562805082648221,0.007966061779463662,0,80
AGIUSDT,SOLOUSDT,0.6722800477042482,0.05934972182269855,0.13533737640807164,0.5727861386658303,0.009183902055987748,0,73
ADAUSDT,SALDUSDT,0.773736365868172,0.2848155586886511,0.13533340754967,0.5590044026883845,0.014877709476163015,0,48
GLMRUSDT,LTCEUR,0.5148037932627538,0.11578165592000603,0.13532807277430267,1.1283551974150101,0.029733459577693185,0,65
MASKUSDT,THNUSDT,0.4760477603867942,0.1719596172359679,0.13530445535691973,0.6586524992110624,0.003381442669200932,0,75
LUNAUSDT,PIPUSDT,0.8360884655890899,0.10205305443204962,0.13529574288825075,0.6211744644491143,0.030035222289598377,0,62
AGLDUSDT,LTCEUR,0.5850621300214371,0.09462768963890601,0.13525874159261422,0.6991448039623891,0.016579178636717252,0,76
FORTUSDT,XLMUSDC,0.38164466408941683,0.13115738551083134,0.13525080313709723,0.5476013692272883,0.019793230716047706,0,79
FORTUSDT,XLMUSDT,0.38088093666823664,0.1308864368224268,0.1352304664519873,0.5507560687519616,0.02189398754368748,0,73
BNBUSDT,LINKUSDC,0.3467029637897575,0.45503416100072264,0.13522184264912887,0.5488809938668673,0.008544074502780375,0,80
BONKUSDT,YFIUSDT,0.6907264166461115,0.059704811055617264,0.13522118693290286,0.8466444988549551,0.035590369321457045,0,64
BNBUSDT,CRVUSDT,0.2749216960278013,0.47579978840520193,0.13521367476201226,0.5136267548059696,0.030963509966938516,0,112
ADAEUR,SALDUSDT,0.7374211039668518,0.3124574538202472,0.13521166203627724,0.5360294033896826,0.02059428864670384,0,48
KASTAUSDT,SOLBTC,0.5720820470552281,0.21807069416681332,0.1351589673499777,0.5702116200950017,0.014526226947157102,0,66
ADAUSDC,SALDUSDT,0.7732907357757799,0.2838891922124327,0.13512678918451676,0.558526950818757,0.014588267397493573,0,48
MEMEUSDT,UNIUSDT,0.8070918218785941,0.13588994493142156,0.1351210702529478,0.510024551311405,0.012249921122035642,0,72
CAKEUSDT,CHZUSDC,0.8279353819202593,-0.05331405946186076,0.13509386775084128,0.6802295936472231,0.015727478193284683,0,50
BOBAUSDT,MANABTC,0.39931959946284407,0.21959106322245484,0.13508929843447717,0.5101395174410444,0.048040143650539595,0,65
AGIUSDT,SUSHIUSDT,0.6807588947084925,0.030151847655320207,0.13508540977168768,0.6212214553319202,0.00852248044290507,0,87
CELOUSDT,XEMUSDT,0.6779060236904032,0.1286912430294309,0.1350562598540169,0.5094602854336928,0.0040660299876071355,0,79
TRCUSDT,WAXPUSDT,0.4272637180958248,-0.029259705363523306,0.13504969673574924,0.5556756882781446,1.2112185399929967e-05,0,90
AFCUSDT,ONEUSDT,0.6123033231011085,0.02530298349597265,0.13504182375463095,0.5329319708232529,0.022495632383052157,0,68
RUNEUSDT,SWEATUSDT,0.7316990943626371,0.04242963577336405,0.13498077704006894,0.6884396951141337,0.03112203394348506,0,53
ICXUSDT,SALDUSDT,0.5480492759441854,0.23157068544507659,0.13497169986634763,0.6239347881630535,0.021156737284059573,0,74
CAKEUSDT,CHZUSDT,0.8288161239170442,-0.05506157892598445,0.13494561706923186,0.755259260643483,0.017615121200751146,0,38
NEARUSDT,SALDUSDT,0.6541773405111897,0.24449743067992927,0.13493121031743907,0.5344852666308046,0.02797602087052682,0,116
ETHWUSDT,MANAUSDC,0.775577521141095,0.08752640708712696,0.1349118213165013,0.8099108231710608,0.021830625000755777,0,17
AXLUSDT,FMCUSDT,0.6854644742594067,0.28372044897413945,0.13482431415436513,0.529584703897665,0.021539012317562712,0,60
FORTUSDT,UNIUSDT,0.41190753823883874,0.12301379176037755,0.1347934338316102,0.5281670534434838,0.006821974041747064,0,55
ETHWUSDT,MANAUSDT,0.7796744643900793,0.08593473154591541,0.13478489819082345,0.8456682734379577,0.021023303908187345,0,15
ACSUSDT,HBARUSDT,0.9622997959287795,-0.15829218112659213,0.13474213586153252,0.7720851982232158,0.031128096606393048,0,61
COMPUSDT,GODSUSDT,0.9286819569150929,0.14318890836884798,0.13471162064106684,0.631519349444592,0.0015085186329972806,0,63
DOGEEUR,SOLUSDC,1.2522047131360992,-0.0002586580154851322,0.13470887637873633,0.513918650863079,0.015355704921187248,0,62
CELOUSDT,SNXUSDT,0.7180519780776015,0.15860981888063888,0.13469060089750112,0.5758781482893077,0.01006343388706804,0,77
KDAUSDT,XECUSDT,0.5479375937662954,0.1710759138501844,0.13468936101442217,0.5018831785344701,0.010973606498935114,0,42
CGPTUSDT,PERPUSDT,1.107533363768599,-0.008504386654823315,0.1346849954530871,0.5585544929961657,0.008723532824561835,0,61
CYBERUSDT,OPUSDT,0.2841773311411283,0.18378455875507527,0.13466828739436063,0.643579534562278,0.04843258723650341,0,50
CELOUSDT,DYDXUSDT,0.6520142394225832,0.20504366290139403,0.13466571909662955,0.6148257369498427,0.026037897121237552,0,70
CYBERUSDT,OPUSDC,0.2829150638696331,0.18410004604359423,0.13465056736439235,0.6414442945717291,0.04616610761593554,0,48
C98USDT,GALFTUSDT,0.6197722280845641,0.06509025377253874,0.1346395677395421,0.5049849931826902,0.04050767123820923,0,74
CYBERUSDT,SISUSDT,0.3052739577935776,0.2266447297402187,0.13460467744824425,0.5517369094707253,0.04128071839312025,0,49
BOBAUSDT,LUNAUSDT,0.4168366078954404,0.22336708805946326,0.1345671439136741,0.5433042172341088,0.046858510451526454,0,61
BTTUSDT,OPUSDC,0.2933427648881471,0.15964009808265864,0.13449348890475088,0.9232877074825278,0.030107355915588073,0,33
SOLOUSDT,VRAUSDT,0.69119954189759,0.13451881368448151,0.13448110490631268,0.6363094778677957,0.012001342324728983,0,60
BTTUSDT,OPUSDT,0.29504304096482475,0.15910684736914657,0.13447924270303827,0.9291658437030096,0.030162731859927877,0,33
DOMEUSDT,PIPUSDT,0.9422337320066977,0.12114145842360166,0.1344473833094759,0.6211885798482214,0.023743910873197,0,40
QTUMUSDT,SOLOUSDT,0.8168259686086383,0.11724563691710187,0.13444467160740847,0.6334432820734672,0.005553451430493709,0,78
AGIUSDT,PEPEUSDT,0.7444894882245586,-0.015363575466719322,0.13444127609950246,0.5919543128970243,0.031154306065352865,0,101
JSTUSDT,MANAUSDC,1.0409345595708237,0.05317441229083742,0.1344106895680887,0.6191698985481477,0.026386477789657664,0,111
GALAUSDT,LTCUSDT,0.6870977011873642,0.059613657978707185,0.1343964431845028,1.4983982555667956,0.014724407988360964,0,23
SDUSDT,WWYUSDT,0.9933681424395374,0.19754902791117987,0.13435900595590203,0.7925897088326462,0.020241931015541764,0,77
MEEUSDT,TIMEUSDT,0.591237384562563,0.08791150907012252,0.13435244992340992,0.5163373798937897,0.004847841377503113,0,56
ICXUSDT,TENETUSDT,0.5909491527381735,0.2124394511938998,0.13434782287693733,0.5741908831885089,0.03246669164627143,0,77
DOGEEUR,SOLUSDT,1.2569175805054569,-0.004436780672625873,0.1343388163024044,0.5128869146566216,0.016254773034724238,0,66
SOLBTC,UNIUSDT,0.7234892429998361,0.10095860543127567,0.13433429733452834,0.6350976543880915,0.0013942567516958824,0,62
THETAUSDT,UNIUSDT,1.0121836655583352,0.004958880444234422,0.13432906499457728,0.9294720478306135,0.010314266451550754,0,23
ADAEUR,XECUSDT,0.7360612427756175,0.12028378012756909,0.13430791411783258,0.5551936361901639,0.0037117424949058824,0,101
JSTUSDT,MANAUSDT,1.0460753356448202,0.05120003027451518,0.13430633962450517,0.6538237045116098,0.02713798258506378,0,105
CYBERUSDT,SEIUSDT,0.2513371145883554,0.1981622399940999,0.1342838473761319,0.5772742668708462,0.022190536488044393,0,44
GLMRUSDT,MAGICUSDT,0.6914088224589948,0.05886208496256906,0.13420284176422972,0.9457093939429767,0.013311205345847434,0,19
AGIUSDT,LRCUSDT,0.681803976752533,0.062263181010908934,0.13417785403821347,0.6194142342919507,0.012870047324673863,0,69
AGIUSDT,XLMUSDC,0.6332169905759544,0.08211786848709299,0.13416195662866706,0.6196758509387599,0.020821357827007933,0,71
NEARUSDT,UNIUSDT,0.5666389458789842,0.17181361442763166,0.13415944008409544,0.8821657425900925,0.03610993285295583,0,59
LMWRUSDT,SCUSDT,0.8808684153838681,0.09411501973814745,0.1341302054721506,0.692585161438832,0.02255383437982416,0,44
AAVEUSDT,MXUSDT,0.5488286272411453,0.12865913381622812,0.13409064002150564,0.6452323743517228,0.024362622339003596,0,108
EGLDUSDT,ROSEUSDT,1.162850886422298,-0.02096519680596911,0.13408575456150781,0.5422168277446896,0.0169825314524916,0,82
ERTHAUSDT,HFTUSDC,0.5062565233489104,0.06146914402948058,0.13407789893401723,0.5120910289339513,0.020207317874437462,0,63
BATUSDT,WOOUSDT,0.8126322862275223,0.14521250832214663,0.1340484394379868,0.7413488970502098,0.02793940357666258,0,68
ERTHAUSDT,MINAUSDT,0.5615794880453198,0.09937712506835988,0.13403842534405833,0.5111391638921596,0.0012007517441483485,0,83
CAKEUSDT,RVNUSDT,0.8481132594419413,-0.08029088066919161,0.1340369804338984,0.6067068158445822,0.005148016843431271,0,66
AGLDUSDT,ZRXUSDT,0.7265453757062155,0.03643457197486743,0.13402706020240837,0.7746742322442093,0.03198419820416395,0,42
ERTHAUSDT,STGUSDT,0.44796333225325546,0.1336960559538885,0.13398504996120056,0.6475822506874339,0.028806292993308627,0,63
AGIUSDT,XLMUSDT,0.6323850894707842,0.08146630975624206,0.13398112418002642,0.6607971174983275,0.028527356610424992,0,83
IMXUSDT,SOLEUR,0.8537995992729629,0.10110985153708744,0.1339723683437191,0.9879276984516058,0.04372405803111454,0,58
ERTHAUSDT,HFTUSDT,0.4757606186712495,0.0915230443528561,0.1339697036191934,0.5539470748685782,0.01268454867246696,0,61
PEPEUSDT,ROSEUSDT,0.7638548854431577,0.16086631908237106,0.13396943053141383,0.741465170910757,0.047798797442118186,0,46
BOBAUSDT,CAKEUSDT,0.42000360107948276,0.24022742447900328,0.13393227960722107,0.5002040387567184,0.02674382452933118,0,70
SALDUSDT,TOMIUSDT,0.756297449925087,-0.07016268835086716,0.13392708604249817,0.6195902731987822,0.04389588657452245,0,63
PYTHUSDT,SOLOUSDT,0.8848115654756307,0.06689058342307165,0.13391826689740408,0.6759245911249859,0.01683886630618077,0,94
GALAUSDT,LTCUSDC,0.6972131871890048,0.049738823447128364,0.13391172153919656,1.4447104476858124,0.013089575270504243,0,25
SOLBTC,XLMUSDC,0.6765360328343443,0.11239427931381656,0.13387660474706017,0.6522227678007345,0.020111811742453627,0,100
SOLBTC,ZRXUSDT,0.847904459527181,-0.04060624778178881,0.13385462327755712,0.6356532610523942,0.013248726069836327,0,72
ATOMUSDT,LTCBTC,0.6003612555159721,0.15489500957447574,0.13384717792719913,0.8587227362654583,0.037691241396054835,0,49
LUNAUSDT,QTUMUSDT,0.8303093191619337,0.018257721735491454,0.13384184966551316,0.8831063119949728,0.012516351061526449,0,60
JSTUSDT,XLMBTC,0.9408255328042242,0.07009089452121492,0.13383421682799962,0.5875382198962505,0.008053659431139292,0,94
FORTUSDT,XRPBTC,0.35641066076924977,0.11668832914073514,0.13376283243034845,0.5993182869679683,0.02226773124989427,0,49
RVNUSDT,SOLUSDC,1.0184271378856378,0.09659692985866662,0.13374081976084912,0.820105083773226,0.04649448775345503,0,87
SOLBTC,XLMUSDT,0.6755045367356368,0.11176436701117899,0.13371341358688915,0.7772414645661521,0.03170226556003383,0,72
CHZUSDC,MVUSDT,0.7949031031016947,0.07444076513780278,0.13369777446161213,0.5315602219997781,0.030506016434205356,0,114
TRCUSDT,ZILUSDT,0.4367150992671291,-0.042795197440218244,0.13368729352402717,0.5397321855417794,3.358061625478292e-06,0,58
USTCUSDT,XCADUSDT,0.7798189521714133,0.08835025065342107,0.13367250075623,0.6058043856036365,0.027330016339904888,0,70
ARKMUSDT,MAGICUSDT,0.8004174981360257,0.0633673705346869,0.13366804911630226,0.7809544499499604,0.03150320206661052,0,63
LINKUSDC,MXUSDT,0.6128170427204394,0.09643706110544552,0.13365227703158705,0.5816265598115783,0.044832892372561786,0,91
FLOKIUSDT,SOLUSDC,1.1326030102229976,0.04273625462249561,0.13365139899914733,0.6836852512525095,0.04832331271142398,0,52
QNTUSDT,SOLOUSDT,0.7889080687205757,0.09000665597152065,0.13360357906939144,0.8273906675714761,0.012672672474012703,0,82
LINKUSDT,MXUSDT,0.6153051760453859,0.0951698023367847,0.13355332573388448,0.5569424613897563,0.042909554118004005,0,87
WOOUSDT,XECUSDT,0.3386546387167668,0.21443995931379323,0.13353399017934123,0.5186005447943695,0.005348737596315018,0,83
BOBAUSDT,LUNCUSDT,0.44440372220027247,0.19549530957717323,0.1335109050652652,0.5176058121567534,0.020976717190826735,0,43
BNBUSDT,WAVESUSDT,0.32281293292352903,0.445154941371621,0.13342884335059052,0.5100777345234274,0.01339309733119984,0,108
BOBAUSDT,GLMRUSDT,0.539018072351185,0.18013419713051132,0.13341610113654515,0.5159966454816198,0.022404558059279298,0,63
FLOKIUSDT,SOLUSDT,1.136685553098052,0.03903863110544584,0.13339541957641687,0.6831899493363918,0.0489565372365854,0,50
BELUSDT,SOLOUSDT,0.7840490823064035,0.1615789519509218,0.13336410955634975,0.8915832815053313,0.004554435536734343,0,83
CHZUSDT,MVUSDT,0.7953226618729375,0.07573577088316137,0.13335154908780336,0.531413106540809,0.03200893933980637,0,122
FORTUSDT,INTERUSDT,0.3424061995079894,0.14400530874339154,0.13334166096393324,0.534771292100969,0.024214317670699943,0,45
SOLUSDC,UNIUSDT,0.5231881357298597,0.21579029907326883,0.13330183408591859,0.5727311976469148,0.00937782796565416,0,59
RVNUSDT,SOLUSDT,1.0231631956444913,0.09279069976917788,0.1332730554155483,0.8177764488027206,0.04497002286879701,0,80
ORTUSDT,PYTHUSDT,0.3797965414972944,0.10640868766563981,0.13326785241413805,0.5412363923192689,0.03137583741876625,0,48
ACSUSDT,HFTUSDT,0.8364578982050297,-0.12965285060266588,0.13321251962022493,0.6101918477174095,0.006572012328742765,0,77
ERTHAUSDT,NEARUSDT,0.5478226687921466,0.111255677750943,0.1331710377990902,0.5640471364965477,0.009875536282590457,0,79
MINAUSDT,PEPEUSDT,0.5813639010484397,0.13173676298373904,0.13316937189859182,1.021746937839419,0.021093971993878077,0,80
FMCUSDT,ONEUSDT,0.8411297371761497,-0.015897182683261145,0.13315854077552572,0.6219525366680388,0.03243917969553181,0,50
MAGICUSDT,MEMEUSDT,0.5385379509751212,0.24827919869449458,0.1331087368267275,0.7591049016094291,0.039684930172788305,0,46
MASKUSDT,MPLXUSDT,0.2033307336379618,0.17517104113357324,0.133106556343829,1.0206383484717827,0.04695290142655361,0,55
ADAUSDT,BOBAUSDT,0.9302927668107365,0.12317554395063933,0.13310302713481598,0.5052721935561162,0.006594156622080578,0,79
GLMRUSDT,LTCUSDT,0.5049655579522021,0.1290545607870666,0.13309956329920816,1.119344269300029,0.029668583819468377,0,87
FLOKIUSDT,SOLOUSDT,0.8853019798327983,0.1371482462138711,0.1330580968404141,0.7083954867092785,0.0036454644711785326,0,83
ETHWUSDT,FIDAUSDT,0.7184006190840513,0.13849266367933027,0.1330496723264696,0.5938675821320868,0.042630372233014524,0,42
CAKEUSDT,MANAUSDT,0.9092136574755847,-0.020630193760441104,0.1330386407242895,0.5921913256842026,3.578981199061491e-06,0,68
CYBERUSDT,MKRUSDT,0.2501929277110105,0.2209468522181775,0.13300696895896472,0.5619700374784417,0.037690351049734006,0,56
DOTBTC,LINKUSDC,1.0301965656545202,0.02347228090445024,0.1329746183364161,0.877397219320075,0.04737864831638765,0,71
