pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
BTCDAI-BTCEUR,02/01-05/31,-0.8386955261230469,0.2769578993320465,16,-0.05241847038269043,8,24,2881,0.42308926582336426,-0.6679918169975281,
KCSUSDT-KDAUSDT,02/01-05/31,-1.272550106048584,0.028514333069324493,4,-0.318137526512146,0,8,2881,0.0,-0.6665663719177246,
COMPUSDT-GTAIUSDT,02/01-05/31,-0.621496856212616,0.2812013328075409,23,-0.027021601796150208,9,37,2881,0.2913067638874054,-0.442183256149292,
FILUSDC-GTAIUSDT,02/01-05/31,0.1148059070110321,0.04373835027217865,7,0.016400843858718872,5,9,2881,0.598844051361084,-0.6995370984077454,
ETHUSDC-ETHUSDT,02/01-05/31,-0.24862360954284668,0.2402624487876892,14,-0.01775882951915264,0,28,2881,0.0,-0.032025501132011414,
ETCUSDT-JUVUSDT,02/01-05/31,-0.480807900428772,0.3844352960586548,34,-0.01414140872657299,13,55,2881,0.7756589651107788,-0.7935473322868347,
FILUSDC-JUVUSDT,02/01-05/31,0.17778991162776947,0.2239965796470642,27,0.006584811490029097,14,40,2881,0.7954953908920288,-0.7386499643325806,
FILUSDT-JUVUSDT,02/01-05/31,-0.5228980183601379,0.20839235186576843,26,-0.020111462101340294,12,40,2881,0.9084234237670898,-0.53605717420578,
HNTUSDT-INTERUSDT,02/01-05/31,0.20770695805549622,0.13031534850597382,12,0.01730891317129135,8,16,2881,0.21071551740169525,-0.3070206940174103,
CYBERUSDT-FIDAUSDT,02/01-05/31,1.3775861263275146,0.17439280450344086,23,0.059895049780607224,14,32,2881,1.3381197452545166,-1.03612220287323,
BTCDAI-BTCEUR,03/02-06/30,5.66667366027832,0.5419114828109741,24,0.23611140251159668,11,37,2881,2.342155694961548,-0.6181488037109375,
ATOMUSDT-GODSUSDT,03/02-06/30,-12.00759506225586,3.2682015895843506,34,-0.35316455364227295,13,55,2881,0.40838322043418884,-3.424311876296997,
ETHUSDC-ETHUSDT,03/02-06/30,-0.3805481493473053,0.43619823455810547,8,-0.04756851866841316,2,14,2881,0.04350525885820389,-0.05063086003065109,
ATOMUSDT-KDAUSDT,03/02-06/30,3.548401355743408,1.932727575302124,24,0.14785005152225494,15,33,2881,1.9985482692718506,-1.0797408819198608,
CYBERUSDT-FIDAUSDT,03/02-06/30,1.4420948028564453,0.14229464530944824,4,0.36052370071411133,3,5,2881,0.7726295590400696,-0.18820245563983917,
HNTUSDT-INTERUSDT,03/02-06/30,9.194260597229004,0.2829110622406006,3,3.064753532409668,2,4,2881,9.104459762573242,-1.067256212234497,
FILUSDT-JUVUSDT,03/02-06/30,-2.0107040405273438,1.140742540359497,20,-0.10053519904613495,10,30,2881,5.588053226470947,-4.28454065322876,
FILUSDC-JUVUSDT,03/02-06/30,7.134101867675781,1.3766980171203613,23,0.31017833948135376,11,35,2881,8.735309600830078,-3.659684419631958,
FILUSDC-GTAIUSDT,03/02-06/30,-2.042330265045166,0.25160789489746094,4,-0.5105825662612915,1,7,2881,1.0317578315734863,-2.0766804218292236,
FILUSDT-GTAIUSDT,03/02-06/30,-2.4785499572753906,0.32222968339920044,5,-0.49570998549461365,2,8,2881,0.6944596171379089,-1.967940330505371,
BTCDAI-BTCEUR,04/01-07/30,3.310518741607666,0.9423115849494934,8,0.41381484270095825,6,10,2881,3.5740177631378174,-0.6965609788894653,
FILUSDC-JUVUSDT,04/01-07/30,11.758785247802734,1.243068814277649,15,0.7839190363883972,9,21,2881,5.9489359855651855,-0.20573143661022186,
ETHDAI-ETHEUR,04/01-07/30,15.868508338928223,1.9286322593688965,18,0.8815838098526001,12,24,2881,5.687587738037109,-7.9203619956970215,
FILUSDT-JUVUSDT,04/01-07/30,12.21335220336914,1.3849927186965942,16,0.7633345127105713,11,21,2881,5.649448871612549,-0.7277595400810242,
ETCUSDT-JUVUSDT,04/01-07/30,9.661449432373047,1.0907925367355347,25,0.38645797967910767,16,34,2881,4.257535934448242,-0.9351025223731995,
ETHUSDC-ETHUSDT,04/01-07/30,-1.645983099937439,1.8435821533203125,7,-0.23514044284820557,1,13,2881,0.015491234138607979,-0.25133025646209717,
DOTUSDC-FTTUSDT,04/01-07/30,3.308281421661377,0.30394911766052246,10,0.33082813024520874,7,13,2881,1.509300947189331,-1.186203122138977,
DOTUSDT-FTTUSDT,04/01-07/30,4.7596235275268555,0.272301584482193,9,0.5288470387458801,7,11,2881,1.5374726057052612,-0.22207002341747284,
HNTUSDT-INTERUSDT,04/01-07/30,1.2540255784988403,0.9141007661819458,23,0.05452284961938858,13,33,2881,2.2081124782562256,-1.8381291627883911,
AAVEUSDT-GALFTUSDT,04/01-07/30,0.0,0.0,0,0.0,0,0,0,0.0,0.0,division by zero
BTCDAI-BTCEUR,05/01-08/29,0.7287037968635559,0.43121635913848877,9,0.08096709102392197,6,12,2881,0.4805811941623688,-0.16916519403457642,
AXSUSDT-KUBUSDT,05/01-08/29,-0.028261899948120117,1.2861329317092896,28,-0.0010093535529449582,12,44,2881,2.090547800064087,-1.427932620048523,
BTCUSDC-BTCUSDT,05/01-08/29,-0.38724416494369507,0.4662100672721863,10,-0.03872441500425339,1,19,2881,0.025373263284564018,-0.03531859070062637,
GALFTUSDT-GRTUSDT,05/01-08/29,-10.058393478393555,5.598887920379639,37,-0.2718484699726105,16,58,2881,15.383794784545898,-9.334121704101562,
ETHDAI-ETHEUR,05/01-08/29,0.46835678815841675,1.3474411964416504,12,0.03902973234653473,7,17,2881,1.1503831148147583,-0.5621060729026794,
ETCUSDT-JUVUSDT,05/01-08/29,5.5254740715026855,1.0714316368103027,17,0.3250278830528259,10,24,2881,2.4905192852020264,-0.855154275894165,
ETHUSDC-ETHUSDT,05/01-08/29,-1.5672038793563843,1.6138441562652588,13,-0.12055414170026779,1,25,2881,0.005312877241522074,-0.08676493912935257,
CYBERUSDT-GALFTUSDT,05/01-08/29,-4.350546836853027,2.8001291751861572,33,-0.1318347454071045,14,52,2881,0.6267572045326233,-1.3908649682998657,
DOTUSDC-FTTUSDT,05/01-08/29,-2.1590399742126465,1.725883960723877,29,-0.07444965094327927,13,45,2881,2.2806715965270996,-1.3029887676239014,
