pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss,error
SOLUSDT-UNIUSDT,07/03-10/31,-1.8966196775436401,0.5810503363609314,20,-0.09483098238706589,10,30,2881,0.5057134032249451,-1.4968138933181763,
APTUSDC-AVAXUSDT,07/03-10/31,2.7654402256011963,0.5918402671813965,19,0.1455494910478592,12,26,2881,3.402292013168335,-2.0907022953033447,
LDOUSDC-SCRTUSDT,07/03-10/31,0.8232181072235107,0.020116697996854782,3,0.2744060456752777,2,4,2881,0.744471549987793,-0.004352194257080555,
LUNAUSDT-MANAUSDC,07/03-10/31,3.2850043773651123,0.574120819568634,31,0.10596788674592972,20,42,2881,2.1264164447784424,-1.3258671760559082,
1INCHUSDT-QTUMUSDT,07/03-10/31,9.5299654006958,0.2828245759010315,10,0.952996551990509,6,14,2881,6.530324935913086,-1.4289896488189697,
GLMRUSDT-QTUMUSDT,07/03-10/31,0.7039344906806946,0.49137309193611145,11,0.06399404257535934,6,16,2881,1.2900662422180176,-0.8713344931602478,
IDUSDT-LTCBTC,07/03-10/31,-22.67911720275879,5.244324684143066,21,-1.0799579620361328,10,32,2881,10.798839569091797,-16.74574851989746,
RSS3USDT-UNIUSDT,07/03-10/31,6.631307601928711,0.46808022260665894,7,0.9473296403884888,3,11,2881,15.414450645446777,-6.3020453453063965,
EVERUSDT-LRCUSDT,07/03-10/31,-6.625728607177734,0.6146664619445801,12,-0.5521440505981445,4,20,2881,4.858855247497559,-3.4678714275360107,
DGBUSDT-DOMEUSDT,07/03-10/31,0.0,0.0,0,0.0,0,0,2881,0.0,0.0,
JASMYUSDT-XECUSDT,07/03-10/31,-3.6454219818115234,1.6435463428497314,27,-0.13501562178134918,14,40,2881,4.318455219268799,-4.439052581787109,
ALGOBTC-MANABTC,07/03-10/31,-1.364415168762207,0.12224625796079636,4,-0.34110379219055176,0,8,2881,0.0,-0.5525032877922058,
INJUSDT-QTUMUSDT,07/03-10/31,3.995695114135742,0.9162147641181946,12,0.3329745829105377,7,17,2881,2.2412545680999756,-2.3055219650268555,
APTUSDC-DOTUSDC,07/03-10/31,5.507274627685547,0.34620752930641174,13,0.4236364960670471,11,15,2881,3.1863105297088623,-1.6647499799728394,
LDOUSDT-SCRTUSDT,07/03-10/31,-0.7704988121986389,0.02415427565574646,2,-0.38524940609931946,0,4,2881,0.0,-0.6367059946060181,
LUNAUSDT-MANAUSDT,07/03-10/31,3.1866331100463867,0.5496043562889099,30,0.10622110217809677,19,41,2881,2.1673643589019775,-1.3056178092956543,
CELOUSDT-IDUSDT,07/03-10/31,2.252608299255371,0.3430374562740326,8,0.2815760374069214,5,11,2881,1.5213348865509033,-1.1318206787109375,
FLOWUSDT-LTCUSDC,07/03-10/31,0.25578051805496216,1.2616815567016602,27,0.009473352693021297,12,42,2881,2.302103042602539,-3.470398187637329,
FLOWUSDT-GRTUSDT,07/03-10/31,0.3702501058578491,1.2414720058441162,26,0.014240388758480549,15,37,2881,2.417586326599121,-3.7158148288726807,
FORTUSDT-PSTAKEUSDT,07/03-10/31,-0.2777094841003418,0.16272521018981934,11,-0.02524631656706333,5,17,2881,5.273443222045898,-6.21527099609375,
EVERUSDT-RVNUSDT,07/03-10/31,0.4784421920776367,0.5323723554611206,11,0.04349474608898163,5,17,2881,4.855550289154053,-3.468665599822998,
ONEUSDT-RVNUSDT,07/03-10/31,5.818327903747559,1.1932272911071777,18,0.3232404291629791,8,28,2881,2.6977052688598633,-1.2344717979431152,
SCUSDT-XEMUSDT,07/03-10/31,3.901981830596924,0.2329680621623993,17,0.22952833771705627,7,27,2881,3.333280086517334,-0.32908686995506287,
ALGOBTC-NFTUSDT,07/03-10/31,-0.6090731620788574,0.37203922867774963,19,-0.03205648064613342,9,29,2881,1.3310893774032593,-1.3595067262649536,
INJUSDT-OMGUSDT,07/03-10/31,6.50083065032959,0.9923102855682373,14,0.4643450379371643,9,19,2881,3.0924465656280518,-2.9709744453430176,
APTUSDC-DOTUSDT,07/03-10/31,5.560584545135498,0.3401847183704376,13,0.4277372658252716,11,15,2881,3.0574469566345215,-1.6645374298095703,
APEUSDT-PSTAKEUSDT,07/03-10/31,0.49158287048339844,0.07374098896980286,3,0.1638609617948532,2,4,2881,0.4292972683906555,-0.2137521207332611,
CELOUSDT-WAVESUSDT,07/03-10/31,-30.380708694458008,0.7812713384628296,14,-2.170050621032715,5,23,2881,0.8970263004302979,-16.799474716186523,
CELOUSDT-ROSEUSDT,07/03-10/31,1.599031686782837,0.4189658761024475,10,0.1599031686782837,5,15,2881,2.037308692932129,-1.18624746799469,
