pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
COMPUSDT-GMXUSDT,08/02-10/31,2.24857,0.20110806822776794,9,0.24984111,6,12,2881,1.0811377,-0.19366726
INTERUSDT-ZILUSDT,08/02-10/31,2.4615998,0.3209436237812042,29,0.08488275,14,44,2881,1.5880893,-0.26909065
CITYUSDT-JUVUSDT,08/02-10/31,0.41519678,0.1969699114561081,23,0.018052034,5,41,2881,2.9586341,-2.6894972
FLOWUSDT-MASKUSDT,08/02-10/31,-0.92893267,1.5455496311187744,36,-0.025803685,18,54,2881,2.6273243,-2.6822035
DOGEUSDT-TELUSDT,08/02-10/31,-3.2731528,1.3239988088607788,25,-0.13092612,11,39,2881,3.560619,-7.499291
AXSUSDT-UNIUSDT,08/02-10/31,-13.513264,0.8691362142562866,16,-0.844579,5,27,2881,1.3487965,-4.9736223
INTERUSDT-LTCUSDC,08/02-10/31,-1.2236162,0.3187985420227051,30,-0.04078721,15,45,2881,1.5864489,-3.468737
CAKEUSDT-VPADUSDT,08/02-10/31,75.19512,0.5505664348602295,7,10.74216,5,9,2881,40.68156,-1.1476188
RSS3USDT-SCRTUSDT,08/02-10/31,3.2045763,0.32868990302085876,8,0.40057203,2,14,2881,15.367016,-6.4426003
DOGEUSDC-TELUSDT,08/02-10/31,-3.4844394,1.2725940942764282,25,-0.13937758,10,40,2881,3.499865,-6.7589216
ARUSDT-FILUSDT,08/02-10/31,-7.2035646,1.6033817529678345,20,-0.36017823,12,28,2881,2.2187114,-15.585955
INTERUSDT-LTCUSDT,08/02-10/31,-1.6735462,0.31178292632102966,29,-0.05770849,17,41,2881,1.6171455,-3.4832213
SUSHIUSDT-UMAUSDT,08/02-10/31,-5.643357,0.430536687374115,18,-0.31351984,9,27,2881,1.1545627,-4.8838687
RSS3USDT-XTZUSDT,08/02-10/31,7.6068797,0.4456292390823364,9,0.8452089,5,13,2881,14.958142,-6.9279857
WAXPUSDT-ZILUSDT,08/02-10/31,0.18371773,0.04361036792397499,3,0.061239243,3,3,2881,0.106035195,-0.01836001
INTERUSDT-THETAUSDT,08/02-10/31,0.11788882,0.21496683359146118,22,0.005358583,7,37,2881,0.36994496,-0.15484993
INTERUSDT-XEMUSDT,08/02-10/31,-1.8303574,0.22513613104820251,25,-0.0732143,4,46,2881,1.5363342,-3.7224889
OMGUSDT-RDNTUSDT,08/02-10/31,0.36965322,0.334419310092926,19,0.019455433,9,29,2881,1.148388,-1.9208806
ADAUSDC-PSGUSDT,08/02-10/31,-2.1674962,0.323437362909317,17,-0.12749977,10,24,2881,1.8463589,-4.80431
DAIUSDT-LTCBTC,08/02-10/31,0.45259655,0.015220807865262032,2,0.22629827,1,3,2881,0.48654917,-0.026192876
INTERUSDT-STXUSDT,08/02-10/31,-0.0064023137,0.36663877964019775,28,-0.00022865405,6,50,2881,0.3730902,-0.28691506
INTERUSDT-WAVESUSDT,08/02-10/31,-0.041103065,0.2433066964149475,23,-0.0017870897,5,41,2881,0.37398064,-0.22896175
CELOUSDT-ZRXUSDT,08/02-10/31,3.2555218,0.05444662272930145,2,1.6277609,2,2,2881,2.7316954,-0.015819648
ADAUSDT-PSGUSDT,08/02-10/31,-3.0453167,0.33906346559524536,18,-0.16918427,10,26,2881,1.3732381,-4.4582047
ONEUSDT-XRPUSDC,08/02-10/31,4.8645926,0.9729560613632202,20,0.24322963,12,28,2881,3.1903627,-2.11408
INTERUSDT-SOLOUSDT,08/02-10/31,-2.5979073,0.27258849143981934,28,-0.0927824,11,45,2881,0.37808233,-3.6031976
INTERUSDT-USTCUSDT,08/02-10/31,0.5025204,0.3446836769580841,24,0.02093835,7,41,2881,0.44201127,-0.08389882
