,PnL
2023-10-01,0.0
2023-10-02,18.588728963281028
2023-10-03,12.62313020043075
2023-10-04,-11.682261254056357
2023-10-05,11.506963473395444
2023-10-06,-1.5988503196276724
2023-10-07,-2.890000030747615
2023-10-08,-4.695771626546048
2023-10-09,23.068973996909335
2023-10-10,8.336106568109244
2023-10-11,17.120700139086694
2023-10-12,2.9660312202759087
2023-10-13,10.772751230280846
2023-10-14,-5.902853799751028
2023-10-15,9.460328311659396
2023-10-16,3.727008603978902
2023-10-17,75.6531251128763
2023-10-18,4.665453604888171
2023-10-19,-7.052315324777737
2023-10-20,50.8914711298421
2023-10-21,45.86729387147352
2023-10-22,0.29261742578819394
2023-10-23,31.127040934283286
2023-10-24,85.69908299832605
2023-10-25,1.9620684329420328
2023-10-26,-24.489339830353856
2023-10-27,-34.877102138474584
2023-10-28,-42.18351533636451
2023-10-29,1.730328680947423
2023-10-30,2.9249543622136116
2023-10-31,-0.07124030590057373
2023-11-01,7.895855791241047
2023-11-02,0.5062784710898995
2023-11-03,-29.59353876300156
2023-11-04,13.15445397165604
2023-11-05,1.9175878530950285
2023-11-06,0.9559119120240211
2023-11-07,-2.9848677357658744
2023-11-08,8.496260152896866
2023-11-09,-5.902978824451566
2023-11-10,7.282314186915755
2023-11-11,13.941704307682812
2023-11-12,9.673460865393281
2023-11-13,158.73080796736758
2023-11-14,-20.976797461044043
2023-11-15,8.145683446899056
2023-11-16,0.009059566305950284
2023-11-17,-39.26813432108611
2023-11-18,19.159053820185363
2023-11-19,11.094015098293312
2023-11-20,6.229958884418011
2023-11-21,15.409535032697022
2023-11-22,-7.5214330409653485
2023-11-23,-9.417918089777231
2023-11-24,-8.902713320218027
2023-11-25,12.133893035468645
2023-11-26,-15.344922385411337
2023-11-27,115.39453353174031
2023-11-28,12.91418108344078
2023-11-29,-10.391122265253216
2023-11-30,0.0
2023-12-01,6.961718058941187
2023-12-02,4.99071875482332
2023-12-03,2.9686928691808134
2023-12-04,27.180777789093554
2023-12-05,8.045908917905763
2023-12-06,42.67118316749111
2023-12-07,11.067128805443645
2023-12-08,11.419491723179817
2023-12-09,9.411987110041082
2023-12-10,9.459436637349427
2023-12-11,1.4558870028704405
2023-12-12,22.197330886498094
2023-12-13,4.283839070703834
2023-12-14,23.26677969796583
2023-12-15,-11.80986844561994
2023-12-16,-0.012679912149906158
2023-12-17,-17.41959637659602
2023-12-18,17.740160781424493
2023-12-19,0.18745745858177543
2023-12-20,0.7492804573848844
2023-12-21,13.323123261798173
2023-12-22,10.442969742929563
2023-12-23,-13.672350795008242
2023-12-24,7.664748242590576
2023-12-25,15.77022000728175
2023-12-26,-11.038122102152556
2023-12-27,6.748057176358998
2023-12-28,15.829302553087473
2023-12-29,-4.535855752415955
2023-12-30,0.0
