tag,kind,run_id,sharpe,pnl,max_dd,cost_ratio,trades,pairs,costs
ts1p0,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p0,4.41205544312095,2222.235490258783,-475.5649108504877,0.0868166238397864,4677,58,192.9269826412201
ts1p0,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p0,4.106076879486382,1969.9657725309692,-466.443698369374,0.1670025021228355,4677,58,328.9892131090164
ts1p5,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5,4.423672108498878,2230.747207636421,-466.4670325439656,0.08625704323211295,4646,58,192.41765832901
ts1p5,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts1p5,4.118745932288585,1978.75683569783,-457.9156708173687,0.16584223569990855,4646,58,328.16145753860474
ts2p0,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts2p0,4.379776344160132,2190.0171243353543,-473.4645452626282,0.08713801313656243,4610,58,190.83374094963077
ts2p0,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts2p0,4.076234326149898,1942.04584373784,-464.38942052662605,0.16762662576242965,4610,58,325.53859186172485
ts3p0,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts3p0,4.354019244055843,2175.282980576536,-467.2903981448326,0.08603170744596819,4573,58,187.14330899715424
ts3p0,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_ts3p0,4.054352700159893,1930.9018047653956,-458.3795697484748,0.16540931625492605,4573,58,319.3891472816468
tsOff,holdout,holdout_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_tsOff,4.354097753772128,2177.383664184221,-459.7572946877044,0.08497999098191207,4515,58,185.03404414653775
tsOff,stress,stress_relaxed8_nokpss_20260212_oos20230501_20240430_top250_z1p15_exit0p08_hold300_cd300_ms0p2_cap1000_maxnot1000_risk0p015_minnot5_maxpairs24_corr0p34_pv0p35_vm10055_tsOff,4.056983555083243,1934.7540563237271,-451.2673439540085,0.1632719921230036,4515,58,315.89114904403687
